# Weber - REI - ABAL - ITRDB CHE555
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41809
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41809.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che555-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che555.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che555.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - REI - ABAL - ITRDB CHE555
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders, Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: REI
#   Location: Switzerland
#   Northernmost_Latitude: 47.14957
#   Southernmost_Latitude: 47.14957
#   Easternmost_Longitude: 7.84269
#   Westernmost_Longitude: 7.84269
#   Elevation_m: 680
#--------------------
# Data_Collection
#   Collection_Name: CHE555
#   First_Year: 1913
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## rei04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei23a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei23a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei24a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei24a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei27a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei27a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	rei04a_raw	rei07a_raw	rei08a_raw	rei13a_raw	rei16a_raw	rei19a_raw	rei23a_raw	rei24a_raw	rei27a_raw
1988	4.6	7.26	4.94	3.11	3.83	7.21	3.16	7.19	3.67
1989	3.71	4.84	4.43	1.87	2.82	7.24	3.13	5.09	3.19
1990	4.25	6.58	7.7	3.12	2.97	7.34	2.86	5.89	3.74
1991	3.85	6.57	7.4	2.96	2.99	5.28	2.7	5.22	3.66
1992	4.45	7.11	8.75	2.24	2.16	3.37	3.11	5.03	4.05
1993	3.75	6.64	8.45	1.49	1.65	3.25	2.33	5.74	3.96
1994	4.62	8.45	8.29	3.62	3.12	4.28	3.15	7.79	3.99
1995	3.38	7.49	6.56	2.14	2.31	4.55	2.49	6.8	2.21
1996	3.8	5.2	7.8	1.58	2.56	4.03	3.32	8.12	2.92
1997	4.87	5.28	9.07	1.81	2.47	4.24	3.89	7.25	2.59
1998	3.18	3.3	7.85	1.62	2.2	3.77	2.54	7.48	1.75
1999	3.41	2.71	8.01	1.59	2.76	5.15	2.34	8.71	2.31
2000	5.21	3.62	7.57	1.63	2.03	4.06	2.7	8.51	2.35
2001	4.38	4.11	6.84	0.98	1.97	3.03	2.76	6.21	2.28
2002	4.54	5.61	6.92	1.17	1.99	2.92	2.99	7.55	2.82
2003	4.42	5.27	6.58	1.23	1.87	3.29	2.88	4.91	2.23
2004	6.25	6.53	7.36	1.64	2.1	4.08	3.19	4.88	3.74
2005	6.69	8.11	6.55	1.11	2.03	3.92	2.95	4.28	4.99
2006	6.62	8.06	5.94	1.56	2.12	3.38	2.8	3.43	4.35
2007	7.86	11.07	5.95	1.75	2.86	4.86	3.47	4.24	6.82
2008	7.75	12.41	6.33	1.21	2.65	4.68	3.11	3.28	6.8
