# Rohner - Krummenlinden - QUSP - ITRDB CHE453
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41265
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41265.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che453-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che453.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che453.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Rohner - Krummenlinden - QUSP - ITRDB CHE453
#--------------------
# Investigators
#   Investigators: Rohner, Brigitte; Ringwald, Veronique; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: 545 - 555 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Rohner B.E. 2012. Growth and mortality of oak (Quercus spp.): a combined analysis of monitoring and tree-ring data from Swiss forest reserves. PhD thesis. ETH Zurich, Zurich. doi:10.3929/ethz-a-007594406
#   Abstract:
#--------------------
# Publication
#   Authors: Rohner, Brigitte; Harald Bugmann; Christof Bigler
#   Published_Date_or_Year: 2013
#   Published_Title: Estimating the age–diameter relationship of oak species in Switzerland using nonlinear mixed-effects models
#   Journal_Name: Eur J Forest Res
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s10342-013-0710-5
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss Federal Office for the Environment (FOEN)
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Krummenlinden
#   Location: Switzerland
#   Northernmost_Latitude: 47.5575
#   Southernmost_Latitude: 47.5575
#   Easternmost_Longitude: 8.33555556
#   Westernmost_Longitude: 8.33555556
#   Elevation_m: 550
#--------------------
# Data_Collection
#   Collection_Name: CHE453
#   First_Year: 1888
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KlE092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE093_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE093; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE094_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE094; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE095_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE095; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE096_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE096; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE097_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE097; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE098_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE098; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE099_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE099; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE103_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE103; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE104_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE104; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE105_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE105; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE106_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE106; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE107_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE107; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE108_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE108; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE109_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE109; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE113_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE113; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE114_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE114; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE115_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE115; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE116_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE116; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE117_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE117; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE118_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE118; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE119_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE119; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KlE121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KlE121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KlE092_raw	KlE093_raw	KlE094_raw	KlE095_raw	KlE096_raw	KlE097_raw	KlE098_raw	KlE099_raw	KlE100_raw	KlE101_raw	KlE102_raw	KlE103_raw	KlE104_raw	KlE105_raw	KlE106_raw	KlE107_raw	KlE108_raw	KlE109_raw	KlE111_raw	KlE112_raw	KlE113_raw	KlE114_raw	KlE115_raw	KlE116_raw	KlE117_raw	KlE118_raw	KlE119_raw	KlE120_raw	KlE121_raw
1933	2.11	2.63	1.83	0.94	1.25	2.13	1.35	1	1.31	1.7	0.98	NA	NA	1.84	1.15	0.76	1.21	1.28	1.95	2.44	1.7	0.4	1.23	1.15	1.48	1.32	1.85	3.52	2.48
1934	2.32	2.94	1.85	0.99	1.18	1.7	1.09	0.88	1.31	1.1	1.05	NA	NA	0.81	1.05	1.27	1.58	1.31	1.41	2.3	1.19	0.3	1.23	0.84	1.27	2.01	3.09	3.48	2.29
1935	1.96	2.38	2.11	0.98	1.24	1.7	1.21	0.84	1.55	1.41	1.38	NA	NA	1.53	0.92	1.13	2.44	1.96	1.51	2.82	1.22	0.69	1.41	1.09	1.59	2.16	2.57	3.39	2.2
1936	2.45	3.15	1.33	0.91	1.47	1.66	1.27	0.7	1.03	1.2	1.13	1.25	NA	1.75	1.13	1.2	2.31	2.12	1.08	2.69	1.48	0.78	1.42	1.18	1.47	1.81	2.63	2.59	2.14
1937	1.97	1.91	1.93	0.74	0.93	1.26	0.94	0.61	1.09	0.89	1	1.2	3.29	1.26	0.57	0.78	1.74	2.04	0.86	3.44	1.46	0.55	1.39	1.22	1.54	1.55	2.01	2.12	2.24
1938	1.77	1.55	1.56	0.66	0.82	1.14	0.85	0.66	0.86	0.83	0.66	1.46	2.62	1.16	0.62	0.67	1.73	1.48	0.94	2.26	1.43	1.03	2.04	1	1.58	1.57	2.18	2.56	3.39
1939	1.32	1.49	1.01	0.47	0.41	0.94	0.84	0.29	0.91	0.6	0.45	1.13	1.86	0.74	0.56	0.49	0.33	1.26	0.62	1.15	0.92	0.66	1.87	0.87	1.05	1.22	1.42	1.32	1.84
1940	1.89	2.44	1.59	0.45	0.69	0.6	1.13	0.57	0.81	0.82	0.73	1.21	2.08	0.77	0.53	0.46	0.69	0.91	0.54	1.77	0.87	0.76	0.98	0.77	0.77	1.19	1.79	2.18	2.12
1941	1.51	1.71	1.65	0.93	0.65	1.07	1.16	0.57	0.89	0.78	0.69	1.15	2.35	1.36	0.54	0.55	1.18	0.92	0.81	1.32	1.11	0.75	1.17	0.76	0.94	0.93	1.57	2.78	1.81
1942	1.78	2.2	1.94	1.19	0.85	1.97	1.62	0.86	1.17	0.81	0.88	1.58	3.99	2.55	0.77	0.63	1.78	1.14	1	1.52	1.63	0.96	1.17	0.73	1.31	1.14	1.85	3.27	2.15
1943	2.35	3.17	3.24	2.61	1.26	2.86	2.1	1.08	1.26	1.17	1.8	1.64	3.76	2.05	1.13	1.24	1.3	1.6	1.56	2.47	1.53	1.16	1.1	0.89	1.35	1.47	2.27	4.61	2.93
1944	2.2	2.81	3.23	2.47	1.14	3.83	1.59	0.73	1.36	1.09	1.87	2.05	3.18	2.1	0.97	1.15	1.17	1.66	1.66	2.43	1.2	1.11	0.82	0.79	1.32	1.88	2.2	4.99	3.44
1945	1.47	1.71	1.92	1.52	1.02	2.64	1.91	0.74	1.21	0.75	1	1.65	2.42	1.66	0.81	0.86	1.1	0.77	1.44	1.63	1.24	1.01	0.86	0.69	0.95	1.39	1.99	3.83	2.14
1946	2.41	3.52	2.4	2.71	1.13	3.15	3.5	1.38	2.18	1.4	2.02	2.3	4.08	2.43	1.77	1.48	1.71	2.68	1.89	2.35	2.02	1.27	1.28	0.95	1.83	1.35	2.75	4.48	3.66
1947	1.73	2.59	0.54	1.86	1.3	2	2.05	0.97	1.77	0.72	1.13	1.79	3.41	1.98	1.07	0.98	0.67	1.62	0.89	1.99	1.59	1.04	1.12	0.83	1.26	1.17	1.99	3.26	2.76
1948	1.19	2.5	0.7	1.99	1.14	1.68	1.82	0.8	1.27	0.82	1.09	1.12	1.52	1.39	0.78	0.96	0.74	1.72	1.3	1.09	1.57	0.85	0.76	0.71	1.2	1.09	1.23	2.58	1.64
1949	1.66	2.54	1.43	2.01	1.55	2.62	2.06	1	1.97	1.1	1.31	1.31	2.33	1.84	1.04	1.2	0.84	2.51	1.95	1.86	2.08	1.36	1.26	1	1.51	1.56	1.76	2.46	2.34
1950	2.08	3.73	1.31	1.89	1.81	2.58	2.11	1.58	2	1.12	1.77	1.38	3.47	1.62	1.5	1.26	1.55	3.27	1.8	1.77	2.31	1.35	1.52	0.87	1.63	1.54	2.19	3.56	2.9
1951	1.87	2.16	0.95	1	1.14	2.17	2.58	1.03	2.53	1.03	1.84	1.77	2.24	1.37	0.79	1	0.74	2.25	1.71	1.22	1.37	1.41	1.39	1.21	1.24	0.93	1.34	2.46	2.38
1952	2.39	2.16	0.68	0.95	0.85	1.21	1.41	0.82	2.36	1.06	1.62	1.89	1.58	1.37	0.5	0.92	0.67	1.84	1.37	1.45	1.36	0.87	1.12	1.21	0.96	0.58	2.13	1.84	2.74
1953	2.54	2.35	0.75	1.19	0.81	1.75	2.18	0.72	2.35	1.19	1.69	1.75	1.93	1.18	0.77	0.88	0.68	2.09	1.32	1.45	1.48	0.74	1.03	0.73	0.92	0.81	1.61	2.88	3.03
1954	1.87	1.01	0.58	0.51	0.61	1.24	1.33	0.47	1.89	0.7	1.05	1.47	1.08	0.78	0.62	0.6	0.51	1.15	1.11	0.76	1.11	0.48	0.8	0.78	0.68	0.44	1.09	1.59	1.91
1955	2.75	2.15	0.83	1.19	0.75	2	1.99	0.62	2.52	1.14	1.26	1.4	2.39	1.21	0.73	0.65	0.62	1.64	1.54	1.03	1.35	0.7	0.98	1.08	0.89	0.79	1.78	1.8	3.34
1956	2.64	1.27	0.62	0.87	0.71	1.3	1.59	0.64	1.89	1.02	1.31	1.24	1.88	0.99	0.49	0.56	0.39	0.71	0.92	0.98	0.96	0.52	0.87	0.61	0.93	0.69	1.36	1.95	2.63
1957	2.41	1.13	0.48	1.03	0.54	1.16	1.28	0.46	1.66	0.71	1.03	0.71	1.41	0.9	0.7	0.41	0.62	0.77	1.01	1.16	1.35	0.76	0.73	0.61	0.57	0.65	1	1.55	2.27
1958	2.72	3.49	1.46	2.05	1.31	3.13	3.2	3.83	2.85	1.44	2.41	1.97	2.49	5.86	5.05	0.88	1.29	1.28	1.31	2.14	1.94	3.79	2.51	0.91	2.13	1.58	2.87	2.01	4.9
1959	2.02	3.14	0.68	1.72	0.86	1.53	2.99	1.56	2.09	1.04	1.83	1.47	2.41	4.97	1.25	0.82	0.77	1.15	1.1	1.42	1.33	1.62	1.76	0.64	1.21	0.63	1.43	1.95	3.45
1960	2.1	1.59	0.79	1.29	0.57	1.17	2.05	1.02	2.25	0.96	1.48	2.07	1.52	1.32	0.62	0.61	0.42	1.48	1.04	1.22	1.14	0.79	1.7	0.85	1.46	0.49	1.68	1.44	2.73
1961	1.5	1.17	0.46	0.7	0.26	1.06	1.47	0.46	1.91	0.9	1.32	1.64	1.24	0.83	0.41	0.66	0.43	0.98	0.71	0.77	0.67	0.74	0.98	0.64	0.96	0.53	1.49	1.04	2.5
1962	1.93	1.69	0.72	1.47	0.61	1.85	1.69	0.74	2.11	1.08	0.94	1.8	1.6	0.63	0.48	1.01	0.77	0.77	0.62	0.91	0.78	0.7	1.03	0.72	1.31	0.46	1.57	1.85	3.28
1963	1.99	1.59	0.71	1.75	1.16	2.17	2.36	0.81	2.11	1.61	1.6	2.34	1.54	0.66	0.81	1.02	0.86	0.94	0.62	1.09	1.03	0.65	1.05	0.58	1.14	0.67	2.04	2.22	3.76
1964	1.85	1.5	0.75	1.85	1	2.59	1.98	1.06	2.27	1.21	1.42	2.29	1.42	0.81	0.7	0.96	0.65	0.95	0.71	0.78	1.17	0.57	0.96	0.51	1.32	0.74	1.71	1.58	3.48
1965	1.43	1.05	0.65	1.49	0.8	2.75	2.2	0.89	2.1	1.11	1.45	2.41	1.46	0.84	0.89	0.82	0.71	1.13	0.94	0.9	1.28	0.65	1.05	0.75	1.37	0.93	1.54	2.01	3.89
1966	1.5	0.96	0.64	1.07	0.46	2.49	1.35	0.57	1.74	0.94	1.02	1.69	0.96	0.81	0.78	0.66	0.32	0.92	0.69	0.8	0.87	0.53	0.9	0.64	0.94	0.55	0.98	1.61	2.74
1967	1.43	0.8	0.51	1.42	0.39	2.19	1.43	0.64	1.49	0.77	1.11	1.47	1.17	0.79	0.47	0.56	0.57	0.84	0.77	0.67	1.1	0.78	1.01	0.94	0.65	0.5	1.23	1.51	2.48
1968	1.47	1.04	0.46	1.65	0.65	1.43	1.59	0.91	1.42	0.85	1.15	1.48	1	0.94	0.58	0.67	0.49	0.67	0.47	0.6	0.83	0.42	0.83	0.5	0.78	0.65	0.95	1.99	2.85
1969	2.25	1.3	0.54	2.55	1.12	3.11	2.71	1.05	2.08	1.53	2.16	2.06	1.4	1.42	1.01	0.76	0.65	0.82	0.59	0.78	1.4	0.67	1.22	0.72	1.13	1.03	1.71	1.96	4.36
1970	1.31	1.43	0.41	1.81	0.91	1.97	1.67	0.61	1.68	0.92	1.66	1.77	1.21	1.35	0.9	0.41	0.45	0.68	0.84	0.77	0.9	0.66	1.12	0.53	0.88	0.71	1.39	2.04	3.83
1971	2.04	1.37	0.33	1.68	1.05	1.19	2.14	0.57	1.28	1.13	2.12	1.99	1.11	1.21	0.67	0.45	0.36	0.5	0.6	0.91	1.01	0.51	1.28	0.46	0.87	0.64	0.74	1.56	3.59
1972	1.34	1.19	0.49	1.44	0.6	1.47	1.73	0.7	1.55	1.58	1.64	1.86	0.96	1.21	0.78	0.45	0.58	0.82	0.8	0.73	0.85	0.6	1.12	0.65	1	0.5	1.39	1.57	2.92
1973	1.88	1.45	0.44	2.24	0.84	1.52	1.82	0.78	1.3	1.42	1.49	2.19	1.18	1.07	0.65	0.49	0.77	0.74	0.75	0.9	0.86	0.4	0.77	0.61	1.26	0.74	1.37	1.76	4.1
1974	1.22	0.84	0.18	1.6	0.61	1.52	1.29	0.47	1.16	1.38	1.33	2.07	0.9	1.01	0.55	0.35	0.57	0.54	0.61	0.79	0.58	0.3	0.89	0.13	0.97	0.6	1.22	1.46	3.11
1975	1.6	1.3	0.34	1.64	1.1	1.77	1.67	0.77	1.14	1.15	1.49	1.55	1.01	0.78	0.55	0.36	0.84	0.72	0.76	0.57	1.23	0.32	0.78	0.4	0.89	0.67	1.12	1.39	3.03
1976	1.19	1.08	0.38	1.35	0.89	0.96	1.3	0.74	1.03	1.03	0.61	1.41	0.72	1.1	0.53	0.58	0.4	0.96	0.74	0.68	0.86	0.43	0.83	0.51	0.92	0.54	1.05	1	1.65
1977	1.48	0.79	0.38	1.28	0.54	1.19	1.07	0.75	1.62	1.32	1.12	1.51	0.73	1.32	0.8	0.56	0.65	0.99	0.73	0.62	0.72	0.37	1.07	0.58	0.82	0.54	0.97	1.09	2.71
1978	1.03	0.69	0.32	1.4	0.4	0.83	1.12	0.44	1.07	1.08	0.85	1.69	0.4	0.82	0.4	0.38	0.37	0.53	0.29	0.4	0.59	0.24	0.47	0.48	0.75	0.43	0.98	0.93	2.05
1979	1.54	1.11	0.28	1.17	0.56	0.77	1.43	0.64	1.32	1.31	0.88	1.65	0.63	1.38	0.33	0.36	0.57	0.49	0.44	0.53	0.45	0.28	0.42	0.4	0.72	0.43	1.11	1.13	2.94
1980	1.06	1.03	0.2	1.06	0.37	1.05	1.52	0.56	0.98	1.04	1.01	1.3	0.6	0.99	0.18	0.26	0.43	0.47	0.41	0.46	0.36	0.24	0.43	0.28	0.66	0.41	0.97	1.08	3.29
1981	0.72	1.01	0.12	0.68	0.3	0.59	1.19	0.22	0.66	0.81	0.59	1.06	0.72	0.66	0.16	0.16	0.41	0.46	0.32	0.46	0.42	0.17	0.27	0.16	0.48	0.33	0.69	0.94	2.28
1982	1.78	1.32	0.15	1.65	0.82	1.32	2.44	1.38	1.49	1.49	0.82	1.68	1.54	1.3	0.55	0.26	0.66	0.69	0.46	0.6	0.83	0.27	0.68	0.26	0.76	0.56	1.34	1.29	4.6
1983	1.29	1.14	0.12	1.45	0.63	1.1	1.37	1.1	1.33	0.89	0.96	1.07	1.16	1.43	0.48	0.33	0.51	0.74	0.44	0.5	0.73	0.29	0.65	0.22	0.82	0.5	1.01	0.87	2.82
1984	1.01	0.89	0.09	1.18	0.7	0.97	1.67	0.69	1.27	0.98	0.76	1.15	1.44	1.11	0.32	0.28	0.53	0.82	0.26	0.43	0.92	0.36	0.67	0.16	0.51	0.42	0.76	0.88	2.87
1985	1.24	1.53	0.17	1.37	0.89	1.02	1.47	0.66	1.23	0.59	0.88	1.53	1.28	1.11	0.4	0.26	0.65	0.71	0.25	0.59	0.87	0.48	0.75	0.24	0.6	0.53	0.81	1.22	2.96
1986	1.21	1.43	0.05	1.07	0.74	1.36	1.27	0.58	1.5	0.85	0.98	1.75	1.24	1.78	0.48	0.38	0.5	0.83	0.37	0.65	1.01	0.6	0.8	0.26	0.63	0.44	0.81	0.61	2.71
1987	1.21	1.09	0.14	1.3	0.53	1.06	1.44	0.47	1.5	0.73	0.98	1.86	1.28	1.53	0.46	0.37	0.51	0.65	0.32	0.83	0.85	0.57	0.89	0.27	0.84	0.53	0.91	0.85	2.59
1988	1.8	2.12	0.11	1.72	0.99	1.02	1.78	0.34	1.85	1.04	1.21	1.86	2.78	1.17	0.52	0.34	0.55	0.67	0.27	0.67	0.75	0.31	0.74	0.18	0.52	0.45	0.67	0.81	4.28
1989	1.31	1.98	0.12	1.38	0.68	0.6	1.79	0.26	1.5	1.06	0.97	1.56	2.17	1.4	0.39	0.27	0.43	0.8	0.21	0.44	0.63	0.27	0.91	0.1	0.59	0.37	0.84	0.55	3.63
1990	1.8	2.46	0.28	1.41	0.98	0.65	1.83	0.99	1.73	1.42	1.19	1.89	2.56	1.48	0.48	0.37	0.85	1.16	0.19	0.35	1.46	0.34	1.31	0.29	0.56	0.55	0.9	0.67	4.7
1991	1.32	2.33	0.25	1.3	0.43	0.77	1.4	0.7	1.94	1.21	0.95	1.69	1.41	1.01	0.35	0.39	0.45	1.3	0.29	0.56	1.1	0.61	1.11	0.25	0.64	0.61	0.88	0.71	2.66
1992	1.86	2.4	0.31	1.15	0.81	0.58	1.39	0.43	1.38	1.46	0.88	1.78	1.38	1.04	0.51	0.25	0.64	0.84	0.27	0.36	0.93	0.31	1.04	0.29	0.51	0.4	0.89	0.54	3.39
1993	1.22	1.9	0.2	1.1	0.63	0.92	1.28	0.5	1.35	1.07	0.53	1.44	1.48	0.94	0.58	0.29	0.48	1.1	0.21	0.43	0.71	0.67	1.45	0.27	0.76	0.51	1.05	0.78	3.63
1994	2.38	1.86	0.47	1.55	0.88	1.29	1.8	0.98	2.15	1.77	1.06	1.97	1.72	0.9	1.3	0.32	1.19	1.4	0.29	0.74	1.64	0.81	2.34	0.34	1.03	0.67	1	0.8	3.55
1995	2.04	1.91	0.48	1.29	0.71	1.3	1.25	0.9	1.83	1.47	0.91	1.05	1.05	0.76	1	0.24	0.74	1.55	0.2	0.53	1.51	0.52	2.91	0.34	0.82	0.6	0.88	0.53	3.03
1996	1.62	1.63	0.36	0.77	0.59	0.66	1	0.53	1.68	1.5	0.93	0.88	0.96	0.58	0.73	0.22	0.54	0.73	0.29	0.52	1.15	0.29	1.89	0.25	0.6	0.43	0.63	0.45	3.16
1997	1.57	2.76	0.34	0.96	0.56	0.71	0.95	0.48	1.23	1.22	0.95	1.04	0.77	0.62	0.66	0.18	0.58	0.92	0.2	0.41	0.94	0.29	1.67	0.14	0.58	0.38	0.65	0.44	2.21
1998	2.02	2.06	0.55	1.06	0.99	1.01	1.21	0.51	1.93	1.14	1.02	1.39	0.68	0.79	0.68	0.19	0.71	1	0.28	0.37	1.18	0.39	1.58	0.3	0.62	0.85	0.83	0.5	2.86
1999	1.89	2.42	0.4	0.85	0.61	1.06	1.24	0.43	1.94	0.98	0.93	1.08	0.55	0.81	0.63	0.17	0.58	0.91	0.25	0.4	1.72	0.31	1.64	0.3	0.59	0.58	0.91	0.65	3.13
2000	1.55	2.41	1.49	0.84	0.58	1.08	0.95	0.43	1.68	1.37	1.21	1.4	0.47	0.55	0.82	0.15	0.64	0.78	0.12	0.49	1.69	0.3	1.83	0.38	0.64	0.65	0.86	0.63	2.26
2001	1.62	3.75	1.96	0.89	0.66	1.26	1.2	0.32	2.14	1.42	1.46	1.78	1.12	0.7	0.81	0.26	0.89	0.99	0.15	0.47	1.74	0.21	2.21	0.48	0.6	0.59	0.72	0.64	2.93
2002	1.38	3.25	1.25	0.96	0.64	0.93	0.75	0.28	1.24	1.16	0.97	1.36	0.73	0.55	1.19	0.22	0.43	0.68	0.2	0.29	1.18	0.1	1.7	0.36	0.37	0.44	0.68	0.63	2.65
2003	1.34	2.63	1.13	1.03	0.85	1.33	0.91	2.03	1.76	1.44	1.07	1.91	0.79	0.57	1.14	0.28	0.69	1.05	0.22	0.28	1.42	0.27	2.5	0.35	0.46	0.42	0.69	0.68	2.62
2004	1.2	3.36	1.87	0.93	0.84	1.47	0.91	1.55	1.57	1.03	1.18	1.03	0.73	0.62	2.73	0.43	0.55	1.57	0.23	0.29	1.22	0.34	3.44	0.46	0.55	0.53	0.7	0.98	3.16
2005	1.48	2.31	0.82	0.83	0.45	0.82	0.79	0.7	1.46	1.31	1.04	1.18	0.53	0.57	1.26	0.23	0.57	1.27	0.09	0.23	1.01	0.25	2.08	0.45	0.5	0.4	0.85	0.78	2.05
2006	1.73	2.58	1.65	0.81	0.53	1.13	0.97	0.7	1.53	1.44	0.99	1.31	0.63	0.58	1.48	0.17	0.54	1.4	0.24	0.28	1.3	0.3	1.58	0.41	0.5	0.41	0.78	1.01	2.45
2007	2.12	3.47	2.01	0.96	0.58	1.24	1.01	0.43	1.66	1.35	1.15	1.43	0.5	0.45	2.55	0.2	0.46	1.12	0.16	0.26	1.5	0.21	3.44	0.37	0.34	0.42	0.66	0.82	4.18
2008	1.72	2.96	2.42	1.7	0.78	1.66	1.48	1	1.86	1.86	1.43	1.53	0.74	0.52	1.65	0.25	0.65	1.71	0.18	0.35	1.71	0.22	2.53	0.55	0.5	0.56	0.91	1.15	4.2
2009	2.62	2.67	2.2	1.4	0.91	1.7	1.82	0.58	1.88	2.1	1.86	1.46	0.83	0.44	2.3	0.38	0.41	1.61	0.09	0.36	1.66	0.23	3.55	0.38	0.41	0.69	1.06	1.16	3.89
