# Häfelfinger - Felsberg Mitte - FASY - ITRDB CHE589
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41843
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41843.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che589-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che589.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che589.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Häfelfinger - Felsberg Mitte - FASY - ITRDB CHE589
#--------------------
# Investigators
#   Investigators: Häfelfinger, Thomas; Rigling, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Häfelfinger T (2013) Growth response to climate of beech trees (Fagus sylvatica) in Grisons. Bachelor thesis, ETH Zurich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Felsberg Mitte
#   Location: Switzerland
#   Northernmost_Latitude: 46.8584693
#   Southernmost_Latitude: 46.8584693
#   Easternmost_Longitude: 9.4720716
#   Westernmost_Longitude: 9.4720716
#   Elevation_m: 1330
#--------------------
# Data_Collection
#   Collection_Name: CHE589
#   First_Year: 1823
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FMB01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB03A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB03A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB04B1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB04B1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB06A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB06A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB08A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB08A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB12An_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB12An; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB17a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB17a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB18a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB18a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FMB01A_raw	FMB03A1_raw	FMB04B1_raw	FMB05B_raw	FMB06A1_raw	FMB07A_raw	FMB08A1_raw	FMB09B_raw	FMB10A_raw	FMB11A_raw	FMB12An_raw	FMB13B_raw	FMB14B_raw	FMB15B_raw	FMB16B_raw	FMB17a1_raw	FMB18a1_raw	FMB19A_raw	FMB20B_raw
1874	1.89	3.52	1	0.35	1.97	0.62	0.81	1.58	NA	NA	0.77	0.62	1.59	NA	1.84	1.1	1.36	1.58	0.27
1875	1.63	3.62	0.87	0.36	2.23	0.57	0.69	2.08	NA	NA	0.53	0.88	1.45	NA	1.59	1.07	0.9	1.22	0.33
1876	2.39	2.96	1.02	0.29	1.68	0.89	0.97	1.63	NA	NA	0.76	1.37	1.7	NA	1.66	1.18	1.23	1.42	0.18
1877	2.52	2.49	0.5	0.25	0.98	0.99	0.53	0.68	NA	NA	0.61	1.22	1.13	NA	0.39	0.86	0.99	1	0.46
1878	1.7	2.28	0.83	0.18	1.25	0.87	0.58	1.27	NA	NA	0.54	0.74	1.14	NA	0.6	1.06	1.13	1.26	0.15
1879	2.35	2.75	0.97	0.22	1.97	1.07	0.79	2.04	NA	NA	1.1	0.91	1.14	NA	0.79	1.28	1.16	0.96	0.31
1880	1.69	2.88	0.9	0.14	1.61	0.86	0.7	1.62	NA	NA	0.82	0.72	1.01	NA	0.84	1.19	0.89	0.89	0.34
1881	1.16	1.9	0.53	0.13	1.33	0.49	0.45	1.04	NA	NA	0.78	0.56	0.91	NA	0.7	0.92	0.67	0.62	0.37
1882	1.35	1.64	0.42	0.07	0.87	0.51	0.28	0.74	NA	NA	0.92	0.53	0.6	NA	0.24	0.6	0.55	0.56	0.14
1883	1.28	1.89	0.71	0.16	1.16	0.71	0.62	1.17	NA	NA	1.24	0.5	0.89	NA	0.75	0.99	0.71	0.61	0.35
1884	2.04	2.35	0.87	0.19	2	0.86	0.6	2.38	NA	NA	1.05	0.58	1.08	NA	1.45	0.9	0.87	0.59	0.26
1885	2.06	1.35	0.45	0.16	1.22	0.43	0.42	1.55	NA	NA	0.63	0.59	0.7	NA	1.33	0.5	0.58	0.39	0.22
1886	1.94	1.7	0.72	0.23	1.79	1.05	0.35	1.88	NA	NA	0.65	0.79	0.65	NA	2.06	0.46	0.72	0.58	0.28
1887	1.69	1.2	0.39	0.15	1.13	0.53	0.37	1.24	NA	NA	0.54	0.49	0.61	NA	1.93	0.47	0.72	0.38	0.25
1888	1.23	0.59	0.32	0.17	0.72	0.51	0.26	0.76	NA	NA	0.52	0.24	0.39	NA	1.3	0.34	0.4	0.32	0.12
1889	1.37	1.31	0.7	0.29	1.32	0.78	0.53	1.41	NA	NA	0.84	0.3	0.62	NA	1.92	0.53	0.65	0.61	0.21
1890	1.65	1.54	0.64	0.19	1.13	0.84	0.39	0.97	NA	NA	0.57	0.23	0.33	1.44	1.93	0.45	0.65	0.56	0.25
1891	1.73	1.58	0.46	0.09	1.72	1	0.36	1.15	NA	NA	0.82	0.27	0.16	1.34	1.71	0.44	0.61	0.9	0.19
1892	1.47	2.32	0.48	0.16	2.4	0.9	0.56	1.29	NA	NA	0.74	0.45	0.4	1.29	1.95	0.46	0.7	0.95	0.21
1893	1.24	1.57	0.43	0.12	1.67	0.44	0.38	0.84	NA	NA	0.32	0.41	0.3	0.71	1.51	0.45	0.58	0.77	0.1
1894	1.3	2.57	0.69	0.22	1.81	0.95	0.32	1.32	NA	NA	0.59	0.62	0.45	0.74	1.93	0.56	0.62	1.02	0.08
1895	1.59	1.75	0.57	0.12	1.52	0.71	0.32	1.08	NA	NA	0.64	0.6	0.21	0.69	1.68	0.61	0.66	0.85	0.13
1896	0.88	1.49	0.73	0.13	1.04	0.88	0.41	1.03	NA	NA	0.82	0.49	0.42	0.71	1.41	0.55	0.51	0.74	0.15
1897	1.02	1.53	0.9	0.13	1.24	0.95	0.49	1.55	NA	NA	0.79	0.65	0.59	1.18	1.28	0.64	0.42	0.82	0.08
1898	1.08	1.29	0.87	0.09	1.07	1.11	0.53	1.54	NA	NA	0.65	0.88	0.42	1	1.1	0.54	0.42	0.74	0.12
1899	1.24	1.31	0.71	0.12	0.94	0.89	0.41	1.15	NA	NA	0.56	1.27	0.62	0.66	1.28	0.52	0.38	0.76	0.19
1900	1.23	0.85	0.74	0.19	0.7	0.87	0.35	0.85	NA	NA	0.46	1.12	0.6	0.74	1.39	0.39	0.47	0.8	0.09
1901	1.14	1.6	1	0.23	0.76	1.12	0.38	1	NA	NA	0.67	1.01	0.73	0.82	1.35	0.44	0.5	0.88	0.14
1902	0.99	1.31	0.96	0.2	0.97	0.86	0.35	0.62	NA	NA	0.49	0.94	0.73	0.56	1.07	0.46	0.57	0.76	0.12
1903	1.05	1.59	0.88	0.21	0.81	0.82	0.41	0.69	NA	NA	0.31	1.07	0.62	0.45	0.95	0.56	0.59	0.68	0.04
1904	1.05	1.43	0.84	0.19	0.84	0.86	0.45	0.73	NA	NA	0.43	1.48	0.68	0.53	0.88	0.59	0.51	0.69	0.16
1905	1.01	0.96	0.72	0.14	0.92	0.76	0.32	0.49	NA	NA	0.41	1.11	0.67	0.64	0.8	0.45	0.44	0.56	0.14
1906	0.78	1.72	0.9	0.1	1.97	1.15	0.37	0.79	NA	NA	0.39	0.84	0.57	0.42	0.76	0.4	0.31	0.53	0.21
1907	0.32	1.59	0.6	0.11	1.1	0.98	0.33	0.85	NA	NA	0.41	0.92	0.76	0.39	0.89	0.53	0.25	0.56	0.14
1908	0.37	1.55	0.7	0.16	1.21	1.05	0.31	0.96	NA	NA	0.53	0.89	0.81	0.48	0.91	0.64	0.37	0.67	0.15
1909	0.47	1.53	0.8	0.24	0.89	1.16	0.3	0.87	NA	NA	0.51	0.98	0.86	0.54	0.84	0.54	0.32	0.75	0.13
1910	0.63	1.49	0.48	0.24	1.1	0.93	0.34	1.03	NA	NA	0.58	1.17	0.8	0.67	1.05	0.74	0.3	0.79	0.11
1911	0.45	1.26	0.3	0.39	0.98	1.11	0.36	0.79	NA	NA	0.34	1.17	0.71	0.75	1.16	0.66	0.37	0.8	0.17
1912	0.3	1.2	0.13	0.41	0.5	0.75	0.25	0.43	NA	NA	0.38	0.6	0.53	0.56	0.49	0.42	0.22	0.33	0.14
1913	0.19	0.88	0.16	0.26	0.41	0.78	0.19	0.38	NA	NA	0.3	0.46	0.38	0.39	0.42	0.26	0.2	0.3	0.08
1914	0.38	1.88	0.36	0.58	0.95	1.29	0.44	0.74	NA	NA	0.58	0.66	0.76	0.71	0.8	0.67	0.47	0.82	0.2
1915	0.31	1.35	0.31	0.5	0.65	0.75	0.25	0.75	NA	NA	0.26	0.45	0.6	0.4	0.72	0.69	0.4	0.9	0.21
1916	0.46	1.93	0.45	0.78	0.88	1.37	0.38	0.99	NA	NA	0.58	0.49	0.73	0.66	0.98	0.64	0.59	1.49	0.14
1917	0.47	1.51	0.31	0.42	0.46	0.73	0.19	0.75	NA	NA	0.28	0.38	0.49	0.5	0.84	0.77	0.42	1.1	0.14
1918	0.58	1.4	0.32	0.54	0.58	1.06	0.19	0.88	NA	NA	0.27	0.45	0.33	0.47	0.74	0.47	0.4	1.23	0.37
1919	0.79	1.11	0.31	0.51	0.48	1.06	0.21	0.8	NA	NA	0.24	0.44	0.42	0.42	0.8	0.56	0.38	1.18	0.3
1920	0.54	0.86	0.28	0.36	0.35	0.86	0.25	0.72	NA	NA	0.16	0.33	0.28	0.37	0.95	0.42	0.31	0.7	0.41
1921	0.72	0.99	0.31	0.4	0.39	0.92	0.2	0.68	NA	NA	0.14	0.46	0.32	0.36	0.65	0.45	0.26	0.83	0.52
1922	0.67	0.7	0.32	0.33	0.38	0.67	0.14	0.49	NA	NA	0.2	0.54	0.34	0.32	0.53	0.51	0.33	0.69	0.85
1923	1.09	0.99	0.32	0.39	0.47	1.13	0.06	0.44	0.7	NA	0.15	0.37	0.26	0.52	0.45	0.28	0.19	0.48	0.28
1924	1.45	1.06	0.45	0.56	0.77	1.33	0.28	0.72	0.79	0.19	0.2	0.72	0.52	0.76	0.32	0.68	0.54	0.62	0.24
1925	1.6	0.89	0.28	0.28	0.67	0.91	0.14	0.5	1.02	0.19	0.16	0.57	0.46	0.72	0.35	0.58	0.49	0.63	0.33
1926	1.72	0.96	0.45	0.51	0.86	1.12	0.21	0.49	0.67	0.27	0.24	0.64	0.61	0.89	0.54	0.55	0.44	0.76	0.41
1927	1.48	1.27	0.41	0.42	1.26	1.06	0.18	0.52	1.02	0.13	0.25	0.5	0.56	0.66	0.56	0.46	0.36	0.65	0.28
1928	1.74	1.02	0.37	0.28	1.07	0.97	0.32	0.59	0.68	0.22	0.29	0.64	0.25	0.45	0.71	0.69	0.57	0.69	0.28
1929	1.44	0.64	0.44	0.33	0.72	0.78	0.13	0.33	0.69	0.18	0.21	0.49	0.48	1.7	0.42	0.47	0.29	0.27	0.43
1930	1.17	0.63	0.29	0.23	0.6	0.63	0.28	0.23	0.74	0.17	0.26	0.4	0.37	0.59	0.42	0.46	0.42	0.37	0.36
1931	1.07	1.43	0.48	0.33	1.27	0.66	0.26	0.62	0.56	0.27	0.33	0.72	0.58	0.72	0.75	0.57	0.61	0.27	0.67
1932	0.98	1.79	0.45	0.4	0.76	0.78	0.26	0.6	0.47	0.24	0.26	0.67	0.52	1.3	0.86	0.67	0.63	0.48	0.58
1933	1.04	1.79	0.37	0.39	0.77	0.89	0.25	0.57	0.68	0.26	0.23	0.68	0.56	1.43	0.97	0.66	0.67	0.48	0.51
1934	0.89	1.24	0.35	0.28	0.7	0.8	0.14	0.48	0.97	0.22	0.27	0.6	0.47	1.28	0.77	0.4	0.33	0.55	0.52
1935	0.89	1.12	0.39	0.32	0.59	0.7	0.22	0.42	1.25	0.18	0.26	0.61	0.59	1.14	1.01	0.59	0.39	0.45	0.32
1936	0.9	0.62	0.29	0.25	0.46	0.99	0.21	0.41	1.13	0.21	0.38	0.52	0.63	1.08	0.89	0.52	0.18	0.62	0.25
1937	0.81	0.72	0.17	0.35	0.32	0.79	0.17	0.3	1.1	0.13	0.22	0.42	0.47	0.7	0.77	0.47	0.21	0.41	0.11
1938	1.13	1.41	0.34	0.25	0.52	1.17	0.24	0.55	1.28	0.25	0.36	0.43	0.83	0.97	1.04	0.73	0.29	0.51	0.27
1939	1.19	1.74	0.61	0.33	0.5	1.18	0.42	0.64	1.2	0.26	0.34	0.6	0.6	0.92	1.08	0.93	0.32	0.49	0.23
1940	1.35	1.19	0.46	0.27	0.36	1.25	0.3	0.53	0.79	0.24	0.33	0.52	0.62	0.9	1.04	0.69	0.28	0.39	0.31
1941	1.17	1.18	0.52	0.29	0.43	0.97	0.59	0.57	1.21	0.29	0.33	0.52	0.69	0.96	1.03	0.94	0.37	0.51	0.65
1942	0.9	0.67	0.4	0.28	0.31	0.67	0.35	0.59	1.46	0.21	0.26	0.5	0.53	0.76	0.35	0.73	0.26	0.34	0.36
1943	1	1.15	0.53	0.19	0.48	1.17	0.41	0.63	1.55	0.38	0.31	0.74	0.68	1.2	1.04	0.87	0.31	0.52	0.6
1944	1.2	0.91	0.53	0.33	0.5	0.95	0.39	0.65	1.4	0.34	0.32	0.77	0.75	0.98	1.12	1.1	0.28	0.56	0.38
1945	0.81	1.07	0.48	0.21	0.36	0.81	0.32	0.46	1.5	0.28	0.22	0.94	0.27	0.94	1.26	0.97	0.24	0.53	0.26
1946	0.51	1.69	0.64	0.3	0.34	1.16	0.39	0.54	1	0.1	0.34	1.09	0.69	1.24	1.03	1.1	0.28	0.61	0.46
1947	0.67	1.53	0.5	0.41	0.42	0.68	0.25	0.66	1.14	0.11	0.3	0.39	0.96	0.76	0.53	0.46	0.37	0.51	0.25
1948	0.54	0.5	0.79	0.49	0.41	0.5	0.41	0.38	1.12	0.12	0.22	0.5	0.67	0.42	0.6	0.88	0.24	0.31	0.3
1949	0.7	1.46	0.6	0.43	0.01	0.69	1.45	0.62	0.95	0.91	0.87	1.53	2.09	0.87	1.11	1.55	0.51	0.44	0.41
1950	0.31	2.61	0.57	0.64	0.65	0.75	1.9	0.43	0.92	2.37	0.85	0.89	2.28	1.29	0.68	1.51	0.29	0.46	0.54
1951	0.34	2.57	0.46	0.64	0.73	0.91	2.46	0.56	0.75	3.27	2.2	2.17	3.22	1.35	0.91	1.83	0.45	0.62	0.59
1952	0.32	1.71	0.61	0.75	0.94	0.48	1.58	0.94	2.94	2.72	2.18	2.04	2.83	1.18	0.76	1.62	0.7	0.66	0.4
1953	0.27	0.4	0.51	0.61	0.89	0.4	0.9	0.27	0.75	0.9	0.37	0.77	1.06	1.13	0.27	1.34	0.18	0.34	0.43
1954	0.38	1.22	0.68	1.18	1	0.68	1.83	0.67	1.78	2.49	1.14	2.56	2.5	1.34	0.5	1.64	1.03	0.74	0.74
1955	0.29	1.24	0.74	2.3	0.64	0.74	2.06	0.58	2.33	0.62	0.94	2.6	2.8	1.26	0.53	1.7	1.38	0.95	0.64
1956	0.22	1.15	0.7	1.49	0.58	0.71	1.6	0.65	1.88	2.09	0.77	1.17	1.98	1.16	0.43	1.44	1.07	1.29	0.74
1957	0.21	1.08	0.7	1.03	0.52	0.51	1.24	0.44	1.48	1.62	0.82	1.07	2.13	0.88	0.45	1.36	1.62	1.34	0.39
1958	0.38	1.8	0.6	1.39	0.9	0.9	2.1	0.78	2.1	1.27	1.37	1.54	2.84	1.21	0.57	2.36	2.71	2.42	0.89
1959	0.54	2.21	0.82	1.89	0.79	1.24	1.79	0.74	2.77	1.87	1.24	1.29	3.08	1.72	0.61	2.55	3.21	2.15	0.81
1960	0.53	1.56	1.28	1.56	0.74	1.08	1.5	0.98	2.19	1.29	1.11	1.03	2.28	1.27	0.76	2.29	1.75	1.8	0.68
1961	1.05	1.47	1.31	2.23	0.7	1.14	1.89	0.97	2.4	1.36	1.89	0.91	2.45	1.14	0.79	2.22	1.8	1.87	0.68
1962	1.82	0.71	0.92	1.46	0.48	0.82	1	1.12	1.97	1.04	1.45	0.81	1.92	0.71	0.58	2.22	1.35	1.8	0.57
1963	2.08	1.15	1.16	1.56	0.87	1.33	1.45	1.88	4.05	1.52	1.39	0.97	1.82	0.96	1.11	1.78	0.92	1.33	0.93
1964	2.45	1.06	1.27	2	1.18	1.46	1.28	1.41	5.16	1.5	1.92	1.49	1.86	1.06	1.34	1.89	0.7	1.44	0.88
1965	2.59	0.78	1.78	2.41	0.94	1.92	1.39	0.69	4.83	1.88	1.53	1.66	1.55	1.03	0.87	1.81	0.64	0.97	0.94
1966	2.19	0.94	1.95	2.08	0.84	1.51	1.35	0.73	4.66	1.81	1.25	2.33	1.55	1.1	0.98	1.51	0.39	0.96	0.99
1967	2.71	1.11	2.29	2.19	1.04	1.69	1.69	0.9	4.82	2.6	1.51	2.68	1.69	1.39	1.49	1.63	0.63	1.34	1.08
1968	1.93	0.6	1.52	1.73	0.55	1.43	1.31	0.44	1.84	1.68	1.32	2.25	1.49	1.33	0.83	1.29	0.42	1.19	1.02
1969	2	0.95	2.06	2.06	0.9	1.58	1.87	1.07	2.4	2.34	1.66	3.36	1.77	1.98	1.47	1.63	0.84	1.45	0.98
1970	2.31	0.97	2.04	2.05	0.99	1.48	1.75	1.23	3.19	2.79	1.46	1.72	1.73	1.92	1.28	1.4	0.67	0.98	1.01
1971	2.67	1.85	2.91	2.48	1.53	2.02	1.97	1.24	4.48	3.32	1.97	2.68	1.66	2.37	1.62	1.61	0.77	0.98	1.22
1972	2.21	1.58	2.13	1.83	1.3	1.73	2.04	1.5	4	2.29	1.91	2.03	1.37	1.65	1.32	1.37	0.72	0.96	0.98
1973	2.16	1.36	1.79	1.45	1.27	1.38	2.04	1.96	4.21	1.67	1.76	1.98	1.29	1.43	2.18	1.24	0.7	0.82	0.94
1974	2.24	1.62	1.91	1.54	1.19	1.66	2.18	2.07	5.33	1.83	1.16	1.42	1.08	1.55	1.69	1.05	0.84	0.7	0.93
1975	2.72	1.86	2.47	1.99	1.05	1.63	2.01	0.98	4.87	1.31	0.69	1	0.79	1.62	1.07	1.08	0.65	0.37	0.86
1976	0.99	1.18	1.66	1.38	0.58	0.98	1.1	1.25	3.22	0.93	0.64	0.73	0.74	1.21	0.94	0.98	0.98	0.56	0.51
1977	1.02	1.09	1.52	1.69	0.73	1.49	1.57	0.81	1.81	1.18	0.9	0.87	0.85	1.49	1.02	1.12	1.12	0.61	0.97
1978	0.64	0.86	1.53	1.33	0.63	1	1.18	0.87	2.68	0.86	0.78	0.89	0.74	1.14	1.21	1.04	0.41	0.35	0.94
1979	0.92	1.08	1.99	1.44	0.7	1.42	1.33	0.94	3.08	0.9	0.74	1.31	0.89	1.16	1.19	0.87	0.96	0.29	0.67
1980	1.05	1.54	2.62	1.57	0.97	1.56	1.59	1.62	3	1.13	0.78	1.67	1.04	1.93	1.73	1.02	1.18	0.5	0.9
1981	0.77	0.94	1.67	1.15	0.74	1.02	0.9	0.77	2.46	0.73	0.61	1.15	0.59	1	0.87	0.67	0.68	0.4	0.64
1982	0.64	1.84	1.82	1.32	1.23	1.33	1.97	0.59	2.74	1.15	0.75	1.79	1.08	1.43	1.8	1	1.17	0.58	1.16
1983	0.76	2.18	2.46	1.37	1.12	1.17	1.47	0.84	2.49	1.22	0.65	1.61	1.26	2.17	1.48	1.29	1.07	0.64	1.15
1984	0.57	1.91	1.84	1	0.82	0.93	1.53	0.7	1.1	1.21	0.59	0.84	1.08	2.13	0.85	1.09	0.7	0.56	1.03
1985	0.86	2.41	2.83	1.54	1.26	1.22	2.12	0.85	1.36	1.26	0.71	1.01	1.16	2.3	1.21	1.05	0.67	0.68	1.03
1986	0.47	2.38	2.73	1.25	1.19	1.01	1.78	0.98	1.7	0.93	0.75	1.34	0.89	1.92	1.31	0.64	0.84	0.7	0.68
1987	0.38	1.49	2.51	1.05	1.13	1.18	2.45	0.86	1.9	1.04	0.95	1.32	0.97	1.74	1.35	0.65	0.81	0.85	0.63
1988	0.5	2.3	3.05	1.34	1.28	1.63	2.43	0.75	2.86	1.1	1.43	1.96	0.92	2.01	1.86	0.92	1.06	1.18	1.01
1989	0.27	2.17	2.68	1.22	1.08	1.54	2.34	0.92	3.09	0.91	1.08	1.84	0.96	1.75	1.77	1.11	0.94	1.09	1.13
1990	0.25	3.77	2.7	1.19	0.93	1.84	4.11	1.19	3.07	0.85	0.91	1.91	1.02	2.27	2.03	1.49	0.9	1.09	0.69
1991	0.75	5.06	3.3	1.34	0.89	1.52	3.9	1.26	2.98	0.72	0.73	1.09	1.03	2.77	1.34	1.84	0.69	0.92	0.69
1992	1.38	6.79	3.17	1.3	1.03	1.53	5.07	0.82	1.94	0.62	0.56	1.03	0.82	2.5	1.18	2.22	0.49	0.55	0.65
1993	1.69	5.51	3.69	1.31	0.88	1.61	5.39	0.52	1.99	0.96	0.75	0.97	0.76	2.05	1.67	2.29	0.76	0.6	0.97
1994	1.95	4.63	3.15	1.32	1.01	1.69	4.69	0.33	2.69	1.08	0.63	1.64	0.85	2.24	1.89	2.23	1.21	0.94	1.15
1995	1.19	1.72	1.44	0.76	0.46	0.74	3.44	0.32	0.97	1.43	0.64	1.64	0.96	1.77	0.63	1.44	0.46	0.36	1.4
1996	1.27	1.5	1.49	0.97	0.34	0.66	3.72	0.35	1.28	1.14	0.53	2.41	0.79	1.33	0.89	1.08	0	0.32	1.21
1997	1.7	1.97	2.11	0.5	0.47	0.67	3.52	0.39	1.15	0.95	0.31	1.24	0.53	1.25	1.06	1.14	0.26	0.21	0.88
1998	1.2	1.8	1.57	0.57	0.55	0.92	3.12	0.46	1.24	0.75	0.25	0.92	0.38	0.76	1.35	0.92	0.3	0.3	0.96
1999	0.93	1.35	2.01	0.73	0.61	1.12	3.32	0.59	1.82	0.98	0.3	1.5	0.5	0.75	1.41	0.93	0.38	0.2	1.25
2000	0.7	1.66	2.25	1.84	0.77	1.13	3.06	0.38	1.94	0.71	0.28	1.55	0.55	0.9	1.41	0.95	0.53	0.32	0.95
2001	1.37	1.12	3.33	1.55	0.96	1.97	3.46	0.64	3.06	1.21	0.31	2.9	0.85	1.34	1.95	1.44	0.53	0.29	1.47
2002	1.29	0.98	2.35	1.37	0.72	1.39	2.55	0.55	2.5	1.34	0.23	2.5	0.49	1.41	1.57	1.16	0.8	0.41	1.49
2003	0.86	0.84	1.59	0.83	0.37	0.73	1.64	0.37	1.54	0.69	0.19	1.85	0.46	1.35	0.95	0.87	0.61	0.39	0.96
2004	0.78	0.89	2.27	0.92	0.77	1	1.74	0.62	2.07	1.05	0.18	1.58	0.35	1.59	1.35	1.22	0.51	0.36	1.98
2005	0.79	1.35	2.16	0.8	0.61	1.01	1.41	0.63	1.73	0.93	0.17	1.7	0.3	1.4	1.57	0.91	0.44	0.35	1.73
2006	0.42	1.24	1.36	0.64	0.41	0.68	0.8	0.5	1.47	0.9	0.14	1.77	0.31	1.51	1.12	0.8	0.41	0.38	1.12
2007	0.43	0.53	2.05	0.75	0.47	0.98	0.96	0.64	2.11	1.09	0.17	1.94	0.24	1.53	1.28	0.73	0.34	0.42	2.6
