# Ferrari - Motta Ciürela, Val Bregaglia - ABAL - ITRDB CHE469
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41281
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41281.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che469-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che469.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che469.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Ferrari - Motta Ciürela, Val Bregaglia - ABAL - ITRDB CHE469
#--------------------
# Investigators
#   Investigators: Ferrari, Michela; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: 1316 - 1348 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Ferrari M. 2024. Wachstum und Verbreitung der Weisstanne im Bergell. Master’s thesis. ETH Zurich, Zurich. doi:10.3929/ethz-b-000676922
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Motta Ciürela, Val Bregaglia
#   Location: Switzerland
#   Northernmost_Latitude: 46.356338719
#   Southernmost_Latitude: 46.356338719
#   Easternmost_Longitude: 9.650096645
#   Westernmost_Longitude: 9.650096645
#   Elevation_m: 1332
#--------------------
# Data_Collection
#   Collection_Name: CHE469
#   First_Year: 1821
#   Last_Year: 2023
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MC02TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC02TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC03TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC03TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC04TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC04TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC05TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC05TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC06TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC06TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC07TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC07TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC08TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC08TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC10TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC10TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC12TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC12TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC14TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC14TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC16TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC16TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC17TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC17TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC18TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC18TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC21TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC21TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MC02TA_raw	MC03TA_raw	MC04TA_raw	MC05TA_raw	MC06TA_raw	MC07TA_raw	MC08TA_raw	MC10TA_raw	MC12TA_raw	MC14TA_raw	MC16TA_raw	MC17TA_raw	MC18TA_raw	MC21TA_raw
1880	1.37	0.4	0.77	1.06	NA	NA	NA	NA	0.51	0.32	0.77	0.21	0.91	0.95
1881	1.39	0.51	0.79	1.09	NA	NA	NA	NA	0.77	0.42	0.93	0.26	0.96	0.92
1882	1.26	0.39	0.82	1.04	NA	NA	NA	NA	0.54	0.33	0.81	0.2	0.85	1.03
1883	1.01	0.46	0.94	0.95	NA	NA	NA	NA	0.58	0.45	0.78	0.23	0.91	0.98
1884	1.18	0.43	1.04	0.99	NA	NA	NA	NA	0.55	0.35	0.83	0.21	1.04	0.95
1885	1.06	0.41	1.1	0.91	NA	NA	NA	NA	0.6	0.39	0.86	0.19	0.93	1.01
1886	1.05	0.39	1.44	0.73	NA	NA	NA	NA	0.58	0.36	0.74	0.13	0.93	0.91
1887	0.92	0.39	1.27	0.85	NA	NA	NA	NA	0.49	0.37	0.85	0.12	0.66	0.84
1888	0.69	0.29	1.34	0.6	NA	NA	NA	NA	0.48	0.37	0.72	0.1	0.49	0.64
1889	0.64	0.44	1.46	0.78	NA	1.36	NA	NA	0.62	0.52	1.02	0.13	0.62	0.89
1890	0.62	0.43	1.26	0.65	NA	1.31	NA	NA	0.55	0.35	1.08	0.14	0.38	0.77
1891	0.77	0.42	1.07	0.66	NA	0.92	NA	NA	0.71	0.41	0.98	0.1	0.4	0.65
1892	0.65	0.35	0.8	0.6	NA	1.11	NA	NA	0.66	0.34	0.77	0.09	0.44	0.52
1893	0.75	0.45	0.97	0.59	NA	1.1	NA	NA	0.64	0.37	1.16	0.11	0.64	0.82
1894	0.91	0.45	1.08	0.57	NA	0.72	NA	NA	0.77	0.5	1.41	0.15	0.64	0.75
1895	1.18	0.47	0.93	0.67	NA	0.43	NA	NA	0.66	0.6	1.5	0.15	0.73	0.78
1896	1.15	0.32	0.92	0.57	NA	0.72	NA	NA	0.49	0.6	1.26	0.13	0.57	0.69
1897	1.22	0.43	0.88	0.61	NA	0.55	NA	NA	0.48	0.58	1.26	0.17	0.5	0.86
1898	0.99	0.53	0.94	0.69	NA	0.76	NA	NA	0.46	0.44	1.33	0.2	0.58	1.03
1899	0.78	0.44	0.6	0.81	NA	0.7	NA	NA	0.5	0.34	1.23	0.19	0.66	0.77
1900	0.71	0.49	0.48	0.78	0.44	0.62	1.72	NA	0.42	0.3	1.36	0.12	0.6	0.77
1901	0.77	0.55	0.56	0.87	0.57	0.4	1.49	NA	0.47	0.45	1.46	0.12	0.66	0.9
1902	0.94	0.52	0.69	1.05	0.73	0.51	1.36	NA	0.43	0.45	1.63	0.16	0.9	0.89
1903	1.01	0.6	0.49	0.85	0.99	0.77	1.22	NA	0.55	0.44	1.58	0.22	0.84	0.8
1904	0.9	0.61	0.96	0.84	0.86	0.97	1.15	NA	0.48	0.49	1.58	0.16	0.76	0.81
1905	0.83	0.64	0.76	0.98	0.81	1.07	1.09	NA	0.52	0.4	1.47	0.2	0.75	0.95
1906	0.75	0.59	0.66	0.9	0.72	1.17	1.01	NA	0.55	0.36	1.35	0.12	0.68	0.86
1907	0.44	0.51	0.42	0.81	0.42	0.72	0.94	NA	0.53	0.24	1.25	0.09	0.55	0.63
1908	0.43	0.46	0.52	0.8	0.39	0.85	0.81	NA	0.48	0.3	1.35	0.07	0.49	0.6
1909	0.51	0.4	0.5	0.81	0.45	1.08	0.84	NA	0.43	0.25	1.34	0	0.39	0.53
1910	0.69	0.42	0.51	0.92	0.76	1.52	1.1	NA	0.47	0.27	1.4	0.13	0.55	0.61
1911	0.84	0.45	0.51	0.86	0.86	1.62	1.16	NA	0.63	0.27	1.32	0.15	0.58	0.78
1912	0.65	0.3	0.45	0.75	0.64	1.22	1.06	NA	0.49	0.25	1.1	0.09	0.41	0.47
1913	0.93	0.41	0.47	0.87	0.89	1.57	1.2	NA	0.59	0.31	1.08	0.14	0.65	0.53
1914	1	0.36	0.53	0.99	1.18	1.72	1.48	NA	0.54	0.36	1.01	0.13	0.68	0.67
1915	0.92	0.31	0.53	0.94	1.38	1.32	1.39	NA	0.48	0.31	1.06	0.06	0.62	0.62
1916	0.9	0.29	0.56	1.11	1.95	1.71	1.63	NA	0.38	0.3	1.16	0.13	0.68	0.54
1917	0.86	0.27	0.5	1.11	1.45	1.29	1.8	NA	0.4	0.28	1.02	0.11	0.64	0.51
1918	0.81	0.21	0.51	1.02	1.43	1.06	1.95	NA	0.43	0.21	0.86	0.09	0.46	0.35
1919	0.8	0.29	0.39	0.87	1.13	0.86	1.78	NA	0.38	0.2	0.84	0.11	0.41	0.36
1920	0.75	0.26	0.5	0.87	1.31	1.06	1.89	NA	0.38	0.22	0.91	0.12	0.48	0.39
1921	0.87	0.31	0.52	0.95	1.17	1.48	2.26	NA	0.45	0.22	1.02	0.23	0.45	0.5
1922	0.88	0.18	0.4	0.71	1.1	1.02	1.85	NA	0.37	0.16	0.9	0.1	0.33	0.3
1923	1.38	0.31	0.56	0.89	1.19	1.16	2.07	NA	0.5	0.23	1.07	0.15	0.4	0.47
1924	1.02	0.28	0.56	0.85	1.01	1.02	1.71	NA	0.42	0.25	0.94	0.14	0.28	0.4
1925	1.16	0.27	0.61	0.76	0.95	1.34	1.86	NA	0.48	0.32	0.96	0.18	0.32	0.5
1926	1.29	0.3	0.75	0.76	1.06	1.37	2.13	NA	0.62	0.4	1.19	0.22	0.33	0.48
1927	1.17	0.36	0.57	0.89	0.99	1.16	1.85	NA	0.57	0.34	0.93	0.21	0.32	0.53
1928	1.5	0.36	0.57	0.9	1.01	1.19	1.76	NA	0.62	0.43	1.11	0.32	0.34	0.54
1929	1.44	0.26	0.58	0.81	0.78	1.02	1.65	NA	0.59	0.43	0.91	0.28	0.31	0.41
1930	1.47	0.28	0.57	0.85	0.82	0.9	1.33	NA	0.48	0.52	0.95	0.32	0.29	0.36
1931	1.74	0.3	0.54	0.86	0.73	0.94	1.31	0.97	0.46	0.45	1.04	0.29	0.29	0.45
1932	1.96	0.35	0.53	0.74	0.8	1.36	1.38	1.2	0.44	0.46	1.16	0.26	0.42	0.46
1933	1.81	0.24	0.35	0.78	0.68	1.23	1	1.12	0.31	0.39	1.04	0.29	0.29	0.36
1934	1.91	0.31	0.41	0.86	0.99	1.13	1.07	1.42	0.31	0.38	1.16	0.38	0.29	0.42
1935	2	0.33	0.46	1	1.04	1.22	1.07	1.17	0.4	0.45	1.05	0.39	0.38	0.52
1936	2.39	0.3	0.4	0.92	0.95	0.99	0.99	1.39	0.38	0.51	1.15	0.43	0.42	0.4
1937	2.63	0.31	0.51	0.94	0.92	0.92	1.14	1.2	0.37	0.45	1.1	0.35	0.47	0.51
1938	2.41	0.26	0.41	0.85	0.89	0.94	1.29	1.1	0.35	0.64	1.03	0.33	0.47	0.49
1939	2.18	0.25	0.34	0.94	0.73	0.91	1.12	0.98	0.28	0.59	0.99	0.34	0.43	0.33
1940	1.76	0.29	0.42	0.88	0.95	1.09	1.17	1.12	0.26	0.75	1.07	0.38	0.47	0.29
1941	1.65	0.3	0.43	1.05	0.87	0.99	1	1.22	0.36	0.81	1.04	0.44	0.56	0.32
1942	1.93	0.26	0.41	1	0.39	0.89	0.93	1.28	0.31	0.92	0.89	0.44	0.47	0.32
1943	2.47	0.22	0.41	1.25	0.49	0.9	1.1	1.19	0.3	1.09	0.97	0.47	0.52	0.39
1944	2.3	0.22	0.3	1.4	0.58	0.89	1.13	1.13	0.26	0.91	0.99	0.56	0.54	0.36
1945	1.88	0.14	0.32	1.71	0.56	0.72	1	1.07	0.29	0.93	0.93	0.68	0.59	0.44
1946	1.97	0.22	0.5	1.72	0.93	1.02	1.23	1.36	0.26	1.1	0.88	0.7	0.75	0.53
1947	1.91	0.18	0.49	2.05	0.82	1.02	1.22	0.97	0.22	1.45	0.93	0.55	1.05	0.59
1948	1.62	0.16	0.54	1.82	0.81	1.06	0.99	0.88	0.31	1.1	0.75	0.47	1.08	0.62
1949	1.87	0.22	0.6	2.07	0.8	0.96	1.16	0.96	0.4	1.38	1.06	0.54	1.13	1.02
1950	1.34	0.25	0.54	1.52	0.82	0.88	1.13	1.23	0.39	1.65	0.86	0.52	0.9	1
1951	1.4	0.23	0.75	1.7	0.92	1.18	1.1	1.32	0.36	1.46	0.95	0.36	1.28	0.93
1952	2	0.21	0.67	2.03	0.99	1.4	2.13	1.3	0.31	1.7	1.31	0.47	1.47	1.02
1953	1.77	0.24	0.59	1.62	0.7	1.17	2.3	1.3	0.27	1.29	0.97	0.45	0.98	0.64
1954	1.75	0.25	0.58	1.74	0.82	1.22	2.17	0.86	0.37	1.58	1.09	0.52	0.61	0.73
1955	1.8	0.26	0.62	1.61	0.71	1.12	2.3	0.99	0.4	1.68	0.92	0.59	0.59	0.75
1956	1.69	0.35	0.61	1.4	0.51	0.9	2.14	1.11	0.42	1.6	1.14	0.58	0.63	0.57
1957	2.02	0.21	0.66	1.32	0.69	0.85	1.95	0.99	0.32	1.36	1.17	0.52	0.46	0.58
1958	1.85	0.24	0.61	1.12	0.57	0.93	1.68	1.01	0.27	1.18	1.05	0.5	0.43	0.61
1959	2.14	0.24	0.74	1.36	0.82	0.94	1.66	1.44	0.28	1.28	1.44	0.68	0.52	0.65
1960	1.65	0.27	0.71	1.11	0.82	0.96	1.65	1.34	0.34	1.29	1.07	0.7	0.54	0.58
1961	1.68	0.19	0.67	1.18	0.78	0.91	1.71	1.36	0.3	1.28	1.18	0.83	0.46	0.54
