# Gillerot - CreteRond - FASY - ITRDB CHE556
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41810
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41810.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che556-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che556.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che556.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Gillerot - CreteRond - FASY - ITRDB CHE556
#--------------------
# Investigators
#   Investigators: Gillerot, Loïc; Forrester, David I.; Bottero, Alessandra; Rigling, Andreas; Lévesque, Mathieu
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Gillerot, Loïc; David I. Forrester; Alessandra Bottero; Andreas Rigling; Mathieu Lévesque
#   Published_Date_or_Year: 2020
#   Published_Title: Tree Neighbourhood Diversity Has Negligible Effects on Drought Resilience of European Beech, Silver Fir and Norway Spruce
#   Journal_Name: Ecosystems
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s10021-020-00501-y
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: CreteRond
#   Location: Switzerland
#   Northernmost_Latitude: 46.883333
#   Southernmost_Latitude: 46.883333
#   Easternmost_Longitude: 6.559444
#   Westernmost_Longitude: 6.559444
#   Elevation_m: 970
#--------------------
# Data_Collection
#   Collection_Name: CHE556
#   First_Year: 1787
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RB9903_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9903; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB220_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB220; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB340_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB340; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB472_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB472; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB565_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB565; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1135_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1135; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1213_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1213; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1286_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1286; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1515_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1515; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1635_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1635; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1705_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1705; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1836_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1836; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1858_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1858; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1866_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1866; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1884_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1884; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2158_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2158; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2676_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2676; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2830_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2830; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2860_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2860; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2987_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2987; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB3021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB3021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB3135_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB3135; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9900_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9900; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9901_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9901; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9904_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9904; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9902_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9902; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RB9903_raw	RB20_raw	RB220_raw	RB340_raw	RB472_raw	RB565_raw	RB1100_raw	RB1135_raw	RB1213_raw	RB1286_raw	RB1515_raw	RB1635_raw	RB1705_raw	RB1836_raw	RB1858_raw	RB1866_raw	RB1884_raw	RB2090_raw	RB2158_raw	RB2676_raw	RB2830_raw	RB2860_raw	RB2987_raw	RB3021_raw	RB3135_raw	RB9900_raw	RB9901_raw	RB9904_raw	RB9902_raw
1834	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	0.7	NA	NA	0.73	NA	NA	NA
1835	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	0.64	NA	NA	0.85	NA	NA	NA
1836	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	0.63	NA	NA	0.82	NA	NA	NA
1837	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	0.62	NA	NA	0.67	NA	NA	NA
1838	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	0.57	NA	NA	0.49	NA	NA	NA
1839	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	0.59	NA	NA	0.52	NA	NA	NA
1840	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	0.41	NA	NA	0.46	NA	NA	NA
1841	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	0.59	NA	NA	0.45	NA	NA	NA
1842	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	0.55	NA	NA	0.32	NA	NA	NA
1843	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	0.92	NA	NA	0.37	NA	NA	NA
1844	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	0.72	NA	NA	0.36	NA	NA	NA
1845	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	1.02	NA	NA	0.36	NA	NA	NA
1846	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	0.73	NA	NA	0.42	NA	NA	NA
1847	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0.78	NA	NA	0.53	NA	NA	NA
1848	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	NA	0.74	NA	NA	0.61	NA	NA	NA
1849	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1.07	NA	NA	0.63	NA	NA	NA
1850	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA	NA	NA	0.82	NA	NA	0.68	NA	NA	NA
1851	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	0.6	NA	NA	0.6	NA	NA	NA
1852	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	0.37	NA	NA	0.53	NA	NA	NA
1853	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	NA	0.47	NA	NA	0.74	NA	NA	NA
1854	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	0.47	NA	NA	0.76	NA	NA	NA
1855	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	0.46	NA	NA	0.53	NA	NA	NA
1856	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	0.4	NA	NA	0.73	NA	NA	NA
1857	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.34	NA	NA	0.51	NA	NA	NA
1858	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	0.38	NA	NA	0.71	NA	NA	NA
1859	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	0.49	NA	NA	0.4	NA	NA	NA
1860	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	0.59	NA	NA	0.59	NA	NA	NA
1861	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	0.51	NA	NA	0.62	NA	NA	NA
1862	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	0.39	NA	NA	0.64	NA	NA	NA
1863	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	0.75	NA	NA	0.48	NA	NA	NA
1864	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	0.67	NA	NA	0.7	NA	NA	NA
1865	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	0.33	NA	NA	0.69	NA	NA	NA
1866	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	0.32	NA	NA	0.52	NA	NA	NA
1867	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	0.29	NA	NA	0.52	NA	NA	NA
1868	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	0.24	NA	NA	0.36	NA	NA	NA
1869	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	0.32	NA	NA	0.41	NA	NA	NA
1870	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	0.41	NA	NA	0.41	NA	NA	NA
1871	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	0.19	NA	NA	0.29	NA	NA	NA
1872	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA	0.37	NA	NA	0.39	NA	NA	NA
1873	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA	NA	NA	NA	NA	0.27	NA	NA	0.42	NA	NA	NA
1874	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	0.27	NA	NA	0.48	NA	NA	NA
1875	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	NA	0.2	NA	NA	0.26	NA	NA	NA
1876	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	0.22	NA	NA	0.52	NA	NA	NA
1877	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	0.19	NA	NA	0.47	NA	NA	NA
1878	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	0.2	NA	NA	0.42	NA	NA	NA
1879	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	0.16	NA	NA	0.43	NA	NA	NA
1880	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	0.2	NA	NA	0.42	NA	NA	NA
1881	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	0.17	NA	NA	0.31	NA	NA	NA
1882	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	0.17	NA	NA	0.26	NA	NA	NA
1883	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	0.14	NA	NA	0.19	NA	NA	NA
1884	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	0.21	NA	NA	0.34	NA	NA	NA
1885	NA	NA	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	0.17	NA	NA	0.39	NA	NA	NA
1886	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	0.13	NA	NA	0.36	NA	NA	NA
1887	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	0.16	NA	NA	0.28	NA	NA	NA
1888	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	0.2	NA	NA	0.24	NA	NA	NA
1889	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	0.1	NA	NA	0.18	NA	NA	NA
1890	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	0.1	NA	NA	0.32	NA	NA	NA
1891	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	0.1	NA	NA	0.24	NA	NA	NA
1892	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	0.1	NA	NA	0.16	NA	NA	NA
1893	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	0.1	NA	NA	0.22	NA	NA	NA
1894	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	0.1	NA	NA	0.17	NA	NA	NA
1895	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	0.1	NA	NA	0.36	NA	NA	NA
1896	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	0.1	NA	NA	0.11	NA	NA	NA
1897	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	0.1	NA	NA	0.13	NA	NA	NA
1898	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	0.1	NA	NA	0.14	NA	NA	NA
1899	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	0.1	NA	NA	0.2	NA	NA	NA
1900	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	0.1	NA	NA	0.22	NA	NA	NA
1901	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	0.1	NA	NA	0.13	NA	NA	NA
1902	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	0.1	NA	NA	0.12	NA	NA	NA
1903	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	0.1	NA	NA	0.11	NA	NA	NA
1904	NA	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA	NA	NA	0.1	NA	NA	0.21	NA	NA	NA
1905	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA	0.25	NA	NA	0.25	NA	NA	NA
1906	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	1.68	NA	NA	NA	NA	NA	0.27	NA	NA	0.48	NA	NA	NA
1907	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	0.27	NA	NA	0.32	NA	NA	NA
1908	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	1.45	NA	NA	NA	0.41	NA	0.14	NA	NA	0.29	NA	NA	NA
1909	NA	NA	NA	NA	NA	1.26	0.33	NA	NA	NA	NA	0.84	NA	NA	NA	NA	1.57	NA	NA	NA	0.47	NA	0.16	NA	NA	0.32	NA	NA	NA
1910	NA	NA	NA	0.63	NA	1.19	0.45	NA	NA	NA	NA	0.84	NA	NA	NA	NA	2.2	NA	NA	NA	0.61	NA	0.18	NA	NA	0.1	NA	NA	NA
1911	NA	NA	NA	0.34	NA	1.72	0.32	NA	NA	NA	NA	0.71	NA	NA	NA	NA	2.37	NA	NA	NA	0.9	NA	0.16	NA	NA	0.25	NA	NA	NA
1912	NA	NA	NA	0.72	NA	1.96	0.44	NA	NA	NA	NA	0.86	NA	NA	NA	NA	2.01	0.88	NA	NA	1.07	0.44	0.26	NA	NA	0.35	NA	NA	NA
1913	NA	NA	NA	0.41	0.32	1.21	0.17	NA	NA	NA	NA	0.71	NA	NA	NA	NA	1.48	0.64	NA	NA	0.69	0.42	0.45	NA	NA	0.35	NA	NA	NA
1914	NA	NA	NA	0.72	0.76	1.22	0.31	NA	NA	NA	NA	0.76	NA	NA	NA	NA	2.33	0.72	NA	NA	0.9	0.52	0.41	NA	NA	0.28	0.56	NA	NA
1915	NA	NA	NA	1.02	1.05	1.56	0.3	NA	0.51	NA	NA	0.76	NA	NA	NA	NA	2.65	0.63	NA	0.39	0.8	0.8	0.59	NA	NA	0.42	0.9	NA	NA
1916	NA	NA	NA	0.91	0.96	1.77	0.43	NA	0.27	NA	NA	0.81	NA	NA	NA	NA	2.83	1	NA	0.22	0.82	0.63	0.83	NA	NA	0.72	1.37	NA	NA
1917	0.7	NA	NA	0.89	0.94	2.09	0.5	NA	0.29	NA	NA	1.24	NA	NA	NA	NA	2.86	0.63	NA	0.19	0.91	0.65	0.88	NA	0.65	1.01	1.52	NA	NA
1918	0.57	NA	NA	1.19	0.85	2.06	0.43	NA	0.57	NA	NA	0.88	NA	NA	NA	NA	2.56	0.79	NA	0.46	0.7	0.8	1.16	NA	1.01	0.84	1.45	1.12	NA
1919	0.32	NA	NA	0.99	0.59	2.12	0.51	NA	0.51	NA	NA	0.96	NA	NA	NA	NA	2.19	0.7	NA	0.71	0.69	0.26	0.7	NA	0.97	0.69	1.2	0.66	NA
1920	0.51	NA	0.36	0.83	0.83	1.16	0.68	NA	0.44	NA	NA	0.74	NA	NA	0.77	NA	2.26	1.31	NA	0.64	0.68	0.14	0.53	NA	0.84	0.45	1.31	1.05	NA
1921	0.21	NA	0.64	0.78	0.66	1.85	0.65	NA	0.27	NA	NA	0.96	NA	NA	0.78	NA	2.19	1.24	NA	0.62	0.5	0.28	0.72	NA	0.68	0.77	0.78	1.03	NA
1922	0.3	NA	0.67	1.01	0.59	1.52	1.37	NA	0.35	NA	NA	0.93	NA	NA	0.98	NA	1.33	1.18	NA	0.93	0.53	0.29	0.68	NA	0.52	0.76	0.86	1.09	NA
1923	0.52	NA	0.49	0.92	0.74	0.75	1.74	NA	0.23	NA	NA	0.73	NA	NA	0.36	NA	1.81	0.89	NA	0.66	0.63	0.36	0.26	NA	0.52	0.53	0.79	0.86	NA
1924	0.75	NA	0.4	1.12	0.7	0.88	1.27	NA	0.3	NA	NA	0.71	NA	NA	0.46	NA	1.67	0.78	NA	0.74	0.69	0.56	0.49	NA	0.59	0.78	0.79	0.94	NA
1925	0.96	NA	0.44	1.43	0.59	1.14	1.27	NA	0.45	NA	NA	0.98	NA	NA	0.4	NA	1.56	0.95	NA	0.84	0.58	0.38	0.48	NA	0.79	0.87	0.63	1.29	NA
1926	0.99	NA	0.39	1.93	0.79	1.33	1.69	NA	0.39	NA	NA	0.79	NA	NA	0.36	NA	1.77	0.91	NA	0.76	0.52	0.28	0.56	NA	0.75	0.99	0.59	1.02	NA
1927	0.91	NA	0.64	2.46	1.31	1.68	1.52	NA	0.48	NA	NA	0.9	NA	NA	0.61	NA	2.39	1.44	NA	1.37	0.77	0.29	0.59	NA	0.79	1.05	1.03	1.38	NA
1928	1.08	NA	0.44	2.19	1.3	1.56	1.64	NA	0.48	NA	NA	0.69	NA	NA	0.82	NA	2.09	1.35	NA	1.04	0.71	0.38	0.55	NA	1.01	1.15	0.76	1.13	NA
1929	0.68	NA	0.43	2.41	1.58	0.99	1.17	NA	0.53	NA	NA	0.91	NA	NA	0.73	NA	1.15	1.41	NA	1.03	0.92	0.47	0.51	NA	0.84	0.98	0.9	1.4	NA
1930	0.71	NA	0.51	2.05	1.48	0.72	1.16	NA	0.49	1.02	NA	0.77	NA	NA	0.95	NA	1.62	1.47	NA	1.05	0.82	0.62	0.72	NA	1.06	0.73	0.66	1.02	NA
1931	1.22	NA	0.53	2.29	1.59	0.78	1.25	NA	0.54	1.2	NA	0.79	NA	NA	0.97	NA	2.05	0.96	NA	0.97	0.93	0.7	1.09	NA	1.04	0.77	0.9	1.47	NA
