# Lévesque - Biel - LADE - ITRDB CHE531
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41785
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41785.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che531-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che531.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che531.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Biel - LADE - ITRDB CHE531
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Biel
#   Location: Switzerland
#   Northernmost_Latitude: 47.16657
#   Southernmost_Latitude: 47.16657
#   Easternmost_Longitude: 7.27029
#   Westernmost_Longitude: 7.27029
#   Elevation_m: 750
#--------------------
# Data_Collection
#   Collection_Name: CHE531
#   First_Year: 1911
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BL01_raw	BL02_raw	BL03_raw	BL04_raw	BL05_raw	BL06_raw	BL07_raw	BL08_raw	BL09_raw	BL10_raw	BL11_raw	BL12_raw	BL13_raw	BL14_raw	BL15_raw
1961	1.86	0.77	0.69	1.49	1.3	0.68	0.54	0.57	1.65	1.9	1.5	1.58	1.91	1.96	1.47
1962	1.56	0.54	0.61	0.92	0.95	0.94	0.34	0.4	1.4	1.29	1.5	1.12	0.94	1.22	1.11
1963	1.79	0.98	0.93	1.2	1.16	1.04	0.79	0.57	1.29	1.1	1.07	1.4	1.42	1.45	2.35
1964	1.74	0.95	0.98	1.51	1.02	1.12	0.87	0.65	1.57	1.18	1.53	1.16	1.52	1.94	1.38
1965	1.91	1.06	0.93	1.31	1.1	1.07	0.78	0.78	1.42	1.18	0.98	1.3	1.71	1.77	1.86
1966	2.18	0.85	0.76	1.44	1.33	1.21	0.96	0.71	1.7	1.51	1.71	1.19	2.89	2.4	2.05
1967	2.51	1.29	1.05	1.55	1.76	1.43	0.85	0.77	2.31	2.01	2.25	1.42	3.75	2.53	2.27
1968	2.75	1.43	1.11	1.65	1.65	1.84	0.97	1.13	2.5	2.39	1.77	1.56	3.86	2.96	2.02
1969	2.34	1.53	0.99	1.58	1.65	1.56	0.86	0.98	2.74	2.7	2.02	1.71	4.3	2.64	2.05
1970	1.82	1.47	0.91	1.2	1.07	1.07	0.54	0.66	2.21	2.31	1.61	1.34	3.76	1.97	1.53
1971	2	1.18	0.94	1.54	1.31	1.22	0.63	0.85	2.04	2.22	2.13	1.49	3.69	2.25	1.78
1972	2.64	1.35	1.09	1.72	1.51	1.34	0.46	0.82	1.94	2.21	3.15	1.62	3.76	2.39	2.15
1973	1.47	1.26	0.8	1.31	1.32	1.17	0.45	0.94	1.73	1.54	2.15	1.62	2.27	1.35	1.96
1974	1.49	1.11	0.67	0.93	0.65	0.56	0.49	0.95	1.54	1.05	1.9	1.68	1.89	1.51	1.14
1975	2.35	1.04	0.82	1.44	0.61	0.87	0.61	1.62	1.87	2.11	3.59	2.55	2.19	1.74	2.01
1976	1.79	0.96	0.76	1.4	0.59	0.95	0.36	1.3	1.45	2.18	1.17	1.41	1.41	0.86	1.43
1977	1.99	1.18	0.76	1.86	0.65	1.4	0.53	1.17	1.6	2.06	1.69	2.39	2.44	1.4	2.18
1978	3.12	1.84	1.12	3.65	1.2	2.15	0.85	1.61	2.44	2.5	2.26	3.04	2.81	2.72	2.75
1979	2.43	1.57	1.28	4.31	1.63	2.08	0.65	1.36	1.81	1.47	1.87	3.15	1.79	2.1	2.44
1980	2.42	1.63	1.24	4.17	1.59	1.31	0.49	1.69	1.78	1.04	1.6	4	1.62	1.6	2.52
1981	4.84	2.98	1.49	4.96	2.39	2.09	0.82	3.08	3.31	1.92	2.86	4.92	3.07	4.04	4.03
1982	3.58	1.65	1.33	4.33	2.01	1.39	1.5	2.14	2.64	2.05	1.72	4.01	3.45	2.87	3.21
1983	2.57	1.39	1.12	2.89	0.97	0.98	1.54	1.21	1.71	1.27	1.3	1.97	2.23	1.37	1.69
1984	1.49	1.17	0.99	2.02	0.65	1.03	0.59	0.77	1.05	0.9	0.8	1.47	1.51	1.01	1.54
1985	1.73	1.76	0.97	3.53	1.41	1.21	0.51	1	1.1	1.31	1.15	1.8	1.82	0.67	2.79
1986	2.58	1.61	1.41	4.07	2.94	1.61	0.83	1.33	1.61	1.31	0.88	2.61	1.76	1.51	3.48
1987	2.03	1.41	1.19	3.49	1.66	1.29	1.09	1.3	1.26	1.43	0.67	2.89	2.21	0.81	2.75
1988	1.81	1.53	1.16	2.62	1.38	1.68	2.02	1.38	1.78	2.11	1.33	2.55	2.05	0.95	2.88
1989	1.32	1.53	1.03	1.94	1.24	1.42	2.54	0.97	1.2	2.05	0.9	1.76	1.19	0.67	2.08
1990	1.72	1.87	0.66	2.19	1.37	1.46	1.67	0.86	0.71	1.21	0.87	1.96	1.21	0.54	2.06
1991	2.01	1.46	0.81	2	1.44	1.3	1.86	1.03	1.26	1.27	0.92	2.33	1.41	0.9	1.78
1992	0.72	0.7	0.53	1.78	0.52	0.72	1.68	0.37	0.57	0.75	0.59	1.33	0.99	0.48	0.86
1993	0.9	0.71	0.62	1.72	0.29	0.76	1.49	0.7	0.79	0.92	0.95	1.54	0.96	0.7	1.03
1994	1.07	1.01	0.48	1.66	0.31	0.8	1.41	0.65	0.86	1.17	0.76	1.76	1.07	0.7	1.05
1995	1.23	0.86	0.58	1.6	0.83	0.98	1.61	0.61	1	0.92	0.72	1.74	1.24	0.8	1.17
1996	1.29	0.57	0.49	1.44	0.99	0.74	0.93	0.66	1.18	1	0.84	2.04	1.28	0.72	1.03
1997	1.59	0.68	0.38	1.27	1.24	1.01	0.9	0.69	2.04	1.67	1.1	4.49	1.98	0.98	1.69
1998	1.42	0.57	0.52	0.9	1.22	1.97	1.32	0.65	1.4	1.26	0.93	6.2	1.9	1.33	1.12
1999	1.02	0.62	0.74	0.63	1.32	0.98	1.28	0.39	0.48	1.01	0.58	7.27	3.11	2.3	0.83
2000	1.27	0.4	0.41	0.92	1.03	0.73	1.19	0.36	0.89	0.47	1.25	5.58	4.86	2.34	1.1
2001	1.2	0.35	0.49	0.99	0.64	0.31	1.13	0.42	0.94	0.37	0.83	3.82	4.37	0.66	1.58
2002	1.13	0.38	0.72	0.98	0.63	0.3	1.1	0.32	0.53	0.48	0.42	3.9	3.12	2.09	0.85
2003	1.01	0.34	0.45	1.06	0.18	0.42	1	0.41	0.7	0.36	0.72	2.84	1.32	0.61	0.89
2004	0.77	0.55	0.29	0.81	0.1	0.54	0.47	0.2	0.43	0.41	0.5	2.97	1.28	1.5	0.63
2005	0.9	0.23	0.3	0.4	0.09	0.48	0.22	0.14	0.55	0.16	0.75	2.77	0.95	0.93	0.15
2006	0.69	0.25	0.32	0.33	0.02	0.41	0.1	0.05	0.23	0.7	0.98	1.74	0.35	0.73	0.34
2007	1.28	0.47	0.62	0.44	0.42	0.91	0.65	0.38	0.65	0.56	0.62	3.45	1.05	2.31	0.37
2008	1.63	0.39	0.44	0.43	NA	0.85	0.68	0.23	0.65	0.42	0.79	3.76	1.05	3.22	0.28
2009	1.56	0.4	NA	0.43	NA	1.06	0.52	0.3	1.1	NA	NA	1.61	1.35	0.95	0.34
