# Zumbrunn - DM - ABAL - ITRDB CHE550
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41804
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41804.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che550-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che550.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che550.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Zumbrunn - DM - ABAL - ITRDB CHE550
#--------------------
# Investigators
#   Investigators: Zumbrunn, Christina; Rigling, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Zumbrunn C (2013) Klima-Wachstumsbeziehungen von Fichte, Föhre, Lärche und Tanne entlang von Höhengradienten im Kanton Graubünden. Master thesis, ETH Zürich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: DM
#   Location: Switzerland
#   Northernmost_Latitude: 46.8048829
#   Southernmost_Latitude: 46.8048829
#   Easternmost_Longitude: 9.4354123
#   Westernmost_Longitude: 9.4354123
#   Elevation_m: 1230
#--------------------
# Data_Collection
#   Collection_Name: CHE550
#   First_Year: 1892
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DMF02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DMF02B_raw	DMF04A_raw	DMF06A_raw	DMF12A_raw	DMF14A_raw	DMF16A_raw	DMF17B_raw	DMF18A_raw	DMF19A_raw	DMF21B_raw	DMF22A_raw	DMF23B_raw	DMF25A_raw	DMF26A_raw	DMF30A_raw
1947	3.94	4.04	2.06	2.43	1.46	1.29	1.98	1.57	1.7	1.74	0.27	0.56	3.28	0.5	1.28
1948	3.52	3.65	2.19	2.11	1.36	1.26	1.77	1.61	1.63	1.69	0.23	0.37	2.87	0.45	1.58
1949	3.79	3.42	2.42	2.08	1.67	1.27	2.18	2.34	1.6	1.85	0.34	0.85	3.09	0.54	1.52
1950	4.16	4.27	2.51	2.1	1.63	1.45	2.21	2.19	1.68	1.15	0.19	0.7	2.3	0.52	1.81
1951	3.76	4.95	2.98	2.27	1.93	1.68	2.37	2.12	2.16	1.5	0.22	1.01	2.69	0.53	2.8
1952	3.88	5.27	3.02	2.73	1.82	1.83	2.67	2.54	2.16	2.03	0.25	0.99	1.88	1.25	4.39
1953	3.03	5.54	3.19	2.6	1.79	1.8	2.9	2.48	2.02	1.39	1.05	0.87	1.18	1.32	4.11
1954	3.6	5.7	2.98	2.68	1.62	2.02	2.79	2.4	2.43	2.13	1.66	0.83	1.88	1.95	4.08
1955	3.38	4.67	2.8	2.64	1.82	2.1	2.33	2.45	2.41	2.21	1.98	0.92	1.82	2	3.17
1956	3.32	4.75	2.2	2.94	1.37	1.74	1.06	1.71	1.86	1.94	0.41	0.5	0.68	1.3	2.68
1957	4.05	5.95	3.02	3.52	1.75	2.24	2.77	2.65	2.41	2.44	1.51	0.93	1.38	3.15	3.46
1958	3.83	6.39	3.74	3.37	1.66	2.31	3.21	2.59	2.63	2.93	1.63	0.73	1.87	2.44	3.51
1959	4.05	5.8	3.09	3.6	1.58	2.3	3.85	2.87	2.8	3.34	1.67	1.01	2.54	2.42	3.55
1960	2.92	5.83	2.91	2.86	1.32	2.18	3.36	2.25	2.39	2.09	1.74	0.75	1.96	2.39	2.79
1961	3.27	5.33	3.01	3.27	1.39	2.21	4	2.54	2.63	2.14	1.84	0.62	2.28	2.53	3.06
1962	3.05	5.12	2.39	3.22	1.14	2.07	2.86	2.58	2.32	2.01	1.47	0.56	1.81	1.87	3.26
1963	2.78	4.99	2.24	2.71	1.09	1.68	2.83	2.67	2.23	2.22	1.51	0.48	2.06	1.85	2.96
1964	2.48	4.75	2.31	2.61	1.06	1.65	2.67	2.69	1.84	2.47	1.15	0.5	2.11	1.56	2.93
1965	2.47	4.41	2.44	2.64	0.92	1.95	2.44	2.57	2.05	1.59	0.92	0.5	1.92	1.67	2.4
1966	2.52	4.59	2.4	2.37	1	1.48	2.36	2.62	2.19	2.13	1.17	0.43	2.06	1.68	2.67
1967	2.77	5.38	2.48	2.71	1.03	1.57	2.26	2.58	2.26	2.1	1.3	0.52	2.13	1.64	2.44
1968	2.36	5.16	2.26	2.26	0.91	1.29	2.73	2.66	2.44	2.19	1.1	0.75	2.03	1.65	2.61
1969	2.61	5.98	2.57	2.45	0.77	1.32	2.7	3.41	2.77	1.44	1.14	0.93	2.31	1.44	2.88
1970	2.29	5.6	1.79	2.02	0.68	1.03	2.3	3.15	2.18	0.67	0.99	0.74	1.7	1.72	2.57
1971	2.71	5.43	2	2.51	0.65	0.95	2.86	3.72	2.23	1.44	1.21	0.69	1.94	2.27	2.77
1972	2.76	5.57	1.77	2.66	0.78	1.36	2.78	3.88	2.32	1.5	1.39	0.7	1.99	1.97	2.99
1973	2.51	4.38	1.44	1.95	0.61	1.04	2.37	3.14	1.93	0.66	1.21	0.68	1.52	1.26	2.45
1974	2.42	3.85	1.37	1.96	0.53	1.13	2.07	3.14	1.69	0.76	1	0.68	1.55	1.45	2.07
1975	2.61	4.2	1.37	2.18	0.51	0.98	1.7	2.93	1.71	0.83	0.94	0.56	1.78	1.42	2.31
1976	2.14	3.61	0.83	1.89	0.45	1	1.53	2.37	1.63	0.8	0.67	0.52	1.96	1.03	2.21
1977	2.19	4.27	1.22	1.94	0.44	1.22	1.75	2.71	1.98	0.81	0.75	0.43	1.63	1.46	2.2
1978	2.76	4.45	1.15	2.13	0.49	1.24	1.65	2.57	1.92	1.05	0.66	0.4	1.47	1.4	2.53
1979	2.68	4.33	0.92	2	0.46	1.1	1.49	2.13	1.95	0.91	0.77	0.31	1.32	1.26	2.53
1980	2.73	4.55	1	1.86	0.67	1.04	1.53	1.96	1.89	0.89	0.43	0.28	1.29	1.27	2.69
1981	2.23	4.58	0.94	1.79	0.23	0.98	1.43	1.63	1.23	1.04	0.49	0.61	1.3	1.3	2.98
1982	2.78	5.65	1.25	2.52	0.49	1.69	2.16	2.01	2.33	1.37	0.89	1.13	1.3	1.41	3.8
1983	3.08	6	1.46	3.79	0.67	1.46	3.5	2.42	2.6	2.35	1.85	1.94	1.75	2.55	4.58
1984	2.42	5.33	1.41	3.63	0.93	1.39	2.77	1.78	1.9	1.81	2.58	2.32	2.07	3.55	4.24
1985	2.26	5.19	1.57	3.66	1.09	2.47	2.64	2.67	2.32	2.23	2.85	2.24	2.09	3.64	4.84
1986	2.15	3.85	1.01	3.91	0.74	2.14	2.02	2.27	2.16	1.77	3.02	2.66	1.74	3.99	4.86
1987	2.16	4.15	1.2	3.67	0.88	2.55	2.79	2.93	2.13	2.02	3.21	2.46	1.71	3.89	4.91
1988	2.52	4.4	1.03	3.92	0.74	3.59	2.54	3.23	2.58	2.46	3.6	3.12	2.45	3.99	5.26
1989	3.05	4.19	0.79	4.04	0.73	2.7	2.37	2.58	2.66	3.01	3.26	4.05	2.58	4.95	4.35
1990	2.53	3.44	0.52	3.25	0.72	1.52	0.8	2.82	2.82	2.68	2.42	3.82	2.72	4.38	3.86
1991	2.56	3.41	0.46	3.43	0.62	1.23	1.27	2.22	2.41	2.48	2.08	3.21	2.28	2.38	3.61
1992	2.8	2.91	0.6	4	0.65	1.66	1.4	2.55	2.58	2.26	1.79	3.7	2.28	2.96	4.18
1993	2.83	3.19	0.86	3.6	0.94	1.88	2.14	2.22	2.7	2.48	1.79	4.13	2.03	4.41	4.45
1994	3.06	2.89	0.91	3.4	1.06	2.43	2.55	2.39	2.5	2.02	1.48	3.33	1.94	4.71	3.95
1995	3.34	3.17	1.49	3.98	1.32	3.13	2.92	2.64	2.7	2.49	1.48	3.84	2.09	5.43	4.34
1996	2.79	2.75	1.34	3.85	1.24	2.99	3.32	2.53	2.77	2.83	1	2.65	2.03	5.75	3.4
1997	3.03	2.81	1.47	3.36	1.52	3.59	7.26	3.15	2.81	1.82	0.99	3.27	1.93	5.52	3.6
1998	3	3.37	1.1	4	1.08	3.9	6.64	3.01	3.1	1.66	0.92	4.17	1.94	6.74	3.14
1999	2.66	3.34	1.35	3.86	1.09	3.68	7.82	2.51	2.99	2.76	0.86	3.86	1.84	6.36	2.69
2000	2.57	3.16	0.9	3.52	1.05	3.07	6.28	2.13	2.24	2.21	0.6	2.78	1.63	6	2.07
2001	2.96	3.9	1.11	3.65	1.25	3.85	5.75	2.18	2.73	2.71	0.6	3.54	1.86	5.88	2.37
2002	2.87	4.45	1.1	3.86	1.42	3.35	4.3	2	2.97	1.16	0.62	3.06	1.77	5.27	2.02
2003	2.53	4.23	0.85	4.25	1.52	4.02	3.92	1.83	2.56	1.36	0.77	3.22	2	5.04	2.72
2004	2.57	4.69	0.68	3.63	1.95	4.53	3.64	1.48	2.66	1.49	0.85	3.35	1.9	4.9	3.48
2005	2.21	3.05	0.46	3.39	1.63	3.52	3.34	1.23	2.06	1.58	0.95	3.42	1.78	4.69	2.81
2006	1.67	2.67	0.47	3.11	1.47	2.38	2.45	0.88	1.8	1.2	0.91	2.53	1.59	3.43	2.37
2007	1.92	3.84	0.72	4.04	1.68	3.29	3.22	1.15	2.48	1.34	1.24	3.2	1.48	4.76	3.67
2008	2.31	4.39	1.26	5.03	2	3.88	3.14	1.29	2.75	1.1	1.52	3.92	1.59	5.18	4.73
2009	2.14	4	1.06	4.06	1.8	3.11	2.48	1.14	2.4	0.94	1.64	3.64	1.32	3.84	5.24
2010	1.83	3.22	1	3.31	1.75	3.1	1.71	0.73	2.05	0.54	1.4	2.86	1.33	3.63	5.17
2011	1.63	2.71	0.94	2	1.73	3.11	1.69	0.99	1.94	0.67	1.7	3.54	0.98	4.07	5.4
