# Lévesque - Biel - PCAB - ITRDB CHE490
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41744
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41744.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che490-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che490.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che490.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Biel - PCAB - ITRDB CHE490
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Biel
#   Location: Switzerland
#   Northernmost_Latitude: 47.16657
#   Southernmost_Latitude: 47.16657
#   Easternmost_Longitude: 7.27029
#   Westernmost_Longitude: 7.27029
#   Elevation_m: 750
#--------------------
# Data_Collection
#   Collection_Name: CHE490
#   First_Year: 1907
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BP01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BP01_raw	BP02_raw	BP03_raw	BP04_raw	BP05_raw	BP06_raw	BP07_raw	BP08_raw	BP09_raw	BP10_raw	BP11_raw	BP12_raw	BP13_raw	BP14_raw	BP15_raw
1960	1.07	0.96	2.49	1.71	1.9	1.35	2.35	1.36	4.12	1.45	2.16	2.33	2.96	2.36	4.89
1961	0.87	0.88	2.84	1.7	2.57	1.98	2.38	1.36	5.41	1.79	2.18	2.99	2.88	2.73	5.85
1962	0.48	0.51	1.55	1.06	1.33	1.3	1.17	1.3	2.61	1.2	1.9	1.96	1.91	1.43	3.52
1963	0.97	1.14	2.66	1.48	2.16	1.71	2.46	0.97	2.99	1.47	2.26	2.04	2.04	2.15	5.37
1964	0.78	0.65	1.45	0.87	1.77	1.57	1.65	0.86	2.13	1.31	1.86	2.09	2.01	1.46	3.84
1965	0.84	0.72	1.96	0.93	2.25	2.26	2.08	0.69	2.02	1.54	1.73	2.23	2.26	1.49	4.59
1966	0.77	1.26	2.33	1.17	3.03	2.98	2.62	0.58	1.46	1.62	1.52	1.81	1.83	1.63	4.53
1967	0.94	1.58	2.7	1.5	3.22	2.84	2.38	0.89	1.8	1	2.06	1.93	2.82	2.23	6.22
1968	0.76	1.59	2.16	1.22	2.4	2.39	2.33	1.4	1.69	1.14	1.85	1.46	2.69	1.84	4.64
1969	0.97	1.49	2.33	1.16	2.25	2.21	1.61	1.14	1.95	1.36	1.61	1.96	3.27	2.16	5.06
1970	1.01	1.45	1.92	1.27	1.97	2.04	2.01	1.24	1.96	1.32	1.99	2.15	3.22	1.99	4.13
1971	0.81	1.34	2.1	1.26	2.47	2.29	2.54	1.98	1.95	1.52	2.82	2.33	4.14	2.18	6.7
1972	1.09	1.54	2.22	1.62	2.07	2.47	3.12	2.24	2.26	1.53	2.75	2.5	4.37	2.1	6.94
1973	0.57	0.75	2.29	1.19	1.02	2.04	2.94	1.95	1.69	1.27	2.14	1.91	3.75	1.68	4.98
1974	0.38	1.03	4.36	1.93	1.43	1.95	3.84	0.64	1.65	1.58	1.68	2.06	3.37	1.83	4.72
1975	0.67	1.34	3.46	1.69	1.32	1.39	2.55	1	1.68	1.33	1.71	2.43	3.02	1.78	3.98
1976	0.42	0.66	2.66	1.5	1.34	1.52	2.63	0.56	1.17	0.92	1.14	1.78	2.79	1.3	3.22
1977	0.97	1.45	4.23	3.24	3.27	2.92	4.25	0.54	2.3	1.38	1.39	1.93	2.95	2.04	4.66
1978	1.16	1.5	2.96	2.85	3.3	2.83	4.31	1.09	3.64	1.37	1.69	2.38	3.27	1.89	4.95
1979	0.69	1.17	2.29	2.27	2.45	2.16	2.73	0.82	2.8	0.86	1.44	1.87	2.58	0.97	3.57
1980	1.04	1.28	3.24	3.02	2.74	2.9	4.48	0.65	3.29	0.51	1.89	1.48	3.01	1.26	5.63
1981	1.16	1.39	2.92	2.75	3.09	2.56	3.77	1.07	5	1.02	1.86	1.72	3.67	1.12	7.36
1982	1.38	1.43	2.73	2.77	3.29	2.3	3.38	1.19	6	1.18	2.09	1.95	4.23	1.4	8.48
1983	1.61	1.59	2.41	2.58	2.97	2.1	2.44	1.14	4.2	1.41	1.74	1.91	3.74	1.4	6.98
1984	0.95	1.08	1.65	2.08	1.83	2.13	2.05	0.71	1.94	1.01	1.23	1.08	1.48	0.93	3.47
1985	1.49	1.69	2.76	3.01	2.3	2.29	2.9	0.91	2.41	1.31	1.31	1.84	1.64	1.23	5.33
1986	1.03	1.04	2.5	2.75	1.51	2.36	3.18	0.57	1.74	0.5	0.93	1.17	1.91	0.8	6.01
1987	1.16	1.61	3.62	3.63	1.61	3.67	2.58	0.55	2.11	0.82	0.89	1.65	1.72	1.24	5.47
1988	0.77	1.74	2.66	4.09	1.79	3.26	3.19	0.39	2.06	0.67	1.22	1.35	1.79	0.96	3.97
1989	0.81	1.84	1.98	3.18	1.41	2.83	2.98	0.58	1.89	0.65	1.11	1.59	2.16	0.75	4.89
1990	0.99	1.89	2.09	3.77	1.62	3.22	3.31	0.4	2.05	0.78	1.58	1.02	2.46	0.91	3.79
1991	1.03	2.11	1.87	3.79	1.69	3.21	3.05	0.51	2.05	0.58	1.92	1.43	2.24	1.04	4.2
1992	0.89	2.75	1.67	3.84	1.68	3.8	3.05	0.67	1.63	0.32	2.72	1.15	1.68	1.03	3.29
1993	0.73	2.36	1.46	3.53	1.56	3.06	2.37	0.58	1.69	0.75	2.69	1.12	1.82	0.96	5.77
1994	0.65	1.96	1.44	2.99	1.51	2.83	1.89	0.1	1.55	0.85	2.41	1.03	2.07	0.65	7.18
1995	0.67	2.27	1.76	2.34	1.62	2.31	1.69	0.37	1.17	0.78	1.82	0.79	2.08	0.95	6.18
1996	0.62	2.6	1.68	2.27	1.69	2.54	1.83	0.29	1.56	0.69	2.08	0.93	2.01	0.88	7.04
1997	0.59	2.63	2.2	2.74	2.13	2.89	2.02	0.34	2.61	0.94	1.43	1.06	3.41	1.02	7.2
1998	0.34	2.28	1.4	1.34	1.56	2.92	1.97	0.26	1.49	1.13	1.44	0.93	2.45	0.83	5.33
1999	0.56	2.66	2.18	1.97	2.14	4.31	2.76	0.34	1.41	1.09	3.13	0.97	3.1	1.23	9.25
2000	0.52	2.45	2.33	2.08	1.8	3.35	4.23	0.4	1.37	0.48	3.19	0.54	5.24	0.98	9.37
2001	0.66	1.96	2.46	1.65	1.71	3.16	4.58	0.77	0.69	0.7	3.09	0.55	4.54	1.42	8.04
2002	0.46	2.39	2.58	1.53	1.85	3.46	6.35	0.61	0.65	0.98	2.01	0.94	4.14	1.81	7.6
2003	0.3	1.43	1.5	1.28	1.17	2.23	4.26	0.65	0.52	0.83	0.98	0.68	1.52	1.23	2.66
2004	0.62	1.81	1.15	1.29	1.26	2.76	3.22	0.63	0.41	0.9	1.01	0.57	1.9	1.67	2.95
2005	0.59	1.54	1.01	1.23	1.14	2.56	2.62	0.47	0.29	0.98	1.41	0.97	1.91	1.54	3.34
2006	0.54	0.81	1.26	1.33	1.17	1.78	2.49	0.77	0.48	0.84	1.38	0.6	1.54	1.51	3.8
2007	NA	1.83	1.94	1.49	2.36	2.54	2.93	0.84	0.85	1.61	2.12	1.19	3.36	3.11	5.71
2008	NA	1.7	2.28	2.12	2.55	2.94	3.03	0.85	1.21	1.41	2.48	2.24	2.72	2.8	5.89
2009	NA	2.49	2.57	3.36	2.82	3.1	2.89	NA	NA	1.51	2.08	1.96	2.26	2.82	5.68
