# Weber - ERM - FASY - ITRDB CHE580
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41834
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41834.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che580-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che580.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che580.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - ERM - FASY - ITRDB CHE580
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: ERM
#   Location: Switzerland
#   Northernmost_Latitude: 47.646
#   Southernmost_Latitude: 47.646
#   Easternmost_Longitude: 9.08456
#   Westernmost_Longitude: 9.08456
#   Elevation_m: 550
#--------------------
# Data_Collection
#   Collection_Name: CHE580
#   First_Year: 1928
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## erm01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	erm01a_raw	erm02a_raw	erm03a_raw	erm05a_raw	erm08a_raw	erm10a_raw	erm11b_raw	erm12a_raw	erm14a_raw	erm15a_raw	erm16a_raw
1994	4.23	4.94	3.81	5.01	4.06	3.63	4.75	3.15	2.39	3.13	1.69
1995	4.02	4.12	3.26	4.31	2.02	3.25	2.88	2.31	2.45	2.25	1.11
1996	4.02	3.78	3.31	4.32	1.79	3.63	3.06	2.31	2.81	2.47	0.52
1997	3.47	2.43	2.75	3.89	1.5	3.11	2.55	2.57	2.2	1.67	0.43
1998	2.56	1.51	1.1	2.44	1.7	2.08	2.91	1.63	1.74	0.76	0.48
1999	2.56	3.27	2.25	3.62	2.52	2.38	3.04	1.87	1.65	1.13	0.8
2000	2.52	2.21	4.37	3.69	1.42	2.1	2.67	2.14	1.83	1.18	1.29
2001	3.16	2.03	3.73	3.5	1.58	2.48	3.12	3.18	2.58	1.78	0.64
2002	2.08	4.09	3.08	2.43	1.14	2.29	2.92	2.46	2.6	1.77	1.37
2003	1.29	2.01	0.94	2.12	0.75	1.76	2.44	2.02	1.75	1.2	1.07
2004	2.78	3.12	1.65	2.85	1.85	1.9	3.19	3.66	2.9	0.93	1.37
2005	2.49	3.98	3.82	2.88	1.5	3.36	3.73	3.28	2.77	1.26	1.83
2006	1.26	2.98	3.14	2.52	1.46	3.19	3.66	1.54	1.8	1.69	1.16
