# Weber - BAR - FASY - ITRDB CHE584
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41838
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41838.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che584-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che584.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che584.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - BAR - FASY - ITRDB CHE584
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: BAR
#   Location: Switzerland
#   Northernmost_Latitude: 47.39321
#   Southernmost_Latitude: 47.39321
#   Easternmost_Longitude: 7.46779
#   Westernmost_Longitude: 7.46779
#   Elevation_m: 650
#--------------------
# Data_Collection
#   Collection_Name: CHE584
#   First_Year: 1869
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## bar03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar24a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar24a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar29a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar29a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	bar03a_raw	bar06a_raw	bar08a_raw	bar10a_raw	bar13a_raw	bar16a_raw	bar18a_raw	bar21a_raw	bar24a_raw	bar29a_raw
1938	0.5	0.75	0.29	2.31	1.09	0.7	0.67	0.54	0.77	1.29
1939	0.49	1.51	0.64	3.73	1.1	1.11	0.96	0.81	0.63	1.5
1940	0.41	1	0.79	2.42	0.84	0.71	0.87	0.66	0.64	1.34
1941	0.38	0.77	0.74	1.49	0.53	0.7	0.74	0.68	0.6	0.98
1942	0.24	0.25	0.51	1.17	0.47	0.25	0.61	0.55	0.35	0.69
1943	0.25	0.55	1.03	1.24	0.71	0.4	0.68	1	0.37	0.6
1944	0.22	0.38	0.69	0.63	0.62	0.53	0.48	0.91	0.32	0.57
1945	0.13	0.35	0.47	0.36	0.65	0.36	0.37	0.67	0.27	0.42
1946	0.19	0.34	0.84	0.63	0.75	0.43	1.2	0.91	0.49	0.81
1947	0.15	0.44	0.62	0.49	0.71	0.27	0.71	0.81	0.43	0.69
1948	0.09	0.31	0.33	0.43	0.42	0.34	0.43	0.68	0.36	0.36
1949	0.24	0.54	0.78	0.71	1.01	0.43	0.76	0.92	0.61	0.86
1950	0.16	0.28	0.5	0.68	0.73	0.5	0.56	0.77	0.42	0.66
1951	0.13	0.66	0.96	1.23	1.06	1.01	0.97	1.14	0.79	1.14
1952	0.14	0.63	1.32	0.79	1.02	0.44	0.65	0.97	0.63	0.9
1953	0.1	0.25	0.34	0.43	0.51	0.13	0.46	0.43	0.2	0.31
1954	0.17	0.59	1.11	1.04	0.73	0.39	0.62	1.02	0.45	0.47
1955	0.25	1.1	3	1.67	0.91	0.97	1.38	1.5	0.79	1.17
1956	0.32	1.16	3.07	1.47	0.71	0.73	1.34	1.69	0.8	1.23
1957	0.2	0.84	2.84	1.47	0.54	0.6	1.03	1.72	0.8	1.3
1958	0.28	1	3.57	2.31	0.69	1.16	1.65	2.5	1.4	1.69
1959	0.25	1.08	2.56	2.1	0.52	1	1.18	2.53	0.86	1.29
1960	0.29	0.96	1.87	2.25	0.5	0.73	1.51	2.35	0.97	1.11
1961	0.28	1.15	1.91	3.58	0.5	1.08	1.94	2.18	0.92	1
1962	0.24	0.76	1.16	1.51	0.69	0.7	0.76	1.33	0.55	0.66
1963	0.26	0.69	1.32	2.05	0.61	0.52	0.93	1.36	0.49	0.52
1964	0.34	1.21	1.93	1.79	0.85	0.83	1.19	1.75	0.81	0.85
1965	0.42	1.3	1.89	2.19	0.76	0.81	1.42	1.8	0.9	0.76
1966	0.5	1.11	1.45	1.63	0.94	0.93	1.21	1.59	0.95	0.98
1967	0.64	1.48	1.69	1.86	0.72	1.29	1.39	1.92	1.25	1.3
1968	0.53	1.33	1.64	2.15	0.76	0.7	1.95	1.66	1.86	1.69
1969	0.55	1.25	2.79	1.99	0.85	1.14	2.1	1.87	2.54	1.72
1970	0.42	1.14	2.23	1.65	0.8	1.17	1.64	1.39	1.85	1.31
1971	0.28	0.93	1.77	1.52	0.68	1.11	1.33	1.13	1.48	0.81
1972	0.52	0.83	1.69	1.95	0.81	1.21	1.13	1.12	1.21	0.87
1973	0.59	0.93	1.23	1.69	0.91	1.26	1.42	1.08	1.24	0.81
1974	0.53	0.43	0.8	1.67	0.71	0.91	0.83	1.2	0.75	0.62
1975	0.74	0.94	1.21	2.56	1.05	1.35	1.04	1.65	0.82	0.87
1976	0.56	0.44	0.82	1.45	0.82	0.73	0.54	1.15	0.6	0.72
1977	0.42	0.14	0.78	1.45	0.74	0.27	0.97	1.01	0.35	0.67
1978	0.48	0.17	0.85	1.5	0.94	0.34	0.8	1.08	0.38	0.84
1979	0.61	0.42	1.15	1.26	1.18	0.81	0.91	1.07	0.67	0.99
1980	0.61	0.48	1.55	2.22	0.92	0.66	0.89	1.05	0.78	1.47
1981	0.55	0.49	1.65	2.23	0.84	0.59	0.97	0.61	0.7	1.47
1982	0.77	0.5	1.96	2.72	0.97	0.9	1.23	0.81	1.04	1.67
1983	0.68	0.6	2.07	2.33	0.98	0.82	2.05	0.77	1.5	1.14
1984	0.48	0.35	1.68	1.32	1.24	0.47	2.04	0.73	0.73	0.81
1985	0.66	0.37	1.94	1.77	1.05	0.9	2.41	0.63	1.37	1.02
1986	0.61	0.38	1.97	1.15	0.71	1.07	1.99	0.63	1.28	0.8
1987	0.33	0.36	2.03	0.94	0.92	0.77	2.77	0.67	2.9	0.77
1988	0.32	0.38	2.72	0.94	0.81	1.39	1.94	0.97	2.92	0.73
1989	0.34	0.42	1.6	0.52	0.88	0.94	1.24	0.72	1.65	0.65
1990	0.5	0.48	1.83	0.35	0.81	0.85	1.35	0.82	1.67	0.49
1991	0.54	0.73	1.32	0.53	0.53	1.01	1.06	0.74	1.07	0.28
1992	0.31	0.64	1.59	0.7	0.6	1.09	1.54	0.76	1.4	0.58
1993	0.38	0.65	1.12	1.15	0.69	1.49	0.82	0.75	1.59	0.8
1994	0.47	0.79	1.32	1.61	0.91	1.56	0.92	0.91	1.56	0.99
1995	0.49	0.37	1.2	1.02	0.77	0.78	1.25	0.92	1.44	1.12
1996	0.25	0.41	1.23	1.1	0.51	0.88	1.04	0.84	1.04	0.99
1997	0.23	0.6	1.33	1.16	0.43	1.18	0.74	0.97	1.23	0.93
1998	0.21	0.65	1.16	1.05	0.68	1.03	0.91	1.21	1.06	0.86
1999	0.36	0.91	1.99	1.4	0.96	1.32	1.38	1.42	1.21	1.51
2000	0.3	0.76	1.66	0.96	1.92	1.53	0.74	1.24	1.18	1.04
2001	0.25	0.89	2.28	1.23	1.18	1.66	1	1.45	1.75	0.89
2002	0.27	0.76	1.81	1.31	1.09	1.37	0.84	0.94	2.16	0.68
2003	0.3	0.54	2.19	1.28	0.44	1.07	0.46	0.89	1.78	0.74
2004	0.18	0.29	1.08	0.58	0.32	0.49	0.44	0.56	0.64	0.41
2005	0.18	0.39	1.39	1.08	0.59	0.8	0.47	0.71	0.74	0.48
2006	0.2	0.62	1.59	1.12	0.73	1.24	0.53	0.91	0.99	0.75
