# Nehrbass-Ahles - Vordemwald Update - QURO - ITRDB CHE592
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41846
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41846.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che592-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che592.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che592.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Nehrbass-Ahles - Vordemwald Update - QURO - ITRDB CHE592
#--------------------
# Investigators
#   Investigators: Nehrbass-Ahles, Christoph; Babst, Flurin; Klesse, Stefan; Nötzli, Magdalena; Bouriaud, Olivier; Neukom, Raphael; Dobbertin, Matthias; Frank, David
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Nehrbass‐Ahles, Christoph; Flurin Babst; Stefan Klesse; Magdalena Nötzli; Olivier Bouriaud; Raphael Neukom; Matthias Dobbertin; David Frank
#   Published_Date_or_Year: 2014
#   Published_Title: The influence of sampling design on tree‐ring‐based quantification of forest growth
#   Journal_Name: Global Change Biology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12599
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Vordemwald
#   Location: Switzerland
#   Northernmost_Latitude: 47.2672222
#   Southernmost_Latitude: 47.2672222
#   Easternmost_Longitude: 7.8836111
#   Westernmost_Longitude: 7.8836111
#   Elevation_m: 480
#--------------------
# Data_Collection
#   Collection_Name: CHE592
#   First_Year: 1814
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## vor12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vor15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vor16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vor21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vor26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW0133a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW0133a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW0151a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW0151a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW0186a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW0186a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW0194a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW0194a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW1216a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW1216a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW1284a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW1284a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW1285a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW1285a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW1477a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW1477a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	vor12a_raw	vor15a_raw	vor16a_raw	vor21a_raw	vor26a_raw	VDW0133a_raw	VDW0151a_raw	VDW0186a_raw	VDW0194a_raw	VDW1216a_raw	VDW1284a_raw	VDW1285a_raw	VDW1477a_raw
1936	0.67	1.7	1.42	1.28	2.98	1.51	1.16	1.7	2.17	1.18	0.58	2.03	NA
1937	1.04	0.54	1.29	1.74	3.14	1.51	0.65	2.81	1.8	1.37	0.71	1.79	NA
1938	1.01	0.34	1.41	1.29	2.84	1.51	0.91	1.53	1.77	1.17	0.64	0.96	NA
1939	1.05	0.34	1.45	1.35	3.64	1.5	0.62	1.7	1.87	1.17	0.86	1.16	NA
1940	2.12	0.87	1.41	1.42	4.14	1.46	0.78	1.33	1.32	1.18	0.86	0.55	NA
1941	2.16	1.36	1.28	1.88	3.59	1.5	1	1.63	1.53	1.14	1.15	0.61	NA
1942	3.1	1.49	0.72	1.92	3.42	1.46	0.71	1.44	1.44	1.36	1.33	0.97	NA
1943	4.9	1.66	0.71	2.55	5.41	2.65	1.25	3.22	2.11	2.7	1.78	1.83	NA
1944	4.25	3.66	0.97	2.52	4.49	2.47	1.08	2.58	2.54	2.09	1.74	1.34	NA
1945	2.81	1.36	1.09	1.9	3.27	1.45	1.19	1.65	2.92	1.5	0.97	0.65	NA
1946	3.98	2.36	2.68	3.42	4.02	3.37	1.53	2.38	5.01	2.09	1.88	1.71	NA
1947	4.3	3	2.22	3.57	3.48	2.15	1.27	1.91	3.85	1.5	1.26	1.93	NA
1948	1.55	1.52	2.27	3.67	3.44	2.98	1.32	1.4	2.64	2.73	1.48	1.71	NA
1949	2.24	1.42	2.98	4.63	3.54	3.31	1.45	1.88	4.64	4.81	1.55	1.5	4.18
1950	2.07	1.46	3.56	5.29	4.72	3.64	1.46	2.41	5.1	5.8	2.12	3.51	5.87
1951	1.13	1.18	2.03	2.52	3.06	2	1.19	1.42	2.4	2.99	1.75	1.67	2.79
1952	2.47	1.02	2.93	2.5	4.09	3.37	1.51	2.81	3.36	4.72	1.9	1.85	2.13
1953	2.51	1.69	4.07	2.36	3.91	2.99	2.11	2.65	4.28	2.61	2.03	1.94	3.19
1954	1.12	0.53	1.22	0.91	2.59	1.42	1.43	0.68	1.59	1.3	0.7	1.55	1.6
1955	2.23	0.43	1.65	1.01	3.11	2.13	1.5	1.72	2.31	2.52	0.73	1.63	2.36
1956	1.68	0.53	1.89	1.26	3.23	1.94	1.53	1.24	2.06	3.18	0.87	2.44	2.44
1957	1.45	0.42	1.65	1.1	2.44	2.13	1.16	1.15	1.65	2.3	0.75	1.7	1.68
1958	3.36	0.81	3.24	1.73	3.43	4.36	2.03	2.09	2.83	4.58	1.56	2.85	4.23
1959	3.13	0.86	4.54	1.67	2.74	4.4	2.57	2.27	2.39	3.91	1.36	2.83	2.75
1960	3.14	1.07	3.79	1.95	3.64	4.64	3.1	2.02	2.89	4.41	1.93	3.25	2.46
1961	3.44	1.27	3.16	1.48	3.87	6.32	3.33	2.08	3.22	4.64	2.24	3.48	3
1962	2.62	1.13	2.96	1.39	2.96	3.59	2.07	1.35	2.5	3.93	1.79	1.94	1.71
1963	2.47	1.26	1.88	1.62	2.79	4.46	2.21	1.13	3.82	4.49	1.41	1.74	2.22
1964	2.11	2.02	2.69	1.86	2.69	3.64	2.19	1.56	3.2	3.88	1.49	2.64	3.95
1965	1.94	1.79	4.04	1.84	3.16	4.87	2.52	1.95	3.01	5.83	1.72	3.19	4.06
1966	1.75	1.98	3.75	1.44	2.45	4.13	2.13	0.85	2.69	5.67	1.81	2.2	2.47
1967	2.39	2.62	3.73	1.82	3.24	5.08	2.1	1.33	3.14	5.71	2.18	2.86	3.25
1968	1.93	2.51	4.13	1.56	3.08	5.2	2.45	0.72	2.49	5.68	2.04	2.31	2.69
1969	2.58	3.15	4.7	2.15	3.72	6.77	3.65	1.36	4.45	7.41	2.3	3.33	4.88
1970	2.12	2.89	4.58	1.81	3.99	5.61	3.53	1.18	3.5	7.01	2.25	1.72	3.96
1971	2.4	2.83	4.45	2.31	4.01	7.14	3.87	1.74	5.04	6.43	2.09	2.14	4.8
1972	1.97	2.46	3.75	1.15	2.83	5.05	2.9	1.33	3.46	5.28	2.29	1.56	2.78
1973	1.53	3.28	4.12	1.71	3.44	5.42	3.51	1.17	3.6	5.76	2.5	2.02	1.88
1974	1.84	4.96	3.66	1.87	3.08	5.3	3.2	1.23	2.87	5.58	1.8	1.37	1.83
1975	1.32	4.92	4	1.82	3.26	6.06	3.22	2.03	4.19	5.94	2.38	1.59	1.91
1976	1.36	2.44	2.94	1.77	2.16	4.85	2.32	1.47	3.77	2.21	2.52	1	2.71
1977	1.46	2.44	3.39	1.94	2.54	4.62	1.78	1.27	2.61	2.65	2.37	1.56	1.75
1978	0.91	2.51	3.92	2.27	2.08	4.93	2.06	0.81	2.32	2.44	2.74	1.13	2.09
1979	1.78	2.39	3.42	2.22	2.77	5.4	3.23	1.02	2.72	2.15	3.06	0.91	3.55
1980	1.4	2.64	2.06	2.21	2.89	4.94	2.73	1.34	2.61	3.17	2.62	0.99	2.75
1981	0.87	2.8	2.19	1.58	1.95	3.3	2.05	0.85	2.01	1.97	2.5	0.24	2
1982	1.65	2.18	2.75	2.37	2.58	5.84	2.93	1.3	2.21	1.9	2.85	0.85	2.46
1983	1.32	2.06	1.11	1.9	2.49	4.02	2.66	0.36	1.55	2.04	2.43	0.6	2.3
1984	0.81	2.12	1.49	1.4	2.72	3.5	2.77	0.39	1.43	1.71	2.87	0.52	2.49
1985	1.47	2.43	1.79	1.66	1.77	3.52	3.94	1.14	1.27	2.19	2.36	0.64	1.94
1986	0.91	1.89	2.17	1.37	1.58	3.88	3.05	1.15	1.09	1.59	2.81	0.31	2.64
1987	1.14	2.2	2.31	1.68	1.77	4.59	3.3	1.12	1.09	1.48	2.46	0.4	2.53
1988	1.09	2	2.8	1.57	2.09	4.89	3.07	1.07	1.85	1.86	3.08	0.86	4.24
1989	1.3	1.91	1.54	1.45	2.17	4.04	2.84	0.86	1.43	1.6	3.02	0.36	2.84
1990	1.18	1.71	2.8	1.65	2.14	4.84	3.19	0.76	2.13	1.78	1.6	0.48	3.49
1991	1.41	2.27	3.25	1.43	2.36	4.84	3.6	0.84	1.86	1.97	1.77	0.77	3.31
1992	1.03	1.24	1.96	1.1	1.73	3.83	2.78	0.45	1.4	1.24	1.53	0.53	2.89
1993	1.03	1.11	1.08	1.4	1.38	2.54	2.58	0.65	1.01	0.74	1.06	0.41	1.82
1994	1.57	2.19	2.04	1.9	1.89	4.17	3.67	0.79	2.06	1.58	1.8	0.65	3.25
1995	1.04	1.44	1.15	1.33	1.53	2.89	2.09	0.69	1.59	1.09	1.23	0.18	2.07
1996	0.84	0.9	1.46	0.6	1.7	2.76	2.17	0.5	2.05	0.95	1.05	0.31	1.55
1997	1.28	1.03	1.64	0.78	1.52	3.17	2.21	0.71	2.1	1.31	1.01	0.37	1.77
1998	1.06	1.31	1.06	0.64	1.53	2.27	1.71	0.7	1.37	1.12	1.14	0.27	1.69
1999	1.13	1.28	1.56	0.67	2.02	3.98	2.85	0.66	2.05	1.46	0.96	0.57	3.44
2000	1.13	1.17	1.3	0.72	1.68	2.42	1.63	0.56	1.42	0.94	1.03	0.41	2.42
2001	1.08	1.14	0.59	0.59	1.98	2.66	1.84	0.5	1.89	1.19	0.71	0.47	2.63
2002	1	0.9	1.02	0.64	1.38	2.29	1.28	0.54	1.26	0.86	0.78	0.3	1.51
2003	0.86	0.68	1.03	0.57	1.31	1.88	1.3	0.48	1.44	1.04	0.89	0.42	1.59
2004	0.99	1.07	0.99	0.86	1.29	1.88	1.41	0.49	1.23	1.05	0.88	0.38	1.23
2005	1.07	1.42	1.4	0.74	1.15	1.83	1.39	0.54	1.37	1.03	0.94	0.27	1.47
2006	1.3	1.47	1.6	0.97	1.08	1.82	1.64	0.59	1.44	1.07	0.9	0.35	1.48
2007	NA	NA	NA	NA	NA	2.37	1.87	0.58	1.21	0.95	1	0.28	1.17
2008	NA	NA	NA	NA	NA	1.65	2.09	0.45	0.81	0.68	0.74	0.37	1.06
2009	NA	NA	NA	NA	NA	2.19	1.49	0.53	0.92	0.83	0.88	0.29	0.73
2010	NA	NA	NA	NA	NA	1.78	1.29	0.4	0.82	0.74	0.89	0.29	0.63
2011	NA	NA	NA	NA	NA	2.05	1.24	0.35	0.59	0.89	0.92	0.24	0.55
