# Weber - Bat - FASY - ITRDB CHE566
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41820
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41820.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che566-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che566.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che566.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - Bat - FASY - ITRDB CHE566
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Bat
#   Location: Switzerland
#   Northernmost_Latitude: 47.39065
#   Southernmost_Latitude: 47.39065
#   Easternmost_Longitude: 7.45293
#   Westernmost_Longitude: 7.45293
#   Elevation_m: 700
#--------------------
# Data_Collection
#   Collection_Name: CHE566
#   First_Year: 1891
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BAT_Bu08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT_Bu03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT_Bu07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT_Bu06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT_Bu11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT_Bu01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT_Bu02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT_Bu05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT_Bu04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT Bu04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BAT Bu08_raw	BAT Bu03_raw	BAT Bu07_raw	BAT Bu06_raw	BAT Bu11_raw	BAT Bu01_raw	BAT Bu02_raw	BAT Bu05_raw	BAT Bu04_raw
1967	1.97	2.02	2.44	3.32	1.8	1.4	1.7	1.81	1.24
1968	1.67	1.74	2.87	4.08	1.78	1.45	0.55	2.07	1.02
1969	1.88	1.48	2.65	4.15	1.75	1.69	0.87	1.72	0.8
1970	1.47	1.3	2.1	4.07	1.64	1.23	0.68	1.18	0.62
1971	1.53	0.62	2.15	3.64	1.65	1.04	0.58	0.99	0.6
1972	1.46	1.2	1.94	3.07	2.06	1.42	1.38	1.4	0.81
1973	1.08	1.86	1.71	2.9	1.75	1.4	1.68	1.15	1.03
1974	1.83	0.91	1.58	2.34	1.57	1.32	1.66	1.22	0.82
1975	2.33	1.3	2.19	2.55	1.56	2.35	1.93	1.22	0.67
1976	1.62	0.94	2.48	1.57	1.72	1.5	0.72	1.16	0.77
1977	1.91	1.97	2.45	1.25	2.27	1.85	1.04	1.4	1.41
1978	1.79	1.86	3.06	1.43	2.06	2.3	1.27	1.25	1.24
1979	1.18	1.84	3.86	2.14	2.23	2.03	1.77	1.49	1.49
1980	1.3	2.56	4.3	1.79	2.3	2.85	2.39	1.96	1.9
1981	0.76	2.64	5.07	2.2	1.58	2.3	2.07	1.4	1.72
1982	1.86	2.9	6.16	2.3	2.61	2.61	3.48	1.8	2.2
1983	2.12	1.75	4.84	1.85	2.21	1.74	2.04	1.54	2.04
1984	2.18	1.88	3.29	1.74	2.34	1	1.52	2.53	2
1985	2.51	2.33	3.33	2.29	2.34	1.69	1.62	3.88	2.42
1986	1.75	1.66	2.82	1.83	1.97	1.35	0.95	1.83	1.76
1987	1.9	2.47	2.89	1.48	1.54	0.9	0.7	2.93	2.13
1988	2.56	2.41	3.62	2.15	1.95	1.14	0.82	2.51	2.2
1989	1.48	2.07	2.39	1.29	1.59	0.97	1.08	1.42	1.62
1990	1.41	3.12	2.06	0.91	2.42	0.77	1.22	1.38	1.87
1991	0.97	3.49	2.32	1.15	1.66	0.84	1.18	1.21	1.62
1992	0.95	2.12	2.02	1.49	1.3	0.89	0.99	0.66	1.7
1993	1.36	1.87	2.07	1.81	1.63	1.27	1.51	0.85	1.25
1994	2.8	2.01	2.56	1.92	2.91	2.24	1.65	1.38	2.07
1995	2.02	1.42	1.77	2.02	3.33	1.91	1.01	1.43	2.51
1996	1.54	1.37	1.76	1.6	3.01	1.71	0.61	1.55	1.75
1997	2.25	2.23	1.55	1.43	3.42	2.5	2.47	2.43	1.7
1998	1.73	1.65	1.43	1.43	3.31	2.24	1.52	1.46	1.42
1999	1.55	1.3	1.56	1.44	2.93	1.22	1.27	1.74	2.12
2000	1.16	0.92	1.07	1.28	2.89	1.13	1.21	0.72	1.74
2001	1.72	1.16	1.29	1.73	3.03	1.24	1.85	1.26	2.94
2002	0.96	1.02	1.19	1.32	2.53	1.22	0.88	1.13	2.44
2003	0.95	1.08	1.15	1.32	2.35	1.38	0.83	1.04	2.42
2004	1.03	1.2	1.4	0.98	2.73	0.93	0.72	0.96	1.91
2005	0.84	1.01	1.7	1.33	3	1.24	0.9	1.18	1.68
2006	0.74	0.75	1.3	1.31	1.97	1.23	1.09	0.82	1.73
2007	1.26	0.94	1.75	0.89	2	1.2	0.73	0.65	1.68
2008	0.82	0.8	1.42	1.11	2.35	1.57	1.12	1.13	1.4
2009	1.13	0.92	1.22	0.86	2.06	1.7	1.42	1.34	1.58
