# Weber - BAT - FASY - ITRDB CHE582
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41836
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41836.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che582-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che582.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che582.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - BAT - FASY - ITRDB CHE582
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: BAT
#   Location: Switzerland
#   Northernmost_Latitude: 47.3841667
#   Southernmost_Latitude: 47.3841667
#   Easternmost_Longitude: 7.45
#   Westernmost_Longitude: 7.45
#   Elevation_m: 670
#--------------------
# Data_Collection
#   Collection_Name: CHE582
#   First_Year: 1889
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BAT01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BAT01a_raw	BAT02a_raw	BAT03a_raw	BAT04a_raw	BAT05a_raw	BAT06a_raw	BAT07a_raw	BAT08a_raw	BAT09b_raw	BAT10a_raw	BAT11a_raw
1954	1.52	1.56	1.23	1.12	1.25	1.74	1.9	2.39	2.16	2.17	1.29
1955	2.28	2.23	1.67	1.3	1.9	3.93	2.27	3.31	2.99	3.03	2.06
1956	1.47	1.66	1.98	1.2	1.78	3.43	1.7	2.17	1.54	2.26	1.72
1957	1.67	1.88	1.94	0.97	1.54	3.43	2.03	2.16	2.72	2.18	1.37
1958	2.36	2.28	2.67	1.17	1.72	2.95	2.19	3.12	3.76	3.16	1.75
1959	1.57	1.66	2.06	1.06	1.16	2.6	1.45	2.49	3.63	3.35	1.44
1960	1.21	1.31	1.55	1.42	1.22	2.19	1.17	1.84	3.02	2.38	1.26
1961	1.67	1.67	2.59	1.37	2.03	2.52	1.49	3.14	3.46	2.85	1.41
1962	1.37	1.56	1.57	1.17	2.88	1.72	1.63	2.06	3.08	1.88	1.66
1963	1.85	1.65	1.99	1.17	1.24	2.82	1.25	1.86	3.01	2.03	1.51
1964	1.95	1.66	1.54	0.94	2.19	3.52	1.34	2.14	3.16	2.18	1.57
1965	2.22	2.22	2.06	1	1.69	3.91	1.68	2.02	3.49	1.88	1.82
1966	1.83	1.89	2.16	1.05	1.63	3.12	1.3	1.84	3.26	1.73	1.82
1967	1.73	1.92	1.67	1.09	1.87	2.81	1.59	2.04	3.58	2	1.78
1968	2.07	0.82	1.42	0.9	1.51	3.64	1.51	2.19	3.79	2.32	1.7
1969	2.58	1.02	1.27	0.78	1.12	3.95	1.6	2.5	3.81	2.86	1.74
1970	1.98	0.77	1.43	0.61	0.91	3.85	1.8	2.49	3.9	2.34	1.61
1971	2.08	0.5	0.73	0.52	1.34	3.21	1.7	2.7	4.6	2.45	1.62
1972	1.81	1.35	1.22	0.71	1.23	2.67	1.68	2.63	3.8	3	2.12
1973	1.66	1.65	1.57	0.99	1.25	2.4	1.61	2.34	4.35	2.29	1.61
1974	2.26	1.58	1	0.82	1.12	1.9	1.93	2.75	3.49	2.29	1.5
1975	1.98	1.72	1.07	0.75	0.95	2.18	2.38	2.24	3.86	2.87	1.44
1976	1.09	0.6	0.93	0.77	1.2	1.54	1.65	1.03	2.38	1.36	1.64
1977	1.85	0.97	1.86	1.46	1.16	1.39	2.85	1.54	2.36	2.54	2.19
1978	2.25	1.12	1.86	1.17	1.47	1.73	3.36	1.96	2.29	2.98	2.09
1979	2.19	1.78	1.82	1.47	1.73	2.18	3.81	2.34	2.32	2.78	2.2
1980	2.06	2.65	2.59	1.74	1.71	1.94	4.65	2.75	3.05	3.54	2.23
1981	2.52	2.26	2.94	1.23	2.24	1.94	4.87	2.24	3.1	3.68	1.61
1982	3.21	3.29	3.25	1.91	1.82	1.86	4.45	2.5	3.7	4.62	2.53
1983	2.22	1.8	1.88	1.85	1.98	1.77	2.47	1.94	2.8	2.94	2.22
1984	1.13	1.2	1.68	1.97	0.44	1.34	2.28	2.05	3.02	3	2.13
1985	1.86	1.22	2.3	2.39	3.52	1.57	2.82	2.4	3.14	3.13	2.26
1986	1.33	0.82	1.61	1.85	1.82	1.22	2.53	2.25	2.35	2.55	1.98
1987	1.06	0.65	2.7	1.95	3	1.14	2.75	2.62	2.23	3.04	1.5
1988	1.57	0.83	3.26	1.92	2.45	1.52	3.43	3.07	2.64	3.27	2.08
1989	0.98	1.18	2.7	1.62	1.3	1.4	2.37	2.28	2.03	1.74	1.7
1990	0.62	1.41	3.12	1.93	1.46	1.07	2.78	2.27	1.77	2.11	2.3
1991	0.88	1.62	3.06	1.71	1.17	1.21	2.18	2.34	1.9	1.58	1.6
1992	0.97	1.51	1.79	1.64	0.58	1.12	1.85	2.63	1.85	2.22	1.22
1993	1.12	1.64	1.4	1.28	0.79	1.45	1.83	2.18	2.29	2.32	1.68
1994	1.6	1.6	1.55	1.95	1.41	1.53	2.76	2.86	2.7	2.62	2.81
1995	1.38	0.89	1.2	2.44	1.4	1.62	2.91	2.28	1.56	1.82	3.13
1996	1.3	0.53	1.38	1.37	1.89	1.49	2.78	1.72	1.1	1.25	2.86
1997	1.29	1.96	2.16	1.46	2.58	1.29	2.56	2.51	1.28	1.91	3.35
1998	0.99	1.42	1.47	1.49	1.63	1.06	3.19	2.06	1.78	3.34	3.3
1999	0.68	1.42	1.44	1.9	1.94	1.16	2.18	2.37	1.98	2.39	2.91
2000	0.88	1.32	0.91	1.6	0.78	1.01	2.03	2	1.46	2.18	2.73
2001	0.88	2.15	1.19	2.8	1.29	1.45	2.24	2.4	3.1	3.65	3.05
2002	0.9	1.12	1.23	1.89	1.2	1.24	1.66	2.48	2.64	2.48	2.64
2003	0.91	0.98	1.11	2.08	0.96	1.05	1.21	2.53	2.76	1.48	2.25
2004	0.5	0.86	1.42	1.63	0.84	0.96	1.21	2.97	0.44	1.42	2.65
2005	0.98	1.13	1.15	1.51	1.13	1	1.27	2.32	1.46	1.7	2.86
2006	0.82	1.19	0.82	1.75	0.74	1.04	1.38	1.87	2.02	1.67	2.21
2007	0.81	0.77	1.16	1.52	0.54	0.7	1.52	1.97	2.06	2.19	1.92
