# Esper - Reykjavik 0RSG0 - PCSI - ITRDB ISL007
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42140
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42140.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl007-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl007.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/isl007.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Reykjavik 0RSG0 - PCSI - ITRDB ISL007
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Reykjavik 0RSG0
#   Location: Iceland
#   Northernmost_Latitude: 64.130178
#   Southernmost_Latitude: 64.130178
#   Easternmost_Longitude: 21.879431
#   Westernmost_Longitude: 21.879431
#   Elevation_m: 14
#--------------------
# Data_Collection
#   Collection_Name: ISL007
#   First_Year: 1962
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0RSG1011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0RSG1011_raw	0RSG1012_raw	0RSG1061_raw	0RSG1062_raw	0RSG1071_raw	0RSG1072_raw	0RSG1081_raw	0RSG1082_raw	0RSG1091_raw	0RSG1092_raw	0RSG1111_raw	0RSG1112_raw	0RSG1131_raw	0RSG1132_raw	0RSG1141_raw	0RSG1142_raw	0RSG1171_raw	0RSG1172_raw	0RSG1181_raw	0RSG1182_raw	0RSG1191_raw	0RSG1192_raw	0RSG6021_raw	0RSG6022_raw	0RSG6031_raw	0RSG6032_raw	0RSG6061_raw	0RSG6062_raw	0RSG6121_raw	0RSG6122_raw	0RSG6141_raw	0RSG6142_raw	0RSG6171_raw	0RSG6172_raw
2001	4.58	3.8	3.93	4.7	4.76	3.43	5.14	4.77	3.89	4.27	2.59	3.43	2.87	2.05	7.56	7.01	1.1	2.51	6.27	2.14	3.25	3.73	1.63	3.29	3.47	2.76	1.74	1.91	1.23	2.76	4.23	3.23	2.19	1.59
2002	3.73	2.51	1.97	3.89	3.17	3.55	5.41	4.61	2.59	2.85	2.8	2.63	2.16	1.57	5.93	6.64	2.03	2.93	5.21	2.78	3.4	3.57	1.31	5.54	2.82	1.67	1.54	1.47	1.23	2.47	2.4	1.77	0.15	2.55
2003	3.62	3.09	2.04	2.49	1.53	1.98	4.38	3.69	2.31	1.44	2	2.72	1.97	1.87	7.24	8.42	2.18	2.61	4.93	4.35	1.42	1.29	1.65	7.58	3.18	2.12	1.45	2.22	1.13	2.78	2.72	3.31	0.72	1.58
2004	3.97	3.93	2.94	1.99	0.39	0.34	4.18	2.83	0.88	0.86	1.56	2.11	2.66	1.34	5.59	7.65	1.76	2.56	6.4	6.38	0.69	1	1.23	1.26	1.9	1.77	0.43	0.63	2.39	2.85	2.29	2.38	1.14	1.17
2005	4.97	7.12	2.83	2.62	0.65	1.2	5.06	3.45	1.35	1.3	2.16	2.83	2.5	1.9	5.75	7.63	2.14	2.83	8.04	9.02	1.37	2.05	1.03	1.08	0.78	0.86	0.93	0.91	3.84	3.56	2.12	1.89	2.63	3.75
2006	3.81	6.43	2.98	2.26	1.42	2.3	4.21	3.42	1.9	1.54	2.17	2.52	1.62	1.88	4.27	4.9	1.74	2.3	6.34	7.35	2.15	2.36	1.27	1.13	1.05	1.11	0.61	0.73	1.23	1.98	2.89	3.82	4.52	1.99
2007	1.39	1.96	0.24	0.15	0.17	0.39	0.43	0.58	0.32	0.73	1.61	1.39	0.54	0.49	2.9	2.2	0.33	0.9	1.85	2.33	0.15	0.3	0.65	1.04	1.17	1.17	0.52	0.43	0.37	1.2	1.1	1.61	1.43	0.19
2008	1.82	2.76	0.7	0.56	0.24	0.39	0.72	1.89	0.39	0.73	1.14	1.71	0.59	0.7	4.09	3.75	0.56	0.92	2.53	3.25	0.21	0.23	0.58	1.55	0.96	0.71	0.75	0.5	0.28	0.84	0.11	0.33	1.46	0.23
2009	3.25	5.45	0.66	1.17	0.01	0.5	2.78	5.34	NA	NA	1.93	2.69	1.4	1.45	4.23	4.26	1.05	1.88	3.51	4.67	1.2	0.67	0.84	0.98	0.73	0.83	1.03	0.86	0.3	1.25	0.36	0.4	3.05	1.22
2010	2.44	4.19	2.21	1.98	0.35	1.68	3.83	6.2	NA	NA	2.58	2.64	1.66	1.4	4.34	5.91	1.65	2.77	4.07	5.49	1.49	1.23	0.68	0.57	1.17	1.16	0.51	0.5	0.54	2.26	1.17	2.73	1.94	0.98
2011	1.97	4.5	4.89	2.67	1	1.64	4.23	5.06	NA	NA	2	1.9	NA	NA	5.43	5.11	1.5	2.22	4.36	4.95	1	0.87	NA	0.81	0.46	0.5	0.44	0.6	0.72	3.27	2.5	5.01	0.32	NA
2012	3.28	6.5	3.23	2.5	NA	NA	4.87	5.49	NA	NA	1.89	1.45	NA	NA	6.99	7.03	2.37	3.48	3.47	4.69	1.56	1.63	NA	1.63	NA	NA	0.86	0.95	2.17	4.56	0.99	1.99	0.58	NA
2013	3.17	5.55	NA	0.73	NA	NA	2.83	3.56	NA	NA	2	1.5	NA	NA	4.2	3.2	NA	1.69	2.19	3.99	1.85	1.45	NA	0.88	NA	NA	0.68	0.77	0.73	3.62	NA	NA	2.43	NA
2014	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.31	NA	NA	0.74	0.26	NA	NA	NA	NA	NA	NA	0.45	0.55	NA	NA	NA	NA	1.84	NA
2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.18	NA	NA	NA	NA	NA	NA	0.46	0.52	NA	NA	NA	NA	NA	NA
2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
