# Lévesque - Balgach - PCAB - ITRDB CHE489
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41743
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41743.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che489-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che489.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che489.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Balgach - PCAB - ITRDB CHE489
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Balgach
#   Location: Switzerland
#   Northernmost_Latitude: 47.4125
#   Southernmost_Latitude: 47.4125
#   Easternmost_Longitude: 9.606944444
#   Westernmost_Longitude: 9.606944444
#   Elevation_m: 600
#--------------------
# Data_Collection
#   Collection_Name: CHE489
#   First_Year: 1884
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BAP01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAP15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAP15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BAP01_raw	BAP02_raw	BAP03_raw	BAP04_raw	BAP05_raw	BAP06_raw	BAP07_raw	BAP08_raw	BAP10_raw	BAP11_raw	BAP13_raw	BAP14_raw	BAP15_raw
1944	1.07	2.19	1.77	1.6	1.29	0.95	2.55	2.88	1.15	1.34	4.69	2.04	2.74
1945	2.88	1.46	1.5	1.94	1.54	1.15	4.22	3.04	1.27	1.49	4.86	2.6	3.49
1946	2.6	1.55	1.47	1.43	1.53	1.05	3.47	1.68	0.84	0.91	2.68	2.25	2.64
1947	1.96	1.45	1.59	2.49	1.18	1.27	3.1	2.78	1.22	1.04	3.5	1.83	1.98
1948	2.41	1.41	1.24	2.91	0.88	1.33	2.58	2.07	1.49	1.2	3.84	2.03	2.09
1949	1.27	1.46	1	2.44	1.25	1.37	1.78	1.57	1.24	0.77	2.99	1.32	1.21
1950	2	1.71	1.07	2.87	1.87	1.07	1.58	1.81	1.23	0.81	2.92	1.47	1.47
1951	3.07	2.4	1.04	3.45	2.9	0.94	1.94	1.38	1.03	0.7	1.31	1.57	1.9
1952	1.77	1.79	1.15	2.8	2.37	1.11	1.69	2.02	0.99	0.64	1.68	1.06	1.75
1953	1.98	2.44	1.82	3.34	3.26	1.06	1.48	1.89	1.36	0.9	1.85	1.24	2.73
1954	1.92	3.2	1.87	3.5	4.32	1.46	2.43	2.93	1.48	1.34	2.03	2.13	2.82
1955	3.95	3.65	2.85	5.3	6.47	1.99	2.69	5.56	2.46	1.58	2.7	2.71	2.85
1956	4.15	2.57	2.89	5.48	5.01	1.88	5.76	4.35	2.65	2.09	2.73	2.25	1.91
1957	3.26	2.59	3.92	6.37	6.29	2.37	5.17	4.15	3.5	2.34	2.11	2.52	1.79
1958	1.75	2.44	2.27	4.71	4.9	1.54	3.19	1.75	2.37	1.41	1.74	1.95	1.59
1959	2.51	2.47	2.18	4.59	5.12	1.69	2.83	1.5	2.43	1.05	1.99	2.01	1.7
1960	2.72	2.73	1.91	3.32	5.2	1.38	4.45	1.56	2.08	1.49	2.67	1.9	1.75
1961	1.68	4.34	2.3	4.38	6.65	2.12	4.38	1.75	1.67	1.74	2.23	2.76	2.17
1962	0.74	3.13	1.58	3.29	3.59	1.67	3.35	2.74	1.46	1.35	1.84	1.97	1.71
1963	1.22	2.52	1.68	3.32	4.64	2.41	4.53	1.63	2.19	2.22	2.06	2.3	2.35
1964	1.75	2.57	1.45	2.3	3.64	1.95	2.46	1.2	1.96	1.88	1.89	1.86	2.09
1965	2.11	2.68	1.45	2.27	3.13	1.44	2.6	1.34	1.79	1.76	1.55	2.35	1.79
1966	3.28	4.15	1.66	2.4	2.75	1.64	2.55	2.04	2.05	2.28	2.06	3.18	2.38
1967	2.34	3.64	1.55	2.42	1.8	1.63	1.56	1.47	2.08	1.85	1.83	3.02	2.47
1968	1.94	2.29	1.11	2.47	2.49	1.47	2.18	1.06	2.72	1.48	1.42	2.38	1.66
1969	1.99	2.63	1.14	3.05	2.3	2.15	1.33	1.13	2.32	1.54	1.28	2.08	1.66
1970	2.72	1.9	1.1	3.11	2.59	1.92	1.65	1.19	2.26	1.41	1.34	1.88	2.26
1971	2.74	4.83	0.98	2.82	3.47	1.49	3.14	0.77	1.72	1.05	1.04	1.84	2.39
1972	2.37	3.96	1.3	3.45	3.82	1.68	3.6	1.28	1.72	1.75	1.46	2.33	3.39
1973	2.1	3.04	1.34	3.27	1.8	1.68	1.92	1.76	2.32	1.56	1.86	1.92	4.06
1974	2.71	2.53	1.38	2.72	2.02	1.36	1.89	1.1	1.94	1.41	1.62	1.83	4.4
1975	2.68	1.94	1.6	2.1	2.08	1.99	0.91	0.87	2.12	1.11	1.66	1.57	3.6
1976	1.65	1.31	0.89	1.91	1.41	1.86	1.31	0.6	1.22	0.97	2.16	1.44	3.25
1977	2.89	2.31	1.3	2.71	3.14	2.31	1.76	1.01	1.33	1.16	2.31	2.41	3.15
1978	2.37	2.06	1.6	2.75	3.41	3.02	1.45	1.06	1.76	1.56	3.71	2.65	3.56
1979	2.58	2.3	1.26	2.62	3.17	2.58	1.33	1.25	1.62	1.95	2.84	1.82	2.98
1980	3.4	1.59	1.55	2.83	3.2	2.51	2.02	0.66	0.9	1.57	1.55	1.69	2.43
1981	4.54	1.96	2.24	3.57	4.31	3.63	2.36	1.84	1.84	1.59	2.1	2.33	3.17
1982	3.58	1.5	1.85	2.34	4.47	2.37	1.83	1.32	2.03	1.6	2.64	1.83	4.36
1983	2.31	1.12	1.2	1.8	4.45	2.76	1.25	0.76	1.54	1.61	2.37	1.76	4.17
1984	1.63	1.09	0.94	1.42	3.93	2.07	1.12	0.62	1.25	1.6	1.84	1.37	3.11
1985	3.96	1.95	1.2	2.56	6.66	3	1.77	1.26	1.65	2.38	2	1.28	3.99
1986	3.43	2.56	1.07	2.48	5.54	2.81	1.87	1.22	1.97	1.88	1.52	2.21	3.4
1987	2.1	2.5	1.27	2.74	5.32	3.06	2.02	0.89	2.05	2.56	2.14	1.78	3.18
1988	1.59	2	1.03	2.63	3.58	4.31	1.77	0.94	2.28	3.4	2.91	2.7	2.78
1989	2.02	2.08	1.07	2.82	3.34	4.2	2.88	1.02	2.7	3.1	2.45	2.19	2.21
1990	2.42	1.92	1.28	1.78	3.39	3.46	2.3	1.25	2.55	2.68	2.37	2.12	2.07
1991	3.61	1.89	0.93	1.65	4.65	2.9	2.5	1.06	2	2.34	2.16	1.68	1.77
1992	3.18	2.41	0.97	1.15	3.96	2.05	2.42	0.77	1.23	2.31	1.06	1.77	1.62
1993	3.24	1.44	0.77	1.02	5.69	2.66	2.23	0.69	1.16	2.38	1.11	1.55	2.02
1994	5.29	1.65	0.93	1.51	7.52	2.76	2.39	0.93	1.62	2.89	1.34	1.9	4.48
1995	4.58	1.74	1	1.33	6.85	2.11	2.22	0.78	1.9	2.4	2.16	1.54	3.65
1996	4.53	3.07	1.13	2.24	8.11	2.62	1.44	0.82	2.83	3.17	2.45	1.45	3.69
1997	4.76	3	1.4	2.22	7.07	2.28	1.65	0.63	2.75	3.59	3.34	1.43	6.76
1998	2.84	2.05	0.89	1.5	3.53	2.15	1.45	0.67	3.35	2.69	2.26	1.42	3.75
1999	4.44	1.38	1.17	1.39	5.04	2.36	1.26	0.54	3.04	3.18	4.25	1.67	3.14
2000	2.42	1.3	0.73	1.31	2.97	2.88	1.07	0.64	2.68	2.21	3.14	1.78	3.35
2001	3.53	1.89	1.03	1.28	3.97	2.57	1.72	0.39	1.93	2.67	2.77	1.87	2.67
2002	5.08	1.68	1.15	1.26	5.38	3.07	1.98	0.71	1.98	3.1	3.74	2.24	3.17
2003	2.11	1.35	0.64	0.69	1.73	1.55	0.75	0.48	1.27	1.69	1.62	1.11	2.16
2004	2.4	1.7	0.77	0.74	1.59	1.76	0.83	0.6	2.11	2.21	1.96	1.64	4.11
2005	2.22	2.17	0.84	1.09	1.48	1.79	0.56	0.8	1.99	2.24	3.46	1.91	6.47
2006	2.02	1.47	0.86	1.37	1.31	1.69	0.55	0.61	1.34	1.82	1.38	1.39	3.31
2007	2.88	1.95	0.87	1.36	1.88	1.71	0.45	0.62	1.58	1.73	2.22	1.34	4.41
2008	5.99	1.5	1.04	0.89	1.29	1.75	0.41	1.07	1.94	1.57	2.55	1.77	6.3
2009	5.04	1.62	1.07	0.86	2.88	1.88	0.57	0.9	2.3	1.52	1.61	1.48	4.27
2010	3.95	1.66	1.18	0.9	4.78	1.82	0.39	1.04	2.46	1.78	2.83	1.81	5.58
