# Weber - NES - QUPE - ITRDB CHE595
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41849
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41849.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che595-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che595.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che595.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - NES - QUPE - ITRDB CHE595
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: NES
#   Location: Switzerland
#   Northernmost_Latitude: 47.66658
#   Southernmost_Latitude: 47.66658
#   Easternmost_Longitude: 8.51041
#   Westernmost_Longitude: 8.51041
#   Elevation_m: 530
#--------------------
# Data_Collection
#   Collection_Name: CHE595
#   First_Year: 1859
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NES04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES25a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES25a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES28a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES28a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES31a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES31a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES36a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES36a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES39a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES39a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NES04a_raw	NES13a_raw	NES21a_raw	NES22a_raw	NES25a_raw	NES26a_raw	NES28a_raw	NES31a_raw	NES36a_raw	NES39a_raw
1932	1.65	0.95	0.57	1.04	1.37	1.06	1.97	1.1	1.57	1.3
1933	0.82	0.54	0.38	0.75	0.92	0.49	0.92	0.51	1.1	0.86
1934	0.41	0.54	0.28	0.66	0.62	0.52	0.82	0.47	0.56	0.78
1935	0.9	0.79	0.32	0.87	0.91	0.7	1.34	0.84	1.03	0.93
1936	0.54	0.56	0.26	0.63	1.07	0.64	0.83	0.51	0.84	1.12
1937	0.63	0.51	0.23	0.57	0.73	0.43	0.81	0.44	0.66	0.66
1938	0.89	0.56	0.27	0.5	0.7	0.71	0.57	0.62	0.95	0.74
1939	0.69	0.72	0.26	0.38	0.48	0.77	0.69	0.64	0.61	0.57
1940	0.72	0.39	0.35	0.38	0.67	0.82	0.68	0.59	0.69	0.54
1941	0.68	0.55	0.29	0.4	0.45	0.59	0.55	0.64	0.52	0.49
1942	0.63	0.57	0.37	0.35	0.66	0.72	0.55	0.8	0.66	0.46
1943	0.52	0.46	0.31	0.36	0.54	0.29	0.73	0.68	0.47	0.63
1944	0.68	0.48	0.4	0.38	0.51	0.58	0.67	0.84	0.62	0.36
1945	0.85	0.45	0.28	0.35	0.52	0.45	0.47	0.69	0.44	0.37
1946	1.43	0.65	0.84	0.64	0.81	1.02	1	1.33	1.3	1.1
1947	0.88	0.77	0.59	0.53	0.67	0.66	0.7	1.04	0.85	0.68
1948	0.57	0.51	0.32	0.47	0.57	0.59	0.47	0.54	0.57	0.53
1949	0.74	0.73	0.27	0.6	0.79	0.58	0.81	0.75	0.77	0.82
1950	0.78	0.8	0.3	0.71	0.93	0.66	0.69	0.94	0.94	0.74
1951	1.54	0.84	0.56	0.67	0.87	0.63	1.08	0.58	1.07	1.29
1952	1.22	0.77	0.73	0.67	0.81	0.83	1.23	1.07	1.22	0.88
1953	1.18	0.66	0.83	0.53	0.81	0.84	0.78	0.68	1	1.17
1954	1.15	0.59	0.31	0.57	0.62	0.69	0.69	0.67	0.77	0.78
1955	1.4	0.88	0.65	0.84	1	0.74	1.25	0.71	1.35	1.15
1956	1.27	0.9	0.5	0.49	1.08	1	0.73	0.77	1.12	1.08
1957	1.05	0.55	0.46	0.41	0.62	0.51	0.71	0.53	0.56	0.79
1958	1.43	1.05	0.58	0.9	0.71	0.88	1.1	1.24	1.03	1.11
1959	1.44	1.11	0.51	0.45	0.57	0.58	0.82	0.76	1.01	0.91
1960	1.29	1.04	0.42	0.66	0.73	0.61	1.09	0.65	1.18	1.18
1961	1.34	1.17	0.63	0.56	0.66	0.98	1.16	0.84	1.15	1.15
1962	1.26	0.94	0.33	0.57	0.7	0.86	1.09	0.77	0.85	1.1
1963	1.33	0.77	0.29	0.54	0.84	0.56	0.98	0.7	0.92	1.16
1964	1.23	0.73	0.38	0.56	0.63	0.66	0.57	0.89	0.83	1.11
1965	2.22	0.94	0.49	0.63	0.93	0.89	1.07	0.86	1.01	1.34
1966	1.25	0.55	0.36	0.51	0.55	0.67	0.68	0.66	0.81	0.66
1967	1.25	0.42	0.3	0.45	0.51	0.81	0.57	0.67	0.68	0.59
1968	1.12	0.54	0.43	0.42	0.54	0.66	0.57	0.72	0.8	0.66
1969	1.54	0.42	0.31	0.5	0.54	0.85	0.65	0.85	0.86	0.76
1970	1.47	0.47	0.45	0.58	0.62	0.85	0.81	0.73	0.92	0.85
1971	1.5	0.61	0.41	0.44	0.68	0.96	0.89	0.83	0.98	1.12
1972	1.3	0.85	0.44	0.58	0.53	0.62	1.02	0.69	1	1
1973	1.74	0.84	0.69	0.62	0.59	0.6	1.18	0.91	0.92	1.27
1974	1.68	0.5	0.75	0.32	0.38	0.63	0.88	0.78	0.75	1
1975	2.28	1.15	1.54	0.66	0.82	0.51	1.18	0.91	1.09	1.63
1976	1.24	0.55	0.73	0.41	0.51	0.49	0.83	0.77	0.67	0.76
1977	1.68	0.83	0.96	0.62	0.56	0.79	0.65	1.19	1.06	1.3
1978	1.52	0.44	0.44	0.48	0.35	0.52	0.76	1.02	0.79	0.99
1979	0.93	0.49	0.63	0.41	0.32	0.54	0.64	0.85	0.8	0.94
1980	2.02	0.76	0.8	0.6	0.3	0.75	0.87	1.14	1.31	1.27
1981	1.32	0.37	0.42	0.24	0.3	0.44	0.51	0.83	0.69	0.61
1982	1.83	0.66	0.74	0.56	0.44	0.74	0.83	0.9	0.82	1.25
1983	1.42	0.57	0.49	0.52	0.38	0.58	0.79	1.07	0.87	0.99
1984	1.39	0.4	0.46	0.47	0.38	0.66	0.58	0.8	0.62	0.96
1985	1.56	0.53	0.6	0.46	0.45	0.51	0.74	1.03	0.88	1.11
1986	2	0.64	0.73	0.5	0.46	0.71	0.69	0.94	0.87	1.15
1987	1.67	0.8	0.74	0.54	0.46	0.86	0.75	1.15	1.11	1.02
1988	1.38	0.58	0.82	0.49	0.38	0.87	0.66	0.99	0.81	0.97
1989	1.3	0.61	0.89	0.45	0.26	1.06	0.66	1.06	0.92	0.89
1990	1.52	0.72	1.14	0.61	0.63	1.02	0.47	0.97	1.16	1.04
1991	1.49	0.95	0.96	0.42	0.54	0.99	0.73	0.96	1.02	0.89
1992	1.49	0.49	0.8	0.49	0.57	0.78	0.7	0.78	0.75	1.09
1993	1.85	0.7	0.73	0.53	0.54	0.64	0.81	1.04	0.93	0.93
1994	2.29	1.13	1.27	0.87	1	0.96	1.39	1.69	1.18	1.44
1995	2.18	0.9	1.05	0.57	0.75	0.88	0.93	1.16	1.12	0.87
1996	1.61	0.64	0.83	0.56	0.46	0.86	0.78	1.23	0.81	1.18
1997	1.18	0.7	0.69	0.47	0.55	0.84	0.66	1.06	0.88	0.91
1998	0.74	0.56	0.42	0.45	0.44	0.53	0.68	0.86	0.67	0.59
1999	1.01	0.56	0.72	0.41	0.53	0.67	0.93	1.37	0.92	0.87
2000	0.91	0.54	0.59	0.48	0.47	0.8	0.77	0.88	0.71	0.72
2001	1.58	0.78	0.76	0.59	0.77	0.85	1.07	1.05	1.03	1.02
2002	0.98	0.53	0.55	0.31	0.42	0.65	0.67	0.88	0.9	0.67
2003	1.03	0.56	0.57	0.27	0.51	0.77	0.58	0.88	0.85	0.68
2004	0.9	0.65	0.64	0.27	0.58	0.62	0.75	0.76	0.92	0.85
2005	0.74	0.48	0.57	0.24	0.37	0.82	0.53	0.74	0.7	0.71
2006	0.9	0.56	0.78	0.29	0.63	0.77	1.03	1.03	0.99	1.16
2007	1.3	0.64	0.7	0.25	0.48	0.64	0.63	0.92	0.68	0.86
