# Weber - OBE - FASY - ITRDB CHE574
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41828
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41828.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che574-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che574.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che574.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - OBE - FASY - ITRDB CHE574
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: OBE
#   Location: Switzerland
#   Northernmost_Latitude: 47.44339
#   Southernmost_Latitude: 47.44339
#   Easternmost_Longitude: 9.17389
#   Westernmost_Longitude: 9.17389
#   Elevation_m: 565
#--------------------
# Data_Collection
#   Collection_Name: CHE574
#   First_Year: 1897
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## obe05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe28a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe28a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe29a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe29a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe31a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe31a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe36b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe36b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	obe05a_raw	obe11a_raw	obe19a_raw	obe23b_raw	obe26a_raw	obe28a_raw	obe29a_raw	obe31a_raw	obe36b_raw
1974	1.54	1.28	0.2	0.54	1.84	0.69	2.19	1.35	3.58
1975	1.97	1.74	0.05	0.88	2.08	0.49	2.28	2.11	2.32
1976	1.42	1.04	0.06	0.45	1.14	0.11	1.11	1.1	1.59
1977	1.16	1.33	0.13	0.48	2	0.49	2.22	1.56	2.33
1978	1.14	1.67	0.06	0.3	2.17	0.27	2.44	0.76	2.75
1979	1.44	0.08	0.2	0.47	2.27	0.44	2.33	0.38	2.35
1980	1.69	0.21	0.76	0.52	2.2	0.38	2.26	0.46	2.24
1981	1.45	0.76	0.67	0.35	1.56	0.09	1.71	0.18	1.45
1982	2.47	0.54	1.56	0.94	1.32	0.35	2.18	0.4	1.73
1983	2.46	0.63	2.26	1.27	1.33	0.34	2.01	0.82	2.86
1984	2.35	0.79	1.43	0.88	1.3	0.07	1.96	0.68	1.84
1985	1.64	1	1.18	0.51	1.13	0.38	2.19	0.5	1.3
1986	1.27	0.62	1.46	0.65	1.22	0.49	1.53	0.46	1.19
1987	1.6	0.39	0.96	0.48	1.41	0.08	1.95	0.5	1.05
1988	2.04	0.41	1.62	0.15	1.79	0.35	2.54	0.34	1.92
1989	1.5	0.6	1.04	0.33	1.21	0.27	1.65	0.2	1.45
1990	1.46	0.6	2.36	0.12	1.41	0.17	2.38	0.29	2.45
1991	1.79	0.5	1.98	0.5	1.38	0.24	1.68	0.44	2.97
1992	1.22	0.5	1.81	0.59	0.97	0.24	1.89	0.57	3.49
1993	0.86	0.28	1.55	0.66	0.84	0.12	1.41	0.71	3.52
1994	0.97	0.58	1.65	0.82	0.62	0.15	1.6	0.67	3.05
1995	1.07	0.62	2.23	1.42	0.62	0.25	1.03	0.52	3.49
1996	0.88	0.62	1.77	1.88	0.5	0.12	0.97	0.46	4.47
1997	0.96	0.8	1.38	2.2	1.09	0.28	1.55	0.71	4.41
1998	0.85	0.93	1.52	1.29	1.04	0.7	1.39	0.26	3.32
1999	1.21	0.3	1.62	1.39	1.37	0.09	0.69	0.35	3.82
2000	1.25	0.66	1.13	1.63	1.06	0.38	1.52	0.5	2.45
2001	1.42	1.17	1.41	2.15	1.99	1.07	3.05	0.57	3.55
2002	1.18	1.16	1.28	0.77	2.21	0.83	1.05	0.51	2.63
2003	1.25	0.61	1.04	0.97	1.26	0.91	1.05	0.49	1.54
2004	2.88	0.43	2.49	2.43	0.45	0.15	0.67	1.04	3.32
2005	3.2	0.72	2.78	1.97	0.93	0.52	1.8	1.28	2.32
2006	2.92	0.62	2.42	1.74	1.52	0.62	1.24	1.04	3.08
2007	4.3	0.64	3.63	2.38	2.99	0.69	1.3	1.61	3.33
2008	3.33	0.78	4	1.67	4.38	1.46	1.55	0.92	3.28
