# Weber - VET - FASY - ITRDB CHE568
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41822
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41822.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che568-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che568.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che568.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - VET - FASY - ITRDB CHE568
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: VET
#   Location: Switzerland
#   Northernmost_Latitude: 46.25054
#   Southernmost_Latitude: 46.25054
#   Easternmost_Longitude: 7.25189
#   Westernmost_Longitude: 7.25189
#   Elevation_m: 1250
#--------------------
# Data_Collection
#   Collection_Name: CHE568
#   First_Year: 1812
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## VET01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VET10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VET10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	VET01a_raw	VET02a_raw	VET03a_raw	VET04a_raw	VET05a_raw	VET06a_raw	VET07a_raw	VET08b_raw	VET09a_raw	VET10b_raw
1890	1.68	1.33	0.56	1.18	1.35	1.4	1.06	1.16	1.18	1.06
1891	1.75	1.16	0.46	1.44	1.22	0.81	1.17	1.08	1.11	1.17
1892	2.28	1.75	0.46	1.16	1.42	0.92	0.86	1.16	1.05	1.17
1893	2.2	1.83	0.58	1.59	1.38	1.64	0.81	1.32	0.8	0.7
1894	2.04	1.5	0.26	1.72	1.62	0.95	1.36	0.5	1.02	0.59
1895	0.74	0.44	0.16	1.36	0.52	0.35	1.19	0.18	0.4	0.68
1896	1.61	1.48	0.26	1.23	1.24	0.78	1.94	0.7	1.19	0.95
1897	1.99	1.8	0.4	1.39	1.78	1.02	1.94	0.87	1.27	1.4
1898	2.04	1.87	0.7	1.1	1.64	1.43	1.82	0.86	1.54	1.2
1899	2.09	1.85	0.65	1.22	1.7	1.39	1.7	0.93	1.16	1.17
1900	1.54	1.17	0.75	1.18	1.27	1.54	1.52	0.88	1	0.85
1901	1.32	1.41	0.48	1.12	1.26	1.54	1.16	0.84	0.8	0.84
1902	1.33	1.15	0.67	1.18	1.04	1.64	1.15	1.31	0.89	0.93
1903	1.71	1.61	0.78	1.28	1.1	1.91	1.78	1.38	1.43	1.04
1904	1.72	1.79	0.82	1.46	1.04	1.61	1.54	1.84	1.46	1.2
1905	1.23	1.53	0.84	1.73	0.7	2.58	1.3	2.21	1.4	0.86
1906	0.93	1.39	0.81	1.18	0.76	2.35	0.98	1.78	0.94	0.69
1907	1.12	1.66	1.29	1.68	1.22	2.75	1.66	2.64	1.18	1.02
1908	1.15	1.45	0.92	1.41	1.3	2.44	1.58	2.41	1.25	0.9
1909	0.93	0.96	1.2	1.64	1.5	0.84	1.64	2.38	1.2	0.96
1910	1.17	1.15	1	1.53	1.34	1.39	1.98	2.3	1.24	0.97
1911	1.03	1.5	0.88	1.18	1.34	1.5	1.59	1.54	1.15	0.5
1912	0.8	1.4	1.1	1.6	0.88	1.04	0.76	1.94	0.93	0.56
1913	0.89	0.96	0.8	1.36	0.84	0.88	0.76	1.22	0.88	0.4
1914	1.33	1.19	1.06	1.18	1.6	1.74	1.22	1.6	1.33	1.12
1915	1.37	1.1	0.88	1.19	1.4	1.73	0.73	1.54	1.11	0.69
1916	1.63	1.39	1.5	1.7	1.84	1.92	0.78	1.8	1.55	1.02
1917	1.4	0.95	1.05	1.28	1.58	1.75	0.6	1.37	1.55	1.26
1918	1.08	1.26	1.15	1.32	1.32	0.74	0.56	1.3	1.31	0.78
1919	1.19	0.48	1.04	0.98	1.13	0.86	0.57	1.18	1.28	0.6
1920	1.1	0.89	0.92	0.82	0.87	1.03	0.6	0.92	1.07	0.52
1921	0.82	0.65	0.82	0.98	0.94	0.98	0.68	0.72	0.85	0.59
1922	0.8	0.58	1.11	1.16	0.62	0.69	0.8	1.65	0.79	0.6
1923	0.38	1.09	1.27	1.65	0.72	0.79	0.97	1.64	0.99	1
1924	0.59	1.44	1.23	1.64	1.06	1.58	1.18	1.72	1.09	1.18
1925	0.51	2.03	0.87	1.74	1.11	1.16	1.36	1.96	0.99	1.05
1926	0.48	3.62	0.97	1.56	1.08	0.7	1.46	2.22	1.13	1.5
1927	0.37	4.04	0.97	1.73	1.22	0.69	2.03	2.12	1.26	1.02
1928	0.84	4.31	1.08	2.11	1.22	0.82	1.27	1.94	1.15	0.84
1929	0.98	3.51	1.67	2.52	0.56	0.84	0.36	2.1	0.57	0.64
1930	1.48	2.66	0.99	1.98	0.72	0.83	0.73	1.6	0.59	0.72
1931	1.82	3.06	1.06	1.7	0.86	1.34	0.88	1.2	0.88	0.58
1932	2.46	2.68	1.64	2.26	1.08	1.91	1.46	1.42	1.25	1.03
1933	1.67	3.31	1.64	2.04	1.13	1.28	1.62	1.08	1.12	1.06
1934	0.88	2.03	1.3	1.24	0.69	1.23	0.82	0.89	1.05	0.66
1935	0.81	1.45	1.05	1.28	0.71	1.2	0.9	1.24	0.75	0.6
1936	0.57	1.43	1.3	1.28	0.5	0.86	0.54	1.44	0.7	0.32
1937	0.63	1.27	0.97	0.98	0.34	0.78	0.61	1.5	0.5	0.46
1938	0.85	1.07	0.95	1.04	0.6	0.9	0.84	1.76	0.53	0.61
1939	1.12	1.36	1.12	1.02	0.8	1.3	0.76	1.9	0.91	0.7
1940	1.19	1.47	1.01	1.28	0.86	1.54	0.69	1.7	0.97	0.65
1941	1.16	0.99	0.86	1.19	1	1.3	0.48	1.18	0.68	0.43
1942	0.63	0.95	0.91	1.18	0.56	0.82	0.32	1.44	0.5	0.3
1943	0.78	1.08	1.04	0.7	0.62	1.35	0.88	1.9	0.51	0.28
1944	0.74	0.98	1.12	0.94	0.76	1.59	1.12	1.8	0.86	0.53
1945	1.09	0.75	1.1	1.37	0.64	0.53	1.4	1.9	0.97	0.79
1946	1.2	1.02	1.42	2.47	1.24	1.54	1.37	2.16	1.07	1.27
1947	1.67	1.63	1.04	1.82	1.18	1.6	1.46	1.35	0.82	0.98
1948	0.73	0.82	0.82	2.12	0.5	0.48	1.01	1.44	0.65	0.42
1949	0.7	0.73	0.8	1.28	0.36	0.31	1.31	1.29	0.7	0.42
1950	0.62	1.2	0.71	1.18	0.49	0.83	1.08	0.54	0.58	0.64
1951	1.14	1.37	0.98	1.46	1.11	1.44	3.14	1	0.95	1.24
1952	1.14	1.4	1.3	1.2	1.32	1.48	2.3	1.02	0.8	1.61
1953	1.1	1.2	1.37	1.66	0.47	0.64	1.75	1.28	1.1	1.6
1954	1.3	1.26	0.86	1.33	0.81	0.86	1.14	0.98	0.75	1.42
1955	1.56	1.58	1.43	1.5	0.72	1.12	1.54	1.2	0.81	1.34
1956	1.66	1.62	1.89	2.3	0.8	1.3	2.55	1.68	1.27	1.8
1957	1.34	1.75	1.93	1.68	0.66	0.66	2.09	1.4	0.93	1.44
1958	1.62	2.05	2.49	2.44	0.82	1.29	2.5	1.98	1.38	2
1959	1.22	1.56	1.74	1.8	0.67	1.2	1.52	2.41	0.96	1.42
1960	1	1.06	1.58	1.81	0.66	0.99	1.42	2.26	1.19	1.04
1961	0.96	1.06	1.28	1.93	0.59	1.08	1.99	2.16	0.86	0.95
1962	0.92	1.03	1.13	1.31	0.6	1.34	1.48	1.22	0.94	0.8
1963	0.91	1.12	1.24	1.24	0.85	1.41	1.86	2.06	1.21	1.16
1964	1.25	1.1	1.12	1.96	0.92	1.52	1.32	1.81	1.16	1.22
1965	0.89	1.11	1.2	2.01	0.95	1.36	0.96	1.84	1.07	1.52
1966	1.04	1.11	0.88	1.85	0.76	1.06	1.33	1.5	0.91	1.21
1967	1.43	1.61	1.22	2.34	1.09	1.37	1.38	1.9	1.15	1.76
1968	0.86	1.37	1.14	1.76	0.76	0.99	0.86	1.3	0.77	1.18
1969	1.7	2.33	1.31	2.18	1.34	1.22	1.16	1.98	1.24	1.88
1970	1.24	1.22	1.08	1.74	1.11	0.91	1.02	1.75	1.08	1.24
1971	1.31	1.99	1.08	1.67	1.06	0.67	1.89	1.84	1.03	1.21
1972	1.15	1.31	1.32	2.04	0.96	0.65	1.52	1.68	0.96	1.18
1973	1.56	1.61	1.13	2.14	1	0.47	1.39	2.08	0.97	1.66
1974	1.54	1.73	1.28	2.4	0.86	0.56	1.06	2.16	1.07	1.62
1975	1.18	1.23	1.19	1.6	0.68	0.27	0.84	1.54	0.89	1.32
1976	1.08	0.86	1.18	1.42	0.68	0.41	0.64	1.11	0.59	0.91
1977	1.33	1.07	0.89	1.55	0.58	0.31	0.86	1.28	0.65	0.96
1978	1.73	1.34	1.02	1.66	0.74	0.39	0.9	1.58	0.86	1.52
1979	1.59	0.94	1.26	1.51	0.72	0.59	0.84	1.61	0.94	1.26
1980	1.57	1.24	1.42	1.73	1.04	0.77	1.03	1.81	1.08	1.65
1981	1.01	0.96	1.03	0.92	0.68	0.33	0.68	1.14	0.66	1.1
1982	1.51	1.65	1.56	1.58	0.88	0.73	0.66	1.62	0.81	1
1983	1.2	0.95	1.16	1.68	0.78	0.55	0.57	1.27	0.72	0.9
1984	1.28	1.11	1.2	2.08	0.82	0.39	0.62	1.41	0.83	0.88
1985	1.66	1.16	1.2	2.06	1.06	0.65	0.82	1.64	1.24	1.32
1986	1.14	0.98	1.4	1.88	0.86	0.66	0.72	1.4	0.95	1.08
1987	1.09	0.61	1.06	1.71	0.57	0.77	0.87	1.18	1.04	1.21
1988	1.02	0.78	1.08	1.48	0.62	0.73	0.83	1.12	0.82	1.14
1989	0.5	0.54	0.89	1.36	0.48	0.54	0.79	1.24	0.82	1.18
1990	1.02	0.7	0.68	1.22	0.5	0.53	1.33	1.42	0.93	1.86
1991	0.43	0.37	0.62	0.77	0.36	0.55	0.9	1.24	0.79	1.48
1992	0.4	0.41	0.54	0.7	0.37	0.64	0.88	1.47	0.62	1.84
1993	0.67	0.67	0.76	1.18	0.59	1.04	0.86	1.69	0.78	1.66
1994	0.73	0.77	0.82	1.56	0.62	0.76	0.64	1.72	0.68	1.74
1995	0.4	0.76	0.48	0.91	0.42	0.74	0.62	1.04	0.71	1.28
1996	0.29	0.52	0.32	0.77	0.46	0.71	0.38	0.84	0.51	1.04
1997	0.48	0.76	0.4	1.18	0.6	0.81	0.56	1.34	0.42	1.16
1998	0.65	1.05	1	1.44	0.62	1.12	0.8	1.38	0.44	1.06
1999	0.4	0.55	0.46	0.66	0.3	0.37	0.58	0.85	0.45	0.8
2000	0.41	0.47	0.42	0.98	0.25	0.37	0.56	0.68	0.34	0.55
2001	0.65	0.66	0.98	1.56	0.47	0.74	1.03	1.38	0.5	1
2002	0.66	0.57	0.82	1.6	0.38	0.4	0.65	1.34	0.44	0.81
2003	0.77	0.53	1.2	1.49	0.46	0.38	0.62	1.32	0.34	0.67
2004	0.78	0.63	1.28	1.24	0.5	0.69	0.66	1.28	0.25	0.84
2005	0.7	0.73	1.32	1.04	0.68	0.81	0.64	1.42	0.35	0.91
2006	0.75	0.59	0.81	1.16	0.62	0.6	0.5	1.5	0.38	0.64
2007	0.47	0.62	0.35	0.78	0.36	0.5	0.28	1.2	0.18	0.54
