# Lévesque - Goppenstein - LADE - ITRDB CHE533
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41787
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41787.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che533-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che533.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che533.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Goppenstein - LADE - ITRDB CHE533
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Goppenstein
#   Location: Switzerland
#   Northernmost_Latitude: 46.35972222
#   Southernmost_Latitude: 46.35972222
#   Easternmost_Longitude: 7.76007
#   Westernmost_Longitude: 7.76007
#   Elevation_m: 1225
#--------------------
# Data_Collection
#   Collection_Name: CHE533
#   First_Year: 1927
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LL01_raw	LL02_raw	LL03_raw	LL04_raw	LL05_raw	LL06_raw	LL07_raw	LL08_raw	LL09_raw	LL10_raw	LL11_raw	LL12_raw	LL13_raw	LL14_raw	LL15_raw
1978	1.03	2.06	1.74	2.5	1.94	2.31	2.1	2.51	3.37	2.82	2.13	4.27	1.7	2.01	3.97
1979	1.32	1.91	1.31	1.84	1.57	1.74	1.38	1.89	2.43	3.35	1.86	3.73	1.48	1.97	3.52
1980	1.19	1.92	1.76	2.13	1.88	1.7	1.64	2.72	3.17	3.63	2.04	3.51	1.57	2.14	3.11
1981	1.26	2.27	1.95	1.95	2.23	2.11	1.84	2.33	3.32	4.34	2.61	4.04	1.92	2.24	3.31
1982	0.76	2.25	1.1	1.81	1.51	1.64	1.36	1.24	2.38	4.32	2.9	3.33	2.2	2.06	2.8
1983	0.85	1.99	1.52	1.6	1.55	2.03	1.45	1.55	2.39	3.15	1.74	1.99	1.62	1.92	2.39
1984	1.78	2.23	2.6	1.54	1.28	1.68	1.36	1.26	1.75	2.62	1.39	2.72	1.29	1.86	2.35
1985	2.5	3	3.87	2.23	1.75	2.18	1.95	1.76	2.23	3.19	1.95	3.35	1.79	2.3	2.8
1986	3.56	3.23	2.72	2.68	1.5	1.48	1.38	1.29	2.2	3.88	1.87	1.64	1.97	2.03	2.3
1987	3.15	3.18	2.02	2.51	1.57	1.79	1.84	1.4	2.7	3.84	2.2	2.85	1.47	2.7	2.54
1988	3.09	3.12	1.23	2.41	1.54	1.62	1.37	1.56	2.31	2.99	2.71	2.96	2.16	2.56	2.49
1989	2.63	3.08	0.73	2.34	1.59	1.36	1.16	1.33	1.69	3.1	3.07	2.65	2.1	3.13	2.69
1990	1.53	2.1	0.59	2.01	1.56	1.33	1.45	1.68	1.59	2.88	1.35	2.4	1.54	2.86	2.3
1991	1.16	2.16	0.51	1.9	1.5	1.38	1.31	1.33	1.36	2.13	0.88	2.26	1.29	2.19	2
1992	1.41	1.52	0.39	1.81	1.76	0.96	1.18	1.64	1.46	2.81	1.37	1.75	2.22	2.15	1.62
1993	2.13	2.69	0.45	1.99	2.4	1.43	1.38	1.56	2.04	3.72	2.23	3.38	3.52	2.69	2.01
1994	2.02	2.81	0.89	2.49	3.05	1.8	2.01	1.92	2.4	3.92	3.65	3.73	3.86	2.91	1.95
1995	1.27	2.45	0.67	2.31	2.32	1.73	2.17	2.18	2.57	3.19	2.83	1.24	2.74	2	1.9
1996	0.77	2.17	0.53	1.65	1.67	1.41	1.48	1.67	2.02	2.01	1.52	2.38	1.62	2.18	1.43
1997	1.33	2.12	0.4	1.7	1.71	1.34	1.43	1.53	1.62	1.81	1.36	3.34	1.66	2.46	1.49
1998	1.38	2.02	0.25	1.58	1.29	1.13	0.99	1.24	1.16	0.86	0.77	2.02	1.67	2.01	0.94
1999	2.44	2.03	0.37	1.61	1.67	1.31	1.33	1.56	1.3	1.29	0.95	1.1	1.89	1.75	1.02
2000	3.54	1.68	0.46	1.25	1.51	1.34	1.2	1.31	1.4	1.92	1	1.96	2.35	1.69	1.31
2001	3.06	1.52	0.57	1.41	1.53	1.38	1.43	1.86	1.37	2.22	1.32	2.52	1.77	2.28	1.23
2002	2	1.07	0.75	1.39	1.81	1.41	1.49	2.11	1.68	2.59	1.33	3.03	2.12	2.17	1.35
2003	1.14	1.03	0.59	1.37	1.56	1.36	1.29	1.95	1.54	1.84	1.47	2.3	2.28	1.68	1.24
2004	1.05	0.78	0.72	1.26	1.08	1.12	0.94	1.49	1.33	1.39	1.15	1.82	1.7	1.26	1
2005	0.68	1.16	0.88	1.08	1.09	0.97	1.08	1.74	1.25	1.37	0.95	2.24	2.03	2.1	1.13
2006	0.35	0.67	0.56	1	0.81	0.63	0.88	1.34	0.98	0.6	0.93	0.92	1.27	0.71	0.54
2007	0.69	0.9	1.04	1.44	1.47	1.16	1.28	2	1.49	2.22	1.26	2.21	2.58	2.8	1.05
2008	0.31	0.7	0.58	1.67	1.25	1.05	1.18	1.58	1.01	2.57	1.24	2.08	2.27	3.25	0.93
2009	0.51	0.93	0.74	1.89	1.3	1.3	1.12	1.47	1.42	2.26	1.46	1.45	1.75	2.2	1.04
2010	0.26	0.81	0.26	1.22	0.67	0.86	0.63	0.95	0.64	1.41	0.77	1.27	0.7	1.22	0.56
2011	0.42	0.98	0.61	1.73	0.74	1.1	0.65	1.28	0.91	0.94	0.69	1.41	1.08	1.48	0.48
