# Esper - Koblenz HDK03 - ABAL - ITRDB DEU470
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42063
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42063.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu470-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu470.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu470.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Koblenz HDK03 - ABAL - ITRDB DEU470
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Koblenz HDK03
#   Location: Germany
#   Northernmost_Latitude: 50.326717
#   Southernmost_Latitude: 50.326717
#   Easternmost_Longitude: 7.575467
#   Westernmost_Longitude: 7.575467
#   Elevation_m: 185
#--------------------
# Data_Collection
#   Collection_Name: DEU470
#   First_Year: 1925
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HDK0301a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0301a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0301b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0301b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0301c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0301c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0302A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0302A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0302B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0302B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0303a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0303a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0303b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0303b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0305A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0305A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0305b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0305b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0306A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0306A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0306b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0306b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0307A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0307A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0307B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0307B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0309A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0309A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0310b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0310b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0311A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0311A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0311b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0311b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0312A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0312A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0312b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0312b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HDK0301a_raw	HDK0301b_raw	HDK0301c_raw	HDK0302A_raw	HDK0302B_raw	HDK0303a_raw	HDK0303b_raw	HDK0305A_raw	HDK0305b_raw	HDK0306A_raw	HDK0306b_raw	HDK0307A_raw	HDK0307B_raw	HDK0309A_raw	HDK0310b_raw	HDK0311A_raw	HDK0311b_raw	HDK0312A_raw	HDK0312b_raw
1972	1.7	0.93	NA	1.46	3.64	1.54	4.95	8	3.97	1.16	1.11	2.56	3.73	0.88	2.17	2.01	1.84	2.28	2.31
1973	1.6	0.98	NA	1.09	3.65	1.78	2.73	7.19	3.78	1.79	1.08	3.71	3.73	0.9	1.56	1.78	1.88	2.52	2.11
1974	1.17	0.68	NA	0.77	3.46	2.01	1.68	6.91	4.08	2.06	0.74	3.35	2.12	0.5	1.42	1.93	1.63	2.7	1.88
1975	1.57	0.89	NA	1.09	2.93	1.69	1.86	6.09	4.08	2.52	0.88	3.29	2.7	1.17	2.45	2.25	2.4	4.02	2.18
1976	1.45	0.85	NA	0.51	1.23	0.84	0.7	3.37	2.3	1.79	0.37	3.99	1.39	0.55	1.74	0.99	1.59	4.79	0.97
1977	1.95	1.14	NA	0.65	1.8	1.15	1.13	4.55	3.32	2.17	0.81	3.64	1.61	0.61	3.03	1.6	2.87	7.86	1.46
1978	1.32	1.03	NA	0.95	2.01	1.8	1.7	4.97	3.76	2.57	1.32	3.51	1.63	1.26	3.43	1.25	2.82	7.07	1.09
1979	1.9	1.21	NA	1.32	2.59	3.44	1.9	5.17	3.56	2.42	1.89	2.72	2.08	2.46	5.51	1.53	3.08	4.53	1.03
1980	2.21	1.76	NA	2.42	2.98	3.75	2.3	6.87	3.7	2.48	2.14	2.24	2.43	2.77	6.84	2.23	3.21	2.05	0.5
1981	2.36	2.46	NA	2.76	3.22	2.99	3.3	7.74	4.03	2.24	2.64	1.88	3.11	2.91	6.32	2.6	3.54	0.92	0.38
1982	1.17	1.65	NA	1.51	1.71	1.35	3.32	3.71	3.11	0.98	1.42	1.09	2.13	3.82	4.69	2.4	2.56	1.32	0.96
1983	0.83	1.55	NA	1.85	2.09	1.79	3.6	2.73	3.02	1.1	1.47	1.71	2.96	5.39	5.86	2.7	2.51	1.66	1.32
1984	0.92	1.47	NA	2.05	2.54	1.49	3.25	2.66	2.81	2.15	1.68	2.51	2.85	5.08	4.36	2.77	3.29	3.33	1.71
1985	2	2.97	1.76	5.32	5.41	4.86	5.38	3.89	4.96	2.86	2.93	4.53	3.74	5.66	4.26	6.26	4.77	8.14	2.04
1986	2.11	3.45	2.25	4.07	5.32	5.27	5.38	3.02	5.05	1.89	1.89	6.12	3.8	3.82	3.11	7.01	4.21	7.86	2.33
1987	2.52	3.96	2.54	5.61	6.88	4.36	5.76	3.36	6.09	2.71	2.55	7.74	3.98	2.8	3.97	8.09	3.75	7.49	2.95
1988	2.59	3.17	2.43	3.54	6.03	6.36	5.8	3.67	6.57	4.5	2.78	9.16	3.71	2.2	4.18	6.99	4.15	7.11	3.58
1989	2.81	3.35	2.57	2.1	5.09	6.71	4.36	3.88	5.51	2.17	1.73	8.89	4.41	2.25	4.47	4.55	4.37	6.28	3.42
1990	4.03	3.44	2.88	3.87	5.64	6.5	2.27	5.25	6.41	3.73	3.68	6.56	3.74	2.56	2.65	3.64	11.24	5.95	2.03
1991	3.94	3.31	2.51	4.8	3.15	5.32	1.75	5.09	5.57	2.29	3.13	1.47	1.13	1.77	1.5	1.81	9.28	3.66	1.56
1992	2.9	2.41	1.76	6.16	3.09	4.34	1.2	4.68	5.18	1.55	3.25	2.19	1.4	0.56	1.84	1.52	8.66	2.17	1.51
1993	3.26	2.21	2.63	7.29	7.69	5.45	1.5	6.88	6.02	2.37	5.21	2.2	1.56	0.47	3.94	2.39	8.04	2.13	2.96
1994	2.85	2.41	3.25	6.55	7.96	5.98	1.54	5.21	5.29	3.01	6.03	3.53	3.46	1.09	5.74	4.67	6.88	2.32	4.95
1995	1.95	2.58	3.31	5.37	8.57	4.03	0.94	2.95	3.18	2.95	5.48	4.02	1.74	2.38	5.28	5.25	5.26	2.02	1.5
1996	3.06	3.33	2.66	4.67	7.73	3.84	1.2	2.63	2.85	3.5	4.85	4.22	1.46	4.72	4.49	6.02	5.76	2.65	0.93
1997	4.12	4.27	3.85	3.52	6.79	3.76	1.11	2.04	2.17	3.9	4.76	5.53	1.88	5.68	6.11	8.1	7.9	4.09	1.51
1998	2.31	2.11	3.32	2.82	6.57	2.27	1.39	1.32	1.51	1.87	2.6	1.9	0.64	3.14	5.13	6.42	9.54	5.29	1.14
1999	3.89	5.1	6.55	4.02	6.69	4.15	8.59	3.92	4.88	3.56	4.69	5.82	3.15	4.49	5.82	9.03	10.14	12.74	2.95
2000	2.52	5.67	5.48	4.2	5.33	2.55	13.73	4.96	6.1	2.51	1.55	7.04	5.65	6.08	4.65	8.7	10.47	10.09	3.41
2001	2.82	7.05	4.66	4.6	4.22	2.8	12.65	5.35	6.98	3.29	2	7.21	7.85	5.88	3.81	8.64	10.21	7.62	4.21
2002	2.88	8.49	5.03	4.04	4.82	3.02	13.01	6.56	8.44	1.51	2.39	9.22	7.96	7.38	3.35	7.07	9.48	9.14	4.02
2003	3.26	4.77	4.37	3.23	3.13	2.39	8.94	5.32	7.34	1.7	1.52	8.13	7.44	6.48	3.96	5.74	6.66	8.09	2.82
2004	4.19	3.87	4.03	2.99	2.56	2.61	6.86	5.58	8.03	0.81	1.24	6.65	5.31	3.93	4.5	5.03	5.55	8.34	2.23
2005	5.5	4.16	3.61	4.1	2.6	5.28	8.03	5.38	7.78	0.63	1.66	6.23	5.37	5.01	7.57	6.22	6.94	10.38	2.84
2006	4.42	2.17	1.91	1.45	0.99	4.35	4.22	3.85	3.59	0.43	2.44	2.44	2.3	1.76	6.11	4.24	3.89	7.75	2.17
2007	5.63	2.4	2.09	2.08	2.05	5.84	4.58	4.2	3.66	0.63	2.89	5.24	2.15	1.58	6.23	5.58	4.58	8.25	3.41
2008	5.84	1.99	1.75	1.96	1.65	6.14	6.37	3.83	2.32	0.82	2.85	3.59	1.46	1.91	7.46	4.88	4.29	7.37	2.71
2009	5.24	2.42	2.05	1.7	1.81	5.49	5.11	3.51	1.46	0.76	1.38	3.88	1.49	1.86	5.8	4.3	4.06	8.39	3.09
2010	6.63	2.24	2.17	1.62	1.75	4.8	4.99	3.66	1.34	0.86	1.45	3.23	0.91	1.84	4.65	4.45	3.63	6.52	2.57
2011	7.84	1.26	1.09	0.91	0.96	2.54	2.58	2.4	1.24	0.77	2.1	1.2	0.7	1.51	1.96	3.08	2.69	4.59	1.48
2012	12.38	2.81	2.78	1.64	3.43	5.34	4.16	3.54	1.78	1.8	3.64	3.4	1.89	5.08	4.23	5.47	6.43	1.99	1.24
2013	13.39	2.36	3.34	1.13	1.8	5.08	4.73	3.1	1.31	1.14	1.58	3.35	3.62	3.93	4.87	4.91	5.86	0.64	1.31
2014	12.34	2.6	3.9	1.43	6.49	5.18	5.53	2.71	0.85	2.34	2.37	3.85	9.98	6.81	6.15	6.31	7.77	4.15	6.31
2015	7.08	1.66	2.43	0.86	4.34	2.75	6.1	2.52	1.44	1.56	2.05	4.76	7.96	3.34	6.4	3.02	3.49	5.36	7.11
2016	6.75	2.13	3.68	1.32	5.03	3.59	6.32	5.07	2.44	2.09	2.53	5.09	6.11	5.12	5.88	3.12	4.2	6.04	5.49
