# Rohner - Les Follatères - QUSP - ITRDB CHE455
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41267
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41267.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che455-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che455.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che455.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Rohner - Les Follatères - QUSP - ITRDB CHE455
#--------------------
# Investigators
#   Investigators: Rohner, Brigitte; Ringwald, Veronique; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: 685 - 870 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Rohner B.E. 2012. Growth and mortality of oak (Quercus spp.): a combined analysis of monitoring and tree-ring data from Swiss forest reserves. PhD thesis. ETH Zurich, Zurich. doi:10.3929/ethz-a-007594406
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss Federal Office for the Environment (FOEN)
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Les Follatères
#   Location: Switzerland
#   Northernmost_Latitude: 46.1275
#   Southernmost_Latitude: 46.1275
#   Easternmost_Longitude: 7.07388889
#   Westernmost_Longitude: 7.07388889
#   Elevation_m: 778
#--------------------
# Data_Collection
#   Collection_Name: CHE455
#   First_Year: 1858
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FoE273_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE273; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE274_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE274; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE275_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE275; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE276_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE276; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE277_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE277; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE278_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE278; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE279_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE279; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE280_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE280; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE281_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE281; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE282_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE282; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE284_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE284; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE285_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE285; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE286_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE286; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE287_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE287; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE288_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE288; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE289_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE289; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE290_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE290; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE292_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE292; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE293_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE293; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE294_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE294; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE295_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE295; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE296_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE296; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE297_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE297; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE298_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE298; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE299_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE299; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE300_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE300; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE302_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE302; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE303_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE303; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FoE273_raw	FoE274_raw	FoE275_raw	FoE276_raw	FoE277_raw	FoE278_raw	FoE279_raw	FoE280_raw	FoE281_raw	FoE282_raw	FoE284_raw	FoE285_raw	FoE286_raw	FoE287_raw	FoE288_raw	FoE289_raw	FoE290_raw	FoE291_raw	FoE292_raw	FoE293_raw	FoE294_raw	FoE295_raw	FoE296_raw	FoE297_raw	FoE298_raw	FoE299_raw	FoE300_raw	FoE301_raw	FoE302_raw	FoE303_raw
1904	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	1	0.81	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA
1905	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	0.83	0.62	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA
1906	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	1.18	0.37	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA
1907	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	1.85	0.27	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA
1908	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	2.08	0.39	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA
1909	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	1.69	0.39	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA
1910	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	2.3	0.91	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA
1911	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	1.21	0.76	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA
1912	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	1.34	1.33	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA
1913	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	2.07	1.17	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA
1914	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	1.22	0.67	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	NA	NA	0.4	NA
1915	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	0.85	0.39	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	0.46	NA
1916	NA	0.73	NA	NA	NA	NA	NA	1.25	NA	NA	NA	1.86	0.57	0.36	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA	NA	0.9	NA
1917	2.53	0.39	NA	NA	NA	NA	NA	1.49	NA	NA	NA	1.48	0.5	0.53	NA	NA	1.57	NA	NA	NA	NA	NA	1.41	NA	NA	1.49	NA	NA	0.9	NA
1918	2.25	0.56	NA	NA	NA	NA	NA	1.2	NA	NA	NA	1.21	0.8	0.52	NA	NA	0.88	NA	NA	NA	NA	NA	1.13	NA	NA	0.93	NA	NA	0.87	NA
1919	2.05	0.34	NA	NA	NA	NA	NA	1.21	NA	NA	NA	1.06	0.69	0.51	NA	NA	1.08	NA	NA	NA	NA	NA	0.92	NA	NA	0.43	NA	NA	0.37	NA
1920	1.63	0.29	NA	NA	NA	NA	NA	0.83	NA	NA	NA	0.74	0.4	0.29	NA	NA	0.73	NA	NA	NA	NA	NA	0.81	NA	0.61	0.29	NA	NA	0.29	NA
1921	0.94	0.21	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.57	0.29	0.4	NA	NA	0.72	NA	NA	NA	NA	NA	0.57	NA	0.26	0.15	NA	NA	0.36	0.4
1922	0.32	0.46	NA	NA	NA	NA	NA	1.17	NA	NA	NA	0.73	0.4	0.41	NA	NA	1.09	NA	NA	NA	NA	NA	0.6	NA	0.23	0.64	NA	NA	0.21	0.41
1923	0.23	0.83	NA	NA	NA	NA	NA	1.6	NA	NA	0.92	1.61	0.53	0.56	NA	NA	1.14	NA	NA	NA	NA	NA	1.02	NA	0.92	0.74	NA	NA	0.67	0.39
1924	0.77	1.05	NA	NA	NA	NA	NA	1.63	NA	NA	1.47	1.11	0.76	0.59	NA	1.89	1.21	NA	NA	NA	NA	NA	1.01	NA	1.42	0.7	NA	1.67	0.74	1.06
1925	0.92	0.57	NA	NA	NA	NA	NA	0.64	NA	NA	0.97	0.75	0.48	0.43	NA	1.4	0.84	NA	NA	NA	NA	NA	0.79	NA	0.63	0.46	0.77	0.35	0.47	0.68
1926	1.41	0.87	NA	NA	NA	NA	NA	1.56	NA	0.78	1.99	0.95	0.56	0.46	NA	1.34	1.27	NA	NA	NA	NA	NA	1.29	NA	1.22	0.82	2.48	1.5	0.86	1.31
1927	1.76	1.38	NA	NA	NA	NA	NA	1.51	2.25	1.49	1.68	1.62	1.02	0.49	NA	1.27	1.76	NA	NA	NA	NA	NA	1.48	NA	1.36	0.79	2.79	1.36	0.69	1.83
1928	2.24	0.96	NA	NA	NA	NA	NA	1.14	1.28	0.51	1.53	1	0.93	0.58	1.15	0.98	0.84	1.02	NA	NA	1.05	NA	1.03	NA	1.14	0.41	1.23	1.41	0.75	1.42
1929	1.15	0.49	NA	NA	NA	NA	NA	1.47	1.46	0.63	1.12	0.99	0.7	0.38	1.4	1.41	1.3	0.31	NA	NA	1.39	NA	1.08	NA	1.23	0.82	0.65	1.35	0.62	0.86
1930	0.77	0.37	NA	NA	NA	NA	NA	0.74	0.97	0.8	1.29	0.46	0.41	0.3	0.77	0.74	0.42	0.45	NA	NA	1.33	NA	0.7	NA	0.56	0.43	0.57	1.05	0.39	0.33
1931	0.48	0.33	NA	NA	NA	NA	NA	1.22	0.78	0.69	0.88	0.6	0.43	0.32	0.88	1	0.31	0.68	NA	NA	1.08	NA	1.13	NA	1.11	0.38	0.55	1.53	0.33	0.51
1932	0.89	0.91	NA	NA	1.1	NA	NA	1.74	1.34	0.89	1.34	0.98	0.45	0.34	1.14	1.18	0.47	1.08	NA	NA	1.88	NA	1.39	NA	1.62	0.61	1.85	1.74	0.4	0.62
1933	1.15	1.18	NA	NA	1.57	NA	NA	1.54	0.85	1.31	0.82	0.93	0.36	0.23	1.21	1.11	0.66	0.74	NA	NA	1.76	NA	1.13	NA	1.61	0.49	1.46	1.09	0.29	0.94
1934	1.21	0.31	NA	NA	1.01	NA	NA	1.08	0.88	1.01	0.45	0.59	0.48	0.36	0.69	0.89	0.59	0.69	NA	NA	1.22	NA	1.12	NA	1.1	0.38	0.81	0.69	0.43	1.03
1935	1.2	0.44	NA	NA	0.61	NA	NA	0.87	0.74	0.87	0.3	0.53	0.48	0.31	0.72	0.67	0.47	1	NA	NA	0.86	NA	0.94	NA	0.81	0.35	0.71	0.73	0.43	0.88
1936	1.62	1.06	NA	NA	1.12	NA	NA	1.28	0.88	1.31	0.8	0.77	0.73	0.34	0.65	1.1	0.88	1	NA	NA	1.47	NA	1.34	NA	1.54	0.71	0.81	1.45	0.69	1.72
1937	1.22	0.43	NA	NA	0.42	NA	NA	0.63	0.54	0.58	0.54	0.58	0.42	0.22	0.35	0.66	0.55	0.57	NA	NA	1.17	NA	0.99	NA	0.96	0.26	0.6	1.24	0.61	0.79
1938	1.09	0.83	NA	NA	0.36	NA	NA	0.73	0.39	0.75	0.38	0.43	0.42	0.33	0.34	0.61	0.34	0.36	NA	NA	0.77	NA	1.03	NA	0.82	0.47	1.74	1.09	0.52	0.51
1939	1.36	1.16	NA	NA	0.59	NA	NA	2.71	0.37	0.67	0.8	0.69	0.51	0.32	0.15	1.08	0.97	0.84	NA	NA	0.8	NA	1.01	NA	1.1	0.27	1.51	1.55	0.61	0.66
1940	1.6	1.93	NA	NA	1.12	NA	NA	3.6	0.64	0.88	1.55	0.74	0.99	0.29	0.38	1.17	1.27	0.77	NA	NA	1.19	NA	1.42	NA	1.63	0.34	2.12	1.7	0.52	1.63
1941	0.98	0.82	NA	NA	1.21	NA	NA	2.3	0.44	0.79	1.61	0.56	0.7	0.26	0.49	1.19	0.73	0.93	NA	NA	0.95	NA	1.05	NA	1.08	0.27	1.26	1.6	0.45	1.26
1942	0.55	0.47	NA	NA	0.83	NA	NA	1.83	0.27	0.35	0.76	0.66	0.6	0.23	0.38	0.82	0.67	0.51	NA	NA	0.76	NA	0.91	NA	0.85	0.21	0.87	0.66	0.6	0.96
1943	0.49	0.83	NA	NA	1.38	NA	NA	1.41	0.6	0.3	0.95	0.89	0.48	0.24	0.51	1.04	0.68	0.85	NA	NA	1.15	NA	1.22	NA	1.41	0.42	1.55	1.59	0.72	1.55
1944	0.43	0.97	NA	0.54	1.18	NA	NA	1.54	0.52	0.26	1.15	0.62	0.44	0.32	0.4	1	0.63	1.05	NA	NA	1.18	NA	0.85	NA	0.82	0.44	1.24	0.87	0.62	1.59
1945	0.56	0.66	NA	1.04	1.53	NA	NA	0.98	0.25	1.15	1.13	0.55	0.45	0.24	0.26	0.91	0.52	0.88	NA	NA	0.47	NA	1.17	NA	0.77	0.63	1.25	0.39	0.51	1.93
1946	0.83	0.91	NA	2.27	2.52	NA	NA	2.16	0.68	1	2	0.65	0.73	0.42	0.21	1.67	1.31	0.73	NA	NA	0.67	NA	1.83	NA	1.2	0.92	1.22	0.48	0.71	1.37
1947	1.32	0.8	NA	1.39	1.89	NA	NA	3.12	0.45	0.47	1.6	0.67	0.99	0.42	0.23	1.35	0.84	0.69	NA	NA	1.13	NA	1.26	NA	1.22	0.56	0.78	0.38	0.78	1.07
1948	0.39	0.42	NA	0.34	0.98	NA	NA	2.7	0.32	0.32	0.91	0.45	0.68	0.35	0.26	0.8	0.79	0.52	NA	0.3	0.66	NA	0.86	NA	0.21	0.33	0.19	0.35	0.62	0.27
1949	0.47	0.61	NA	0.8	1.69	NA	NA	1.4	0.28	0.42	2.11	0.65	0.52	0.37	0.3	1.02	0.86	0.64	NA	1.23	0.98	NA	1.8	NA	0.49	0.67	0.26	0.45	0.67	0.21
1950	0.31	0.48	NA	0.49	0.37	NA	NA	0.78	0.3	0.26	1.12	0.49	0.43	0.31	0.14	0.64	0.43	0.42	NA	1.45	0.68	NA	0.96	NA	0.25	0.45	0.11	0.42	0.39	0.23
1951	0.63	0.58	NA	1.17	1.69	NA	NA	1.15	0.43	0.55	1.98	0.57	0.49	0.3	0.37	1.37	1.09	0.72	NA	1.31	0.89	NA	1.98	NA	0.35	0.68	0.16	0.64	0.75	0.2
1952	0.9	0.97	NA	1.95	1.49	NA	NA	1.09	0.4	0.49	1.95	0.6	0.61	0.48	0.48	1.14	0.89	1.05	NA	1.35	1.29	NA	1.24	NA	0.61	0.73	0.22	0.94	0.75	0.25
1953	0.99	1.8	NA	2.02	2.32	NA	NA	1.43	0.22	0.36	2.12	0.69	0.94	0.48	0.65	1.68	1.53	1.96	NA	1.82	1.92	NA	1.35	NA	0.93	0.49	0.2	0.82	0.57	0.25
1954	1.4	1.53	NA	1.63	2.2	NA	NA	1.07	0.3	0.3	1.9	0.52	0.96	0.38	0.42	1.52	1.04	1.31	NA	2.08	1.54	NA	1.33	NA	0.72	0.6	0.19	0.7	0.72	0.51
1955	2.26	2.22	NA	2.32	2.25	NA	NA	1.21	0.32	0.33	2.54	0.8	0.93	0.37	0.39	1.68	1.29	1.68	NA	1.91	1.91	0.89	1.78	NA	1.45	1.07	0.26	1.26	1.04	1.03
1956	1.39	1.32	NA	1.81	1.7	NA	NA	1.32	0.21	0.33	2.08	0.5	0.62	0.27	0.32	1.16	0.7	0.84	0.95	1.21	0.92	1.03	1.11	0.66	1.09	0.82	0.1	0.75	0.69	0.27
1957	0.96	0.96	NA	1.43	1.66	NA	NA	0.86	0.08	0.25	1.85	0.44	0.36	0.36	0.26	0.73	0.51	0.52	0.81	0.81	0.77	1.53	1.1	0.99	1.3	0.78	0.15	0.45	0.72	0.21
1958	0.68	0.78	NA	0.85	1.23	NA	NA	0.65	0.11	0.22	2	0.32	0.42	0.26	0.3	0.59	0.36	0.52	0.34	0.54	1.04	1.63	0.89	1.46	1.74	1	0.15	0.42	0.91	0.25
1959	1.14	1.58	NA	1.63	1.94	NA	0.51	0.67	0.28	0.29	1.46	0.38	0.51	0.28	0.35	0.72	0.53	0.53	0.61	1.21	1.01	1.07	0.99	1.84	2.07	1.02	0.23	0.47	0.86	0.41
1960	0.72	1.36	NA	0.64	2.56	NA	0.62	0.61	0.22	0.29	1.62	0.33	0.45	0.29	0.47	0.86	0.97	0.77	1.29	1.5	0.98	1.02	1.04	1.86	0.75	1.05	0.39	0.41	0.72	0.33
1961	1.55	1.05	NA	1.2	2.45	NA	1.19	0.91	0.21	0.32	1.67	0.42	0.48	0.16	0.31	1.12	0.95	0.85	1.31	1.48	1.16	1.18	1.05	1.54	1.68	1.06	0.22	0.31	0.94	0.47
1962	0.98	0.97	NA	0.57	1.18	NA	0.66	0.56	0.24	0.23	0.74	0.36	0.37	0.13	0.27	0.47	0.3	0.58	0.37	0.92	0.66	0.45	0.68	0.74	0.84	0.4	0.13	0.26	0.66	0.39
1963	0.46	0.74	NA	0.24	0.55	NA	0.33	0.62	0.21	0.09	0.23	0.35	0.3	0.21	0.18	0.27	0.2	0.35	0.25	0.47	0.52	0.11	0.36	0.28	0.28	0.21	0.05	0.11	0.55	0.19
1964	0.46	0.72	NA	0.17	0.66	NA	0.2	0.6	0.23	0.2	0.31	0.34	0.25	0.16	0.2	0.54	0.43	0.51	0.26	0.46	0.71	0.21	0.5	0.71	0.61	0.26	0.09	0.13	0.64	0.16
1965	0.58	1.09	NA	0.08	1.11	NA	0.13	0.63	0.39	0.27	0.42	0.43	0.33	0.31	0.27	0.93	0.68	1	0.36	0.62	0.86	0.35	0.79	1.73	0.83	0.49	0.09	0.17	0.65	0.3
1966	0.9	1.2	NA	0.11	1.21	NA	0.67	1.24	0.31	0.2	0.71	0.42	0.44	0.34	0.34	0.89	0.78	1.24	0.65	0.9	0.78	0.38	0.9	1.78	1.45	0.45	0.15	0.22	0.78	0.37
1967	1.04	0.94	NA	0.2	1.38	NA	1.3	0.97	0.28	0.4	0.84	0.48	0.59	0.24	0.52	1.31	1.04	1.45	0.77	0.78	1.29	0.71	0.95	1.66	1.65	0.64	0.32	0.35	0.73	0.61
1968	1.35	0.98	1.74	0.21	1.19	NA	0.87	0.62	0.14	0.27	0.51	0.33	0.48	0.25	0.38	1.04	0.64	1.05	0.52	0.47	0.96	0.57	0.88	1.56	1.36	0.43	0.17	0.22	0.61	0.35
1969	1.13	1.14	1.7	0.23	1.38	NA	1.02	0.85	0.11	0.13	0.71	0.45	0.33	0.24	0.29	1.08	0.54	0.72	0.42	0.33	0.82	0.45	0.46	2.16	1.05	0.3	0.12	0.14	0.67	0.2
1970	1.17	1.38	1.43	0.21	1.66	NA	1	1.11	0.28	0.17	0.62	0.34	0.45	0.19	0.22	1.16	0.84	0.94	0.52	0.38	1	0.42	0.63	2.31	1.49	0.38	0.14	0.15	0.67	0.3
1971	1.07	0.79	1.15	0.22	1.13	1.78	0.63	0.89	0.22	0.25	0.77	0.39	0.54	0.26	0.46	1.15	0.67	1.13	0.95	0.28	0.9	0.69	0.85	1.46	1.24	0.35	0.18	0.14	0.65	0.31
1972	0.69	0.87	0.98	0.26	1.04	1.8	0.98	0.53	0.17	0.16	0.56	0.37	0.67	0.33	0.38	0.99	0.59	1.2	0.83	0.2	0.74	0.51	0.97	1.48	1.1	0.27	0.23	0.23	0.72	0.36
1973	0.84	0.92	1.16	0.32	1	1.06	0.81	0.45	0.12	0.3	0.8	0.4	0.39	0.33	0.3	1.21	1.21	1.52	1.28	0.23	0.84	0.39	1.15	1.57	0.87	0.38	0.35	0.25	0.47	0.38
1974	0.56	0.4	1.44	0.3	0.66	1.53	1.2	0.92	0.16	0.27	0.41	0.29	0.38	0.18	0.21	1.13	0.37	0.73	1.03	0.29	0.85	0.49	0.46	1.33	0.95	0.46	0.43	0.23	0.76	0.43
1975	0.44	0.45	1.03	0.22	0.58	0.84	1.23	0.36	0.14	0.14	0.24	0.23	0.28	0.17	0.16	0.31	0.22	0.57	0.67	0.13	0.53	0.22	0.52	0.74	0.4	0.2	0.27	0.2	0.5	0.2
1976	0.35	0.29	0.64	0.13	0.34	0.51	0.46	0.38	0.08	0.09	0.37	0.32	0.3	0.1	0.16	0.24	0.18	0.41	0.3	0.08	0.22	0.15	0.57	0.28	0.4	0.19	0.06	0.14	0.46	0.18
1977	0.27	0.59	0.77	0.17	0.61	0.33	0.6	0.3	0.15	0.05	0.24	0.31	0.21	0.13	0.17	0.24	0.15	0.32	0.26	0.06	0.39	0.11	0.39	0.17	0.44	0.14	0.06	0.12	0.25	0.12
1978	0.39	1.68	1.31	0.15	1.23	1.58	1.14	0.57	0.19	0.05	0.24	0.45	0.25	0.23	0.27	0.38	0.34	1.37	0.44	0.12	0.5	0.32	0.97	0.36	1.01	0.27	0.1	0.09	0.63	0.32
1979	0.6	1.27	2.1	0.25	1.1	1.61	1.63	0.72	0.09	0.08	0.31	0.38	0.36	0.42	0.26	0.48	0.7	1.51	0.63	0.12	0.62	0.63	1.32	0.76	1.16	0.38	0.24	0.21	0.64	0.46
1980	0.51	1.58	3.67	0.28	1.55	1.93	1.53	0.66	0.26	0.13	0.54	0.45	0.27	0.17	0.43	1.01	0.8	2.26	0.9	0.18	0.88	1.31	1.76	1.21	1.62	0.5	0.38	0.26	0.61	0.55
1981	0.48	1.16	2.95	0.36	1.25	1.14	0.81	0.79	0.15	0.16	0.49	0.32	0.2	0.18	0.35	0.92	0.5	1.45	0.95	0.18	0.64	1.19	1.37	0.88	1.57	0.44	0.26	0.24	0.61	0.61
1982	0.49	1.23	2.23	0.28	0.99	1.09	0.56	0.56	0.21	0.09	0.4	0.38	0.32	0.33	0.56	1.17	0.67	1.46	0.91	0.16	0.53	0.58	0.73	0.58	1.76	0.37	0.17	0.25	0.51	0.57
1983	0.42	0.92	2.43	0.3	0.97	1.39	0.6	0.46	0.19	0.1	0.37	0.32	0.21	0.34	0.39	1.07	0.55	1.3	0.63	0.17	0.66	0.37	1.08	0.22	1.74	0.31	0.16	0.16	0.69	0.41
1984	0.37	1.16	2.11	0.22	1.16	1.42	0.73	0.41	0.09	0.13	0.28	0.4	0.2	0.26	0.47	1.07	0.52	1.37	0.72	0.12	0.54	0.47	0.98	0.23	1.45	0.25	0.17	0.15	0.5	0.18
1985	0.37	0.92	1.63	0.33	1.61	2.51	0.81	0.81	0.16	0.11	0.6	0.39	0.26	0.24	0.38	1.37	0.77	1.36	0.94	0.19	0.58	0.5	0.75	0.29	2.07	0.55	0.43	0.24	0.69	0.23
1986	0.3	1.42	1.06	0.31	1.05	1.46	0.66	0.72	0.16	0.19	0.75	0.54	0.39	0.27	0.39	1.06	0.68	0.89	0.92	0.15	0.68	0.48	0.82	0.45	1.32	0.36	0.2	0.19	0.63	0.37
