# Weber - NEN - FASY - ITRDB CHE577
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41831
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41831.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che577-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che577.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che577.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - NEN - FASY - ITRDB CHE577
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: NEN
#   Location: Switzerland
#   Northernmost_Latitude: 47.68382
#   Southernmost_Latitude: 47.68382
#   Easternmost_Longitude: 8.53368
#   Westernmost_Longitude: 8.53368
#   Elevation_m: 570
#--------------------
# Data_Collection
#   Collection_Name: CHE577
#   First_Year: 1853
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NEN01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NEN01b_raw	NEN02a_raw	NEN03a_raw	NEN04a_raw	NEN05a_raw	NEN06a_raw	NEN07a_raw	NEN08a_raw	NEN09a_raw	NEN10a_raw
1928	1.97	1.95	2.03	1.29	1.9	2.18	1.92	2.06	2.49	1.58
1929	1.48	1.54	1.48	1.36	1.87	2.23	1.72	1.65	1.82	1.32
1930	1.55	2.13	1.57	1.56	2.79	2.79	1.77	2	2.7	2.3
1931	2.31	4.04	2.25	2.07	3.27	3.42	2.33	2.48	4	2.72
1932	2.18	4.34	2.85	2.39	2.92	3.5	3.06	3.06	3.91	3.06
1933	1.77	1.87	1.89	1.7	2.3	2.66	2.55	2.25	2.55	2.52
1934	1.46	1.86	0.93	1.15	1.38	1.75	1.6	2.11	1.53	1.78
1935	1.72	1.79	1.19	1.39	1.76	2.35	1.81	2.1	2.15	2.34
1936	1.1	1.79	1.32	1.92	2.21	2.66	1.63	1.04	0.67	1.38
1937	1.52	2.1	1.18	1.6	1.69	2.11	1.67	1.63	1.07	1.42
1938	2.11	2.8	1.93	2.06	2.07	3.53	0.99	3.31	1.59	2.73
1939	1.35	2.66	1.53	2.27	2.39	3.92	1.6	3.17	1.91	1.88
1940	2.22	3.11	2.01	2.38	2.7	3.04	3.05	3.03	2.84	2.36
1941	1.88	3.27	1.98	2.19	2.12	3.07	2.58	2.89	2.29	2.04
1942	1.26	1.62	1.03	2.06	2.43	2.38	2.16	1.26	1.62	1.43
1943	1.27	1.7	0.97	1.5	2.32	2.22	1.91	1.02	1.44	1.66
1944	1.71	1.95	1.14	1.48	2.07	2.34	1.73	1.67	2.02	1.77
1945	1.53	1.78	1.1	1.84	1.66	2.17	1.34	1.45	1.61	1.73
1946	0.62	1.15	0.45	1.12	1.72	2.55	1.71	1.07	1.43	1.84
1947	0.74	1.29	0.79	0.82	0.97	2.24	1.68	0.99	1.6	1.51
1948	0.69	1.29	0.77	0.94	1.01	1.52	1.42	1.55	0.99	1.56
1949	1.22	1.8	1.32	1.4	1.58	1.91	1.95	1.59	1.63	1.79
1950	0.71	0.62	1.47	1.28	2.65	2.34	1.66	0.89	0.89	1.32
1951	1.33	1.81	1.07	2.41	3.6	3.25	3.54	1.65	2.57	2.11
1952	1.37	1.66	1.27	1.96	2.35	2.39	2.96	1.56	2.32	1.86
1953	1.55	2.08	1.71	2.18	3.05	3.19	3.5	1.71	2.51	1.58
1954	1.39	2.07	1.18	1.67	2.37	2.51	3.25	1.7	2.21	1.51
1955	1.94	3.27	1.44	2.72	3.22	3.64	5.31	2.41	3.39	2.09
1956	1.89	2.6	0.98	2.24	1.85	2.93	4.51	2.05	2.63	1.89
1957	0.43	0.8	0.42	1.39	0.67	2.12	4.08	1.45	1.39	1.44
1958	2.17	2.98	1.26	2.31	1.4	3.28	4.93	2.09	2.3	2.26
1959	1.63	2.3	0.59	1.77	1.36	3.73	4.32	1.63	2.19	1.78
1960	1.21	1.83	0.48	2.13	1.31	2.7	3.65	1.53	1.83	1.44
1961	1.43	2.18	0.75	2.35	2.01	2.43	4.4	1.51	1.9	2
1962	1.22	1.28	0.64	1.83	2.02	2.16	2.81	1.3	1.5	1.88
1963	1.05	1.42	0.68	2.37	3.19	2.64	2.99	1.3	1.61	2.07
1964	1.29	1.57	0.63	1.89	2.94	2.39	2.47	1.32	1.75	1.98
1965	1.53	3.08	1.18	2.52	4.54	3.5	2.87	1.29	3.1	1.84
1966	1.12	2.55	0.91	2.44	4.1	2.96	2.74	1.38	3.54	1.76
1967	1.45	2.84	1.2	2.86	3.9	2.86	2.42	1.74	2.92	2.13
1968	1.28	3.05	0.97	2.87	3.32	3.86	2.2	1.57	2.9	1.89
1969	1.68	2.96	1.22	3.13	3.73	4.16	2.82	1.98	3.11	2.78
1970	1.42	2.27	1.11	2.56	2.08	3.63	2.8	1.39	2.56	1.94
1971	0.61	2.08	0.63	2.69	2.31	3.85	3.07	1.25	2.07	2.08
1972	0.95	2.15	1.02	2.58	3.01	3.49	3.62	1.83	2.44	2.92
1973	1.21	1.96	1.17	2.42	2.58	3.81	2.74	1.49	2.32	2.43
1974	0.57	1.87	0.54	2.35	2.3	3.88	2.95	1.22	2.03	2.17
1975	1.13	2.66	0.71	3.5	3.13	4.11	3.55	1.47	3	2.53
1976	0.73	1.52	0.35	1.63	1.09	2.33	1.91	0.91	1.23	1.16
1977	1.11	1.38	0.5	2.2	1.72	3.13	2.33	0.81	1.31	1.45
1978	1.51	1.91	0.59	2.32	2.28	3.56	3.83	1.09	2.34	1.92
1979	1.27	1.58	0.64	1.71	1.66	2.28	2.04	1.03	1.48	1.44
1980	1.23	1.74	0.5	2.23	2.51	3.52	2.61	1.01	1.65	1.27
1981	0.86	1.25	0.52	1.26	1.35	2.67	1.97	0.79	1.6	1.15
1982	0.71	1.01	0.52	1.01	2.43	3.34	2.35	1.06	1.56	1.06
1983	1.23	1.6	0.47	1.44	2.19	2.58	2.75	1.21	2.09	1.5
1984	1.4	1.12	0.5	1.72	1.75	1.76	1.55	0.99	1.26	1.12
1985	1.68	1.38	1.07	2.25	3.07	1.77	2.33	0.97	2.23	2.26
1986	1.89	1.52	2.07	3.74	5.58	3.22	2.95	1.49	2.28	3.66
1987	2.31	2.35	2.25	4.12	5.86	3.71	3.43	1.72	3.54	5.55
1988	1.95	2.46	3.38	5.94	7.89	3.69	3.51	1.93	3.86	6.49
1989	0.82	1.52	1.9	3.6	5.04	2.46	1.79	1.5	2.01	3.6
1990	1.11	1.75	1.92	2.56	1.81	1.75	1.77	1.74	2.24	2.98
1991	0.9	1.68	1.95	2.85	2.15	2.43	1.74	1.58	1.95	2.72
1992	0.53	0.51	2.12	2	4.17	2.72	0.79	0.76	0.67	1.69
1993	0.89	1.01	2.83	2.06	7.19	3.35	1.58	1.03	1.34	2.83
1994	1.34	1.45	1.86	3.15	5.5	2.81	2.57	1.49	2.23	2.64
1995	1.15	1.09	1.66	2.31	4.03	2.18	1.65	1.05	1.14	2.03
1996	0.88	1.46	2.15	3	0.53	2.39	1.95	1.14	2.04	2.2
1997	0.93	2.08	2.13	4.53	5.67	2.9	3.06	1.49	2.9	2.31
1998	0.77	1.21	1.32	2.67	5.87	1.65	2.02	1.04	1.15	1.7
1999	0.53	0.46	1.8	1.44	2.53	1.09	1.46	0.38	0.34	1.25
2000	0.6	0.78	1.46	1.75	1.3	1	1.62	0.62	0.97	1.51
2001	0.72	1.15	1.65	2.85	3.01	1.52	2.14	0.98	1.15	3.11
2002	0.81	1.52	1.02	2.18	2.76	1.62	1.77	0.97	1.12	2.56
2003	0.58	1.31	1.03	2.38	2.43	1.96	2.29	1.49	1.15	3.29
2004	0.79	1.33	1.13	1.23	3.59	1.53	1.99	0.91	1.22	2.17
2005	0.68	1.49	1.31	1.92	3.25	1.71	1.82	1.08	1.27	2.3
2006	0.67	0.51	1.02	2.24	0.97	0.95	1.25	0.93	0.64	2.29
2007	1.17	1.03	1.28	3.29	1.49	1.6	2.27	1.38	1.16	4.2
