# Esper - Heidmörk 0RPC3 - PICO - ITRDB ISL004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42139
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42139.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl004-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/isl004.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Heidmörk 0RPC3 - PICO - ITRDB ISL004
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Heidmörk 0RPC3
#   Location: Iceland
#   Northernmost_Latitude: 64.062144
#   Southernmost_Latitude: 64.062144
#   Easternmost_Longitude: 21.871989
#   Westernmost_Longitude: 21.871989
#   Elevation_m: 130
#--------------------
# Data_Collection
#   Collection_Name: ISL004
#   First_Year: 1967
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus contorta Douglas ex Loudon
#   Common_Name: lodgepole pine
#   Tree_Species_Code: PICO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0RPC3031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0RPC3031_raw	0RPC3032_raw	0RPC3041_raw	0RPC3042_raw	0RPC3051_raw	0RPC3052_raw	0RPC3061_raw	0RPC3062_raw	0RPC3071_raw	0RPC3072_raw	0RPC3081_raw	0RPC3082_raw	0RPC3091_raw	0RPC3092_raw	0RPC3101_raw	0RPC3102_raw	0RPC3111_raw	0RPC3112_raw	0RPC3161_raw	0RPC3162_raw	0RPC3171_raw	0RPC3172_raw	0RPC3181_raw	0RPC3182_raw
2008	0.46	0.41	0.78	0.97	1.1	1.57	1.13	1.58	0.82	0.75	1.05	1.12	1.14	0.59	0.52	NA	1.09	0.49	1.16	0.62	0.92	0.33	1.84	1.23
2009	0.44	0.35	0.83	1.17	0.97	1.55	2.2	2.15	0.74	0.85	1.62	1.16	1.18	0.74	0.75	NA	1.07	0.52	1.22	0.73	1.17	0.34	1.96	1.2
2010	0.42	0.45	0.61	1.05	0.93	1.5	2.53	1.83	1.01	1.27	1.83	1.95	1.16	0.82	0.62	NA	1.17	0.73	1.34	0.63	1.34	0.77	2.23	1.52
2011	0.41	0.44	0.46	0.91	0.78	1.05	1.25	1.26	0.87	1.13	1.28	1.4	1.05	1.45	0.66	NA	0.97	0.59	0.91	0.68	1.21	0.8	1.58	1.01
2012	0.34	0.3	0.85	0.83	1.02	1.22	0.94	1.1	0.98	1.54	1.29	1.44	1.15	1.44	0.9	NA	1.05	0.56	0.74	0.45	1.32	0.89	1.77	1.17
2013	0.3	0.3	0.82	0.73	0.75	0.84	0.68	0.79	0.79	1.43	0.97	0.91	0.94	0.99	0.52	NA	0.67	0.32	0.61	0.38	0.93	NA	1.58	0.87
2014	0.43	0.38	0.84	0.9	0.78	0.89	0.54	1.18	0.81	1.38	1.31	1.2	0.89	1.08	0.53	NA	0.37	0.52	0.39	0.29	0.57	NA	1.37	0.8
2015	0.28	0.28	0.85	0.53	0.77	0.65	0.67	1.11	0.71	1.18	1.03	0.88	1	1	0.41	NA	0.34	0.32	0.31	0.17	0.48	NA	0.77	0.82
2016	0.33	0.33	0.98	0.59	0.94	0.84	1.12	1.32	0.7	1.38	1.8	1.7	0.88	0.71	0.46	NA	0.23	0.4	0.33	0.21	0.42	NA	0.92	1.12
2017	0.32	0.26	1.17	0.45	1.63	0.57	1.36	1.01	0.58	1.57	2.01	1.55	0.95	1.07	NA	NA	0.26	0.25	0.53	0.25	1.12	NA	1.01	1.05
