# Lévesque - Pfafers - LADE - ITRDB CHE536
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41790
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41790.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che536-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che536.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che536.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Pfafers - LADE - ITRDB CHE536
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Pfafers
#   Location: Switzerland
#   Northernmost_Latitude: 46.97472222
#   Southernmost_Latitude: 46.97472222
#   Easternmost_Longitude: 9.49211
#   Westernmost_Longitude: 9.49211
#   Elevation_m: 980
#--------------------
# Data_Collection
#   Collection_Name: CHE536
#   First_Year: 1878
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PL01_raw	PL02_raw	PL03_raw	PL04_raw	PL05_raw	PL06_raw	PL07_raw	PL09_raw	PL10_raw	PL11_raw	PL12_raw	PL13_raw	PL14_raw	PL15_raw
1941	3.2	4.41	2.62	5.4	6.08	2.96	5.15	4.12	4.28	6.48	5.97	NA	2.66	3.02
1942	5.26	3.68	1.22	5.68	4.92	3.83	5.24	3.27	3.76	6.81	5.96	NA	2.94	2.33
1943	4.37	4.26	1.76	6.14	5.02	3.25	6.04	4.96	3.98	6.2	5.14	NA	3.45	2.99
1944	4.28	2.06	2.72	5.75	3.99	2.79	4.86	2.84	2.25	5.2	3.89	NA	2.9	3.24
1945	4.27	3.02	2.6	5.49	4.22	3.17	4.33	3.31	2.85	5.59	3.64	NA	3.06	2.78
1946	4.8	3.32	3.66	5.98	3.9	3.27	5.19	3.23	2.9	5.78	3.4	3.91	3.16	3.21
1947	5.26	2.98	3.83	5.1	3.56	3.09	5.43	2.66	2.43	4.97	2.86	4.65	2.61	3.17
1948	3.46	3.14	1.95	4.37	2.92	2.73	5.15	2.68	2.85	5.17	2.72	4.09	2.32	3.12
1949	3.34	2.8	2.77	3.57	3.53	2.27	4.49	2.66	2.05	4.35	2.07	3.39	2.5	2.73
1950	3.53	2.28	2.39	3.83	2.83	2	5.22	2.27	1.76	4.01	1.51	3.15	2.56	1.99
1951	4.53	2.37	2.45	3.98	2.87	2.71	5.01	1.93	2.48	4.34	1.67	3.29	2.35	2.45
1952	3.72	2.26	2.54	3.93	2.86	2.54	4.59	2.46	2.65	3.72	1.82	3.57	2.16	2.62
1953	3.37	2.52	2.67	4.85	2.85	2.8	4.93	2.81	2.11	4.23	1.87	2.66	1.82	2.55
1954	2.8	2.19	1.91	4.09	3.2	1.94	4.36	2.26	1.61	3.94	1.81	2.75	1.48	2.35
1955	2.97	2.47	1.89	3.84	2.9	2.32	4.65	2.28	1.63	3.81	1.67	5.41	1.73	2.61
1956	3.1	2.65	1.98	3.54	3.19	2.46	4.71	2.54	2.34	4.34	2	3.49	2.07	3.03
1957	2.23	4.07	2.14	2.12	2.92	1.83	3.97	3.12	2.64	5.07	1.38	3.02	2.22	3.09
1958	2.46	2.19	0.78	2.16	2.93	3.28	4.01	2.83	1.75	4.14	1.91	2.26	2.43	2.39
1959	2.42	2.77	0.91	1.51	2.23	2.38	3.26	3.5	1.91	4.32	1.79	2.63	2.28	2.79
1960	2.28	2.05	1.04	1.44	1.44	2.86	2.68	2.93	1.52	3.92	1.57	2.5	2.23	2.53
1961	2.63	2.26	1.04	1.96	2.23	3.28	3.66	3.84	2.13	4.77	1.75	3.51	3.29	2.89
1962	2.48	2.01	0.7	2	1.66	2.79	3.9	3.28	2.14	4.46	1.72	2.68	2.76	3.25
1963	2.13	2.45	0.84	1.99	1.93	2.93	4.15	3.1	2.15	4.08	1.38	2.84	3.39	2.44
1964	2.15	2.81	0.83	1.64	1.88	3.62	4.03	3.01	1.75	4.14	1.13	3.21	3.3	2.37
1965	1.47	1.83	0.8	1.97	1.98	2.83	3.36	2.87	1.62	3.61	1.29	2.64	3.35	2.17
1966	2.52	2.83	1.38	2.96	2.43	3.58	4.12	4.17	1.73	4.62	1.6	3.05	4.43	3.47
1967	2.16	2.34	1.13	1.92	2.08	2.63	4.1	3.34	1.63	3.9	1.26	2.42	4.24	2.75
1968	2.19	2.43	1.12	1.73	1.97	2.8	3.93	3.09	1.98	3.27	1.09	2.25	3.22	2.38
1969	2.11	2.01	1.38	2.03	2.2	2.63	4.01	3.76	2.43	2.88	1.25	2.14	2.53	2.1
1970	1.57	1.89	1.24	1.66	2.47	2.44	3.52	3.06	2.48	3.62	1.36	2.02	2.89	2
1971	1.94	2.13	1.21	1.54	2.36	2.7	3.42	3.22	3.85	3.56	1.42	2.32	2.69	2.17
1972	0.67	1.76	0.96	1.1	1.92	1.64	2.7	2.59	2.56	3.46	1.36	2.2	3.34	2.15
1973	0.62	1.48	0.88	0.93	1.71	1.94	3.01	2.49	1.77	3.4	1.16	1.88	2.93	2.3
1974	1.29	1.54	0.95	1.12	2.5	2.44	3.23	3.26	1.81	3.68	1.1	2.6	3.01	2.27
1975	2.83	1.58	1.37	1.75	1.88	1.9	2.68	3.24	1.44	3.88	1.21	2.56	2.79	2.18
1976	2.01	1.73	1.24	1.64	1.7	1.79	2.83	2.91	1.23	3.6	1.23	2.51	2.9	2.39
1977	1.61	1.04	1.11	0.98	2.35	1.17	3.21	2.77	1.13	2.61	1.1	1.55	2.53	2.48
1978	1.67	1.58	1.46	1.44	2.8	0.9	4	3.79	1.8	2.82	1.37	2.49	3.15	3.13
1979	2	3.09	1.9	2.31	4.12	0.99	3.62	4.1	3.1	4.74	1.27	2.83	3.62	3.05
1980	2.19	5.06	2.7	2.94	4.33	1.32	5.11	4.56	4.02	5.97	1.34	2.3	4.68	3.04
1981	2.32	5.02	2.13	3.79	4.73	1.39	4.55	5.4	5.99	6.24	1.51	2.09	4.63	3.61
1982	2.39	4.55	1.98	3.11	4.74	1.23	2.72	4.18	5.15	5.24	1.33	1.85	4.08	3.28
1983	1.61	3.39	1.22	1.99	4.02	1.53	2.56	2.62	4.01	3.51	1.42	1.52	3.07	2.28
1984	1.67	2.46	0.78	1.98	3.63	1.82	2.95	2.74	3.31	3.7	1.36	1.75	3.03	2.34
1985	1.95	3.52	1.03	2.36	4.01	1.55	3.25	4.24	4.63	4.25	1.52	2.55	2.9	3.05
1986	1.75	3.98	1.45	2.88	3.17	2.42	3.55	4.66	3.94	4.95	1.89	3.14	2.56	3.13
1987	1.56	2.39	1.05	2.84	3.31	2.13	3.38	3.52	4.31	5.29	1.5	2.3	2.95	3.11
1988	2.05	2.6	1.15	2.52	5.14	2.97	2.5	2.86	3.67	3.64	1.64	1.99	4.29	3.8
1989	1.72	2.58	1.11	2.23	3.98	2.96	2.8	3.16	3.21	2.7	1.29	1.74	3.09	3.39
1990	1.6	2.2	1.13	1.89	4.92	2.27	2.39	3.31	1.9	2.29	1.32	1.79	2.74	2.84
1991	1.39	1.85	0.89	1.64	3.36	1.34	2.12	2.9	1.44	2.12	1.19	1.45	2.04	2.11
1992	1.15	1.25	0.7	1.53	3.15	1.54	1.63	2.46	1.09	1.26	1.06	1.48	1.96	1.77
1993	1.55	2.1	1.36	2.07	3.76	1.94	2.52	3.81	1.66	2.73	1.46	2.97	2.24	3
1994	1.75	3.19	1.05	3.3	3.79	1.84	2.63	3.46	1.59	2.13	1.04	2.72	2.3	3.41
1995	1.75	2.3	1.04	2.37	2.93	1.97	3.11	2.78	2.05	1.95	1.41	3.1	2.25	2.67
1996	2.28	3.02	1.5	2.58	3.46	1.92	2.33	3.06	2.03	2.14	0.96	2.72	1.96	2.59
1997	2.25	3.27	1.82	2.66	3.59	1.83	2.79	2.6	2.27	2.28	1.04	3.05	1.94	2.49
1998	1.88	2.47	1.68	1.85	3.04	1.98	2.77	2.49	2.79	1.97	1.22	2.09	1.96	2.26
1999	1.27	2.2	1.26	1.93	2.27	2.03	2.53	2.88	2.19	2.16	0.92	3.11	2.14	2.05
2000	1.38	2.88	1.18	2.52	2.77	2.05	2.78	3.52	1.68	1.97	0.9	3.05	2.94	2.21
2001	1.59	2.61	1.3	2.67	2.8	2.19	3.07	3.22	1.86	2.11	1.59	3.21	4.1	2.72
2002	1.28	2.82	1.28	2.5	2.07	1.77	2.09	2.12	1.71	1.61	1.22	3.05	2.92	2.03
2003	1.24	1.86	0.8	1.28	1.27	1.38	1.29	1.39	1.16	0.85	0.82	1.85	1.59	1.04
2004	0.9	1.45	0.47	0.94	1.5	1.8	1.78	1.88	1.07	0.93	0.95	2.29	1.49	1.23
2005	0.94	2.3	0.68	1.25	1.81	1.74	1.91	1.88	1.08	1.5	1.11	3.2	2.07	1.67
2006	1.12	1.55	0.84	1.16	1.69	1.84	2.38	1.63	1.19	1.26	0.99	3.75	1.83	1.44
2007	2.41	3.41	1.14	1.18	2.06	4.29	3.42	2.06	1.81	2.26	1.34	5.14	1.8	2.01
2008	2.83	2.68	1.59	1.72	2.15	4.42	3.11	2.07	1.64	1.3	1.43	5.16	1.64	2.33
2009	2.73	2.84	1.95	1.68	2.19	4.2	2.15	1.61	1.56	1.53	1.62	5.46	1.93	2.82
2010	1.99	1.5	1.29	1.29	1.42	2.69	1.36	0.88	1.54	1.56	1.3	4.08	1.58	1.35
