# Luz - Derborence - ABAL - ITRDB CHE484
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41296
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41296.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che484-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che484.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che484.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Luz - Derborence - ABAL - ITRDB CHE484
#--------------------
# Investigators
#   Investigators: Luz, Flavia; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: ca. 1460 - 1600 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Luz F. 2024. Altersbestimmung und Klimawachstumsanalyse von Weisstannen im Waldreservat Derborence VS. Bachelor thesis. ETH Zurich, Zurich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Derborence
#   Location: Switzerland
#   Northernmost_Latitude: 46.27777779
#   Southernmost_Latitude: 46.27777779
#   Easternmost_Longitude: 7.218611118
#   Westernmost_Longitude: 7.218611118
#   Elevation_m: 1520
#--------------------
# Data_Collection
#   Collection_Name: CHE484
#   First_Year: 1825
#   Last_Year: 2021
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## A.A3.704_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A3.704; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A12.86_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A12.86; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A13.25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A13.25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A40.X4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A40.X4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A40.X5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A40.X5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A40.X6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A40.X6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A40.X7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A40.X7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A56.X1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A56.X1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A61.X2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A61.X2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A61.X4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A61.X4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nA2.X1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nA2.X1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nA8.219_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nA8.219; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nA40.X8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nA40.X8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nA40.X9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nA40.X9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	A.A3.704_raw	A12.86_raw	A.A13.25_raw	A.A40.X4_raw	A.A40.X5_raw	A.A40.X6_raw	A.A40.X7_raw	A.A56.X1_raw	A.A61.X2_raw	A.A61.X4_raw	nA2.X1_raw	nA8.219_raw	nA40.X8_raw	nA40.X9_raw
1906	3.25	2.48	1.75	0.89	2.19	1.01	1.21	1.47	2.31	2.23	NA	NA	2.87	3.52
1907	2.94	2.47	1.78	0.62	2.05	0.85	1.33	1.65	1.48	1.73	NA	NA	2.7	5.28
1908	3.43	2.23	2.19	0.63	2.07	1.01	1.52	2.94	1.7	1.97	NA	NA	3.06	5.87
1909	3.67	2.38	2.29	1.04	1.84	1.26	1.57	3.83	1.56	2.06	NA	NA	3.08	5.66
1910	3.11	2.08	2.16	1	1.81	1.24	1.57	4.4	1.72	2.18	NA	NA	3.45	4.82
1911	3.95	2.22	2.47	1.21	1.97	1.58	1.64	5.29	2.01	3.22	NA	NA	3.24	5.75
1912	3.14	2.14	2.1	1.31	1.59	1.39	1.41	4.67	1.85	3.03	NA	NA	3.16	4.42
1913	2.54	1.65	2	1.37	1.83	1.39	1.5	3.75	1.61	2.93	0.71	NA	2.91	4.06
1914	2.85	1.93	2.59	2.24	2.44	2.2	2.04	5.1	2.39	4.28	1.07	NA	3.89	5.08
1915	2.32	1.51	2.28	1.85	1.99	1.61	1.38	3.81	2.44	3.22	1.49	1.25	2.71	3.97
1916	3.15	1.8	2.68	2.83	2.57	2.04	1.64	4.91	2.83	3.89	1.52	1.73	3.39	4.08
1917	2.97	1.48	2.24	2.34	2.13	1.29	1.38	3.53	2.64	3.48	1.45	1.7	2.5	4.15
1918	3.02	1.71	2.38	2.57	2.13	1.42	1.38	4.07	2.51	4.3	1.36	2.27	2.92	4.31
1919	2.59	1.71	2.36	3.37	2.04	1.65	1.15	4.12	2.29	4.4	1.23	2.11	2.82	3.99
1920	2.81	1.81	2.34	2.35	2.32	1.53	1.1	4.25	2.26	4.12	0.94	1.94	2.21	4.18
1921	3.51	1.86	2.28	2.3	2.78	1.74	1.24	4.77	2.57	5.21	1.51	2.36	2.78	4.56
1922	2.16	1.71	1.84	1.15	1.86	1.3	0.75	2.2	2.04	3.29	1.06	2.01	1.97	2.72
1923	2.16	2.4	2.33	1.69	1.92	1.9	0.97	3.41	2.74	4.24	0.85	2.8	3.05	3.06
1924	2.44	2.48	1.99	1.59	1.98	1.79	1.18	2.06	2.81	3.98	1.25	2.86	2.79	2.66
1925	3	2.57	2.84	2.45	2.33	1.43	1.38	2.87	3.17	4.23	2.06	3.38	3.13	3.04
1926	2.58	2.71	1.99	2.33	2.46	1.72	1.56	3.14	3.22	3.67	1.53	3.22	3.17	2.78
1927	2.3	2.89	1.71	2.15	2.09	1.36	1.62	2.19	3.33	3.5	1.51	2.75	2.21	2.58
1928	2.94	3.25	1.77	2.38	2.31	1.76	2.21	2.36	4.08	4.35	1.7	3.42	3.08	2.68
1929	1.98	2.12	1.16	2.14	1.74	1.19	1.72	1.67	3.73	1.07	1.26	3.14	0.94	2.02
1930	2.13	2.08	0.82	2.14	1.59	1.31	1.53	1.09	3.91	0.59	1.14	3.5	0.92	1.96
1931	2.32	2.37	1.16	2.39	1.73	1.73	2.06	1.16	4.75	0.66	1.18	4.68	1.86	2.47
1932	2.78	3.09	1.51	2.74	2	1.9	2.38	1.5	5.14	0.99	1.3	5.89	3.34	2.86
1933	2.71	2.84	1.7	2.13	1.73	2.2	2.02	1.76	4.54	0.77	0.89	4.89	2.75	2.13
1934	1.78	2.4	1.69	2.25	1.42	1.36	1.53	2.18	3.6	0.81	0.82	4.1	2.05	1.94
1935	1.89	2.42	1.67	2.43	1.23	1.51	1.37	2.17	3.49	0.94	0.71	4.43	1.96	1.79
1936	2.04	2.67	1.71	2.4	1.29	1.64	1.49	2.41	3.44	1	0.66	4.97	1.99	1.75
1937	1.68	2.45	1.81	2.08	1.2	1.66	1.5	2.52	4.1	1.75	0.82	5.23	2.1	1.68
1938	2.19	2.53	1.61	2.45	1.35	1.68	1.49	2.8	3.95	2.89	1.12	4.76	1.56	2.1
1939	1.88	2.44	1.66	2.16	1.34	1.6	1.44	2.65	3.54	2.68	0.88	4.8	1.35	2.01
1940	2.18	2.78	2.18	2.56	1.22	1.83	1.42	3.61	4.18	3.47	1.62	4.93	1.43	2.11
1941	2.19	2.23	2.12	2.43	1.31	2	1.36	2.71	3.85	2.63	1.68	4.46	1.13	2.11
1942	2.21	2.42	2.29	2.84	1.36	1.76	1.33	2.53	3.59	2.8	1.42	4.66	1.09	1.71
1943	2.44	2.64	1.83	3.26	1.58	1.67	1.43	2.69	4.63	2.7	2.06	5.99	1.23	2.01
1944	2.24	2.48	1.5	3.12	1.27	1.31	1.22	2.02	4.16	2.22	1.9	5.6	0.98	0.63
1945	2.84	1.94	1.42	2.95	1.31	1.62	1.33	1.87	4.53	1.8	2.06	4.95	1.14	2.55
1946	2.68	2.36	1.96	3.31	1.51	1.98	1.71	2.2	4.77	1.84	1.83	5.94	1.23	2.03
1947	2.91	1.8	1.97	3.68	1.37	1.65	1.84	2.7	4.8	1.97	2.76	5.8	0.36	2.97
1948	2.02	1.56	1.68	3.45	0.96	1.35	1.24	1.8	2.5	1.37	1.17	5.36	0.44	1.3
1949	2.73	1.86	2.27	4.06	1.31	1.72	2.24	3.13	4.25	1.76	1.94	6.68	0.8	1.91
1950	1.87	1.82	2.01	3.93	1.24	1.36	2.09	2.38	3.61	1.38	2	6.04	0.75	1.41
1951	1.69	2.31	2.46	3.88	1.3	1.54	2.37	2.62	3.8	1.8	2.64	5.01	1.3	1.45
1952	2.52	2.08	2.61	4.26	1.54	1.75	2.88	2.67	3.99	2.11	3.35	5.35	1.77	1.57
1953	2.07	2.34	2.41	3.89	1.31	1.75	3.05	2.88	3.88	1.99	3.41	3.96	2.45	1.28
1954	1.88	2.18	2.18	3.69	1.67	1.48	2.47	2.5	3.36	1.75	2.8	3.27	2.02	1.21
1955	1.14	2.43	2.53	3.49	1.55	1.69	2.55	2.93	3.68	1.91	3.06	4.08	2.2	1.15
1956	1.26	2.55	2.41	3.26	1.11	1.33	2.31	3.1	3.32	2.54	2.07	4.99	1.85	1.11
1957	1.01	2.47	2.78	3.68	1.32	1.34	2.38	3.59	3.45	2.79	1.71	5.62	2.27	1.13
1958	0.88	2.69	2.79	4.17	1.5	1.44	2.45	4.39	3.7	2.76	1.96	6.05	2.12	0.97
1959	1.12	2.46	2.8	4.13	1.78	1.66	2.49	3.95	3.94	2.96	2.53	5.64	2.5	3.06
1960	1.9	2.35	2.6	3.9	1.63	1.56	2.08	2.68	3.08	1.97	1.64	5.12	2.29	3.09
1961	1.3	2.81	2.63	3.85	1.9	1.79	2.61	3.34	3.33	1.81	2.13	5.13	3.15	4.38
1962	1.04	1.97	2.26	3.26	1.58	1.35	1.89	2.73	2.89	1.55	1.38	4.44	2.19	3.53
1963	0.89	2.08	2.44	3.16	2.08	1.25	1.47	2.63	3.15	1.31	1.12	4.61	1.78	2.29
1964	0.99	2.44	2.57	3.48	2.16	1.36	1.83	2.48	3.29	1.31	1.43	5.07	1.31	2.55
1965	0.77	2.01	2.18	2.78	1.75	1.35	1.86	1.89	2.41	1.13	1.12	4.08	2.15	2.13
