# Vanoni - Combe Biosse - ACPS - ITRDB CHE446
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41258
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41258.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che446-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che446.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che446.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Vanoni - Combe Biosse - ACPS - ITRDB CHE446
#--------------------
# Investigators
#   Investigators: Vanoni, Marco; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Vanoni, Marco; Harald Bugmann; Magdalena Nötzli; Christof Bigler
#   Published_Date_or_Year: 2016
#   Published_Title: Drought and frost contribute to abrupt growth decreases before tree mortality in nine temperate tree species
#   Journal_Name: Forest Ecology and Management
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.foreco.2016.10.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss National Science Foundation
#   Grant: 140968
#--------------------
# Site_Information
#   Site_Name: Combe Biosse
#   Location: Switzerland
#   Northernmost_Latitude: 47.105833344
#   Southernmost_Latitude: 47.105833344
#   Easternmost_Longitude: 7.010555562
#   Westernmost_Longitude: 7.010555562
#   Elevation_m: 1250
#--------------------
# Data_Collection
#   Collection_Name: CHE446
#   First_Year: 1841
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Acer pseudoplatanus L.
#   Common_Name: sycamore maple
#   Tree_Species_Code: ACPS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 73970L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73970L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73971L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73971L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73972L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73972L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73973R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73973R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73975L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73975L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73976R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73976R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73977R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73977R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73978L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73978L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73979L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73979L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73980R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73980R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73981R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73981R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	73970L_raw	73971L_raw	73972L_raw	73973R_raw	73975L_raw	73976R_raw	73977R_raw	73978L_raw	73979L_raw	73980R_raw	73981R_raw
1905	1.04	0.69	1.57	1.31	1.09	1.38	1.34	0.86	1.93	1.98	0.99
1906	0.81	0.71	1.09	1.12	0.79	1.59	1.96	0.84	1.37	0.97	0.71
1907	0.66	0.46	0.9	0.73	0.73	1.07	1.69	0.77	1.54	0.88	1.08
1908	0.57	0.47	1.14	0.79	0.52	1.15	1.57	0.64	1.87	1.13	1.01
1909	0.55	0.29	0.84	0.43	0.49	1.16	1.19	0.76	1.63	0.73	0.84
1910	0.62	0.52	1.57	0.79	0.74	1.3	1.45	0.78	2.01	0.97	0.97
1911	0.5	0.46	1	0.66	0.66	0.91	1.26	0.71	1.42	2.21	0.81
1912	0.63	0.39	1.05	0.65	0.87	1.94	2.03	1.17	2.39	2.01	1.62
1913	0.6	0.5	1.26	0.99	0.65	1.72	1.82	0.98	2.17	1.1	1.64
1914	0.67	0.63	1.21	0.9	0.81	2.02	2.26	0.97	2.31	2.1	1.5
1915	1.29	1.12	1.67	1.2	0.98	2.67	2.45	1.36	2.77	2.09	1.61
1916	1.28	1.07	1.3	0.82	0.8	3	2.52	1.37	2.39	2.61	1.93
1917	1.31	1.49	1.55	1.16	0.89	2.97	2.96	1.67	2.44	2.26	2.21
1918	1.09	0.95	0.89	0.82	0.47	2.46	2.02	1.38	1.78	2.09	1.89
1919	0.92	1.24	1.34	0.69	0.48	1.6	1.39	1.32	2.07	1.56	1.48
1920	1.02	1.46	1.24	0.54	0.87	1.35	1.71	1.29	1.68	2.29	1.58
1921	0.78	1.24	0.88	0.51	0.56	1.12	1.22	0.86	1	2.13	1.33
1922	0.59	0.85	0.85	0.57	0.69	0.8	1.05	0.59	1.13	1.34	1.96
1923	0.01	0.83	0.44	0.2	0.01	0.27	0.6	0.01	0.76	0.91	0.91
1924	0.52	1.23	1.01	0.3	0.01	0.64	0.94	0.47	1.32	1.31	1.9
1925	0.64	1.52	1.31	0.51	0.13	0.59	1.11	0.56	1.29	1.63	2.23
1926	0.44	0.74	0.68	0.33	0.7	0.39	0.7	0.66	1.19	1.06	1.34
1927	0.66	1.95	1.34	0.81	0.73	0.8	1.38	0.56	1.79	1.96	1.77
1928	0.56	1.93	1.44	0.83	0.26	0.5	1.12	0.77	1.35	2.88	1.52
1929	0.71	1.59	1.03	0.6	0.82	0.62	1.04	0.57	1.53	2.21	1.61
1930	0.56	1.53	1.1	0.65	0.57	0.78	1.31	0.66	1.4	1.02	1.79
1931	0.7	1.97	1.32	1.13	0.69	0.69	1.75	0.68	1.43	2.5	1.96
1932	0.35	1.14	1.05	0.89	0.72	0.64	1.56	0.5	1.17	1.59	2.17
1933	0.22	0.62	0.79	0.56	0.64	0.37	1.12	0.6	0.67	2.28	1.89
1934	0.72	0.69	0.66	1.1	0.33	0.44	1.3	0.39	0.46	2.2	2
1935	0.79	0.88	0.42	1.01	0.01	0.83	1.72	0.52	0.75	2.21	1.82
1936	0.42	0.57	0.39	0.74	0.36	0.8	1.15	0.58	0.59	1.74	1.6
1937	0.73	1.23	0.89	0.94	0.61	1.09	1.98	0.65	0.41	2.04	1.88
1938	0.7	1.54	0.85	0.84	0.39	0.97	1.91	0.69	0.65	2.42	2.01
1939	0.34	0.99	0.85	0.72	0.32	0.71	1.52	0.66	0.57	1.6	2.16
1940	0.01	0.88	0.93	0.64	0.62	0.54	1.51	0.59	0.58	1.35	2.27
1941	0.07	1.58	1.31	0.92	0.41	0.75	1.72	0.57	0.8	1.92	2.08
1942	0.79	1.58	1.15	0.71	0.12	0.71	1.71	0.82	0.8	1.78	1.29
1943	0.7	1.18	1.07	0.77	0.56	0.7	1.36	0.85	0.66	2.15	1.33
1944	0.7	0.81	1	0.99	0.53	0.85	1.41	0.85	0.76	2.46	1.1
1945	0.57	0.92	1.02	0.74	0.5	0.67	1.47	0.83	0.38	1.95	1.55
1946	0.54	0.75	0.79	0.31	0.85	0.43	0.63	0.69	0.16	0.9	1.16
1947	0.22	0.52	0.31	0.47	0.7	0.65	1	0.64	0.16	1.68	1.97
1948	0.28	0.18	0.01	0.11	0.04	0.11	0.36	0.29	0.01	0.97	1.02
1949	0.26	0.46	0.44	0.6	0.13	0.37	0.51	0.54	0.01	1.61	1.28
1950	0.67	0.97	1.28	1.08	0.67	0.94	1.22	1.15	0.96	1.71	3.62
1951	0.6	1.07	1.32	0.64	0.71	0.83	1.12	0.92	0.72	1.52	2.77
1952	0.49	1	1.11	0.69	0.47	0.56	1.02	0.75	0.27	2.21	1.64
1953	0.77	1.41	1.8	0.41	0.91	1.04	1.45	1.49	0.75	1.58	2.63
1954	0.45	0.98	0.81	0.29	0.5	0.55	1.1	1.07	0.68	1.13	1.41
1955	0.62	1.17	1.04	0.73	0.78	0.81	1.41	1.12	0.84	1.81	2.06
1956	0.46	0.73	1.05	0.52	0.62	0.64	1.09	1.24	0.44	1.07	1.37
1957	0.68	0.49	1.21	0.43	0.01	0.62	0.77	1.02	0.37	0.89	1.23
1958	0.79	1.28	1.9	0.94	0.9	1.38	1.69	1.92	1.15	1.92	1.31
1959	0.71	1.21	1.55	1.03	1.32	1.29	1.74	1.92	0.99	2.85	1.02
1960	0.44	1.18	0.94	0.63	1.1	1.14	1.33	1.47	1.08	1.97	0.86
1961	0.61	1.31	1.21	0.69	0.96	0.84	1.08	1.29	0.83	1.74	0.64
1962	0.63	1.65	1.52	1.07	1.1	1	1.48	1.74	1.46	2.14	1.77
1963	0.11	1.22	1.21	0.92	1.14	0.99	1.37	1.49	1.19	1.67	1.24
1964	0.09	0.16	0.65	0.52	0.55	0.53	0.62	0.76	0.4	1.45	0.94
1965	0.34	0.46	0.96	0.49	0.82	0.44	0.48	0.71	0.81	1.23	0.74
1966	0.01	0.74	1.02	0.54	0.6	0.45	0.57	0.65	1	0.94	0.61
1967	0.64	0.85	1.21	0.97	0.9	0.82	1.09	0.98	1.62	2.01	1.05
1968	0.34	0.61	0.99	1.01	0.69	0.48	0.77	0.84	1.27	1.15	0.68
1969	0.7	0.93	1.38	1.42	1.03	0.86	1.23	1.19	1.52	1.8	1.57
1970	0.5	0.72	1.29	1.31	1.21	1.02	1.12	1.16	1.12	1.73	1.3
1971	0.32	0.13	0.77	0.63	1.15	0.53	0.7	0.84	0.9	1.25	1.47
1972	0.35	0.24	0.76	1.23	0.96	0.91	0.97	0.91	0.84	1.93	1.74
1973	0.53	0.09	0.85	1.65	0.81	0.98	1.23	0.6	1.11	1.3	1.43
1974	0.56	0.14	0.96	1.39	0.89	0.96	1.1	0.74	1.24	1.6	0.76
1975	0.21	0.49	0.34	0.9	0.91	0.64	0.78	0.3	0.76	1.36	0.47
1976	0.01	0.38	0.34	1.15	0.68	0.55	0.66	0.01	0.55	1.42	0.64
1977	0.01	0.48	0.38	0.92	0.86	0.58	0.66	0.51	1	1.24	0.65
1978	0.43	1.61	0.4	0.78	0.95	0.35	0.62	0.59	0.73	0.79	0.43
1979	0.66	1.43	0.51	0.98	1.14	0.64	0.93	0.81	1.02	1.45	0.8
1980	0.01	1.82	0.38	0.69	1.04	0.41	0.58	0.76	1.08	1.2	0.67
1981	0.31	1.47	0.43	0.79	1.12	0.38	0.51	0.68	0.54	0.81	0.68
1982	0.98	1.01	1.05	1.49	1.81	0.93	1.24	1.27	1.55	2.01	1.54
1983	0.71	0.67	0.7	1.41	1.44	0.89	1.25	1.08	1.08	1.64	1.03
1984	0.56	1.04	0.52	1.23	1.28	0.6	1.1	0.86	1.06	1.02	0.95
1985	0.51	1.27	0.42	0.97	1.19	0.65	1.24	0.89	1.05	1.33	1
1986	0.27	0.4	0.39	0.88	0.96	0.46	0.83	0.73	1.07	1.18	1.18
1987	0.07	0.33	0.23	0.49	0.69	0.37	0.64	0.58	1.02	0.75	0.62
1988	0.27	0.71	0.89	1.02	0.96	0.68	1.14	0.93	0.71	1.53	0.97
1989	0.6	1.73	0.65	1.14	1	0.52	0.91	0.96	0.84	1.93	0.94
1990	0.01	0.86	0.51	0.76	1.13	0.15	0.32	0.01	0.46	1.88	0.47
1991	0.54	0.08	0.39	0.52	0.84	0.38	0.59	0.01	0.83	1.32	0.85
1992	0.37	0.54	0.45	0.46	0.57	0.52	0.63	0.01	0.56	0.95	0.89
1993	0.41	0.88	0.86	0.61	0.92	0.69	0.71	0.74	0.91	1.12	0.92
1994	0.54	0.52	0.87	1.14	1.15	0.97	0.97	0.85	0.98	1.57	1.15
1995	0.4	0.18	0.51	0.73	0.81	0.72	0.59	0.5	0.72	0.77	0.62
1996	0.33	0.38	0.4	0.61	0.83	0.53	0.48	0.83	0.65	0.4	0.31
1997	0.59	0.94	0.8	0.77	1.41	0.9	0.96	0.95	1.04	1.23	0.51
1998	0.98	0.69	0.85	1.01	1.59	0.61	0.87	0.83	0.96	1.8	0.95
1999	0.64	0.66	0.55	0.75	1.11	0.63	0.7	0.77	0.78	1.22	0.73
2000	0.46	0.32	0.23	0.46	0.44	0.53	0.29	0.75	0.18	0.68	0.18
2001	0.56	0.4	0.39	0.56	0.81	0.11	0.69	0.71	0.46	1.38	0.25
2002	0.44	NA	0.46	0.58	0.76	0.18	0.5	0.65	0.5	1.09	0.52
2003	0.34	NA	0.18	0.72	0.52	0.51	0.41	0.45	0.41	1.54	0.35
2004	0.24	NA	0.76	0.71	0.69	0.65	0.63	0.44	0.25	1.39	0.01
2005	0.6	NA	0.78	0.87	0.67	0.53	0.87	0.33	0.61	1.41	0.56
2006	0.47	NA	NA	0.53	0.28	0.76	0.8	0.57	0.54	1.11	0.53
2007	0.3	NA	NA	0.01	0.07	0.24	0.21	0.28	1.19	0.3	0.01
2008	0.57	NA	NA	0.61	0.84	0.62	0.65	0.3	0.76	1.23	0.33
2009	0.39	NA	NA	1.21	1.6	0.32	0.94	0.29	0.53	1.66	0.71
2010	0.09	NA	NA	0.5	0.67	NA	0.36	0.54	1.19	1.73	0.24
2011	0.01	NA	NA	0.13	0.71	NA	0.27	0.21	1.15	1.22	0.01
2012	0.48	NA	NA	0.6	1.06	NA	0.66	0.46	0.94	1.65	0.58
2013	NA	NA	NA	0.76	0.58	NA	0.56	0.43	NA	1.13	0.59
2014	NA	NA	NA	0.35	0.4	NA	0.55	NA	NA	0.77	NA
