# Weber - OEF - PCAB - ITRDB CHE518
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41772
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41772.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che518-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che518.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che518.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - OEF - PCAB - ITRDB CHE518
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders, Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: OEF
#   Location: Switzerland
#   Northernmost_Latitude: 47.35397
#   Southernmost_Latitude: 47.35397
#   Easternmost_Longitude: 8.02268
#   Westernmost_Longitude: 8.02268
#   Elevation_m: 455
#--------------------
# Data_Collection
#   Collection_Name: CHE518
#   First_Year: 1908
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OEF01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OEF10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OEF10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OEF01a_raw	OEF02a_raw	OEF03a_raw	OEF04b_raw	OEF05a_raw	OEF06a_raw	OEF07a_raw	OEF08a_raw	OEF09a_raw	OEF10a_raw
1977	0.93	1.29	1.13	5.55	1.46	2.64	2.32	1.07	1.29	2.7
1978	1.08	2.63	0.94	5.61	1.54	2.97	2.66	1.44	1.86	3.57
1979	1.12	2.27	0.98	2.97	1.02	2.18	2.17	1.4	1.64	2.89
1980	1.04	2.32	1.38	3.69	1.24	2.97	2.12	0.9	0.82	2.49
1981	1	2.04	1.02	4.55	0.99	2.03	1.98	0.71	0.97	1.78
1982	0.98	2.05	1.2	3.65	1.16	2.1	2.09	1.03	1.27	1.9
1983	1.2	2.01	1.31	3.89	0.94	1.84	2.37	0.89	1.27	1.75
1984	0.89	2.28	0.89	3.06	0.94	1.82	2.37	1.05	1.35	1.48
1985	1.04	2.51	1.14	2.23	0.87	1.99	4.05	1.18	1.73	1.6
1986	1.42	2.27	0.97	1.74	0.64	1.8	3.05	1.4	1.83	1.11
1987	1.16	1.48	1.29	2.23	0.9	1.56	2.7	1.13	1.56	1.32
1988	1.68	2.26	1.31	2.16	1.11	2.59	2.73	1.03	1.92	1.48
1989	1.54	2.55	1.55	1.04	1.25	2.65	2.1	1.22	1.47	2
1990	0.89	1.65	1.5	1.74	1.11	1.77	2.28	0.87	1.12	0.93
1991	1.01	2.26	1.38	1.1	1.22	2.19	2.1	0.74	1.39	1.22
1992	0.94	1.84	0.98	0.72	0.53	1.92	1.58	0.92	0.99	1.23
1993	0.67	1.94	0.92	2.31	0.69	2.12	1.56	0.97	1.15	0.84
1994	1.29	2.56	1.23	4.13	0.83	2.15	1.96	0.86	1.36	0.96
1995	1.51	2.23	1.09	3.01	0.67	2.47	1.52	0.44	1.2	1.08
1996	1.87	2.53	1.01	3.02	0.72	2.41	1.58	0.62	0.97	1.55
1997	1.27	2.2	0.92	3.56	0.78	1.96	2.14	0.62	0.85	0.97
1998	0.91	2.08	0.79	1.89	0.56	2.42	1.29	0.4	0.96	0.86
1999	1.09	2.75	1.2	2.32	0.91	2.39	1.51	0.53	1.02	1.08
2000	0.84	2.05	1.24	2.59	0.75	2.42	1.08	0.45	1.36	1.16
2001	0.73	1.72	0.84	1.19	0.84	1.47	0.95	0.52	0.84	0.63
2002	0.73	1.82	0.62	1.48	0.76	2.05	1.03	0.44	0.84	0.7
2003	0.4	1.1	0.35	0.9	0.35	1.01	0.57	0.26	0.63	0.77
2004	0.82	1.59	0.65	0.7	0.49	1.39	0.7	0.31	0.54	0.7
2005	0.87	1.75	0.62	0.58	0.64	1.95	0.94	0.57	0.92	1.35
2006	0.83	1.01	0.51	0.29	0.43	1.48	0.73	0.37	0.87	0.62
2007	1.16	1.78	0.67	0.82	0.75	2.45	0.75	0.5	1.11	1.22
2008	1.14	1.45	0.89	2.95	0.8	2.08	1.01	0.59	0.97	1.17
2009	1.75	1.66	0.77	2.52	1.17	1.94	1.13	0.72	0.75	1.12
2010	1.49	1.66	1.08	3.81	0.8	4	2.29	1.31	1.2	1.53
