# Lévesque - Pfafers - PCAB - ITRDB CHE496
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41750
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41750.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che496-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che496.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che496.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Pfafers - PCAB - ITRDB CHE496
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Pfafers
#   Location: Switzerland
#   Northernmost_Latitude: 46.97472222
#   Southernmost_Latitude: 46.97472222
#   Easternmost_Longitude: 9.49211
#   Westernmost_Longitude: 9.49211
#   Elevation_m: 980
#--------------------
# Data_Collection
#   Collection_Name: CHE496
#   First_Year: 1919
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PP01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PP01_raw	PP02_raw	PP03_raw	PP04_raw	PP05_raw	PP06_raw	PP07_raw	PP08_raw	PP09_raw	PP10_raw	PP11_raw	PP12_raw	PP13_raw	PP14_raw	PP15_raw
1972	5.48	2.3	4.54	2.23	2.9	2.62	3.47	3.06	1.72	2.28	2.63	2.8	2.98	2.68	2.06
1973	5.04	1.85	3.86	1.9	2.28	2.46	3.15	2.98	1.68	2.04	1.9	2.56	2.93	2.32	2.06
1974	7.24	2.16	3.13	2.74	2.45	2.38	4.1	3.05	1.53	2.06	1.91	2.37	2.66	2.26	2.26
1975	6.86	2	2.67	2.15	2.18	2.26	3.11	3.05	1.74	2.38	1.81	2.52	2.7	2.18	2.37
1976	5.52	1.9	2.8	1.66	1.74	1.72	3.03	2.49	1.3	1.95	1.49	2	2.88	1.81	2.16
1977	7.03	2.5	3.9	2.57	2.35	1.83	4.39	2.77	1.64	2.93	2.02	3.5	4.12	2.06	2.67
1978	6.62	2.68	3.65	3.47	2.81	1.9	3.75	2.74	1.76	2.47	1.73	3.65	3.83	2.37	2.56
1979	5.94	3.46	2.34	4.03	2.94	2.08	3.85	2.85	2.57	2.45	1.41	2.71	4.58	2.63	2.22
1980	5.28	4.13	3.28	4.04	3.83	2.84	4.81	3.47	3.5	2.89	2.43	3.78	4.13	3.43	2.3
1981	5.17	4.64	4.1	4.78	3.44	3.62	4.22	3.98	3.67	2.54	1.78	4.34	4.35	3.16	2.25
1982	5.57	3.66	3.87	5.22	3.11	3.74	3.69	3.56	3.16	2.04	1.35	3.37	2.5	2.4	1.56
1983	4.39	2.79	3.79	4.54	2.74	3.4	3.88	3.05	3.63	2.44	1.75	3.54	3.11	2.74	1.63
1984	3.58	2.81	3.69	4.72	3.58	2.94	4.16	2.99	3.93	2.26	1.72	3.94	2.27	2.2	1.43
1985	4.02	3.12	3.94	2.91	3.74	3.55	3.83	3.11	3.84	2.59	1.88	4.16	3.07	2.23	1.04
1986	3.49	3.19	3.3	2.83	3.05	3.37	2.92	2.84	3.55	2.28	1.64	3.32	2.52	2.23	1.06
1987	4.47	4.51	2.73	3.29	3.69	3.88	2.67	3.08	4.02	2.13	2.06	3.72	3.06	2.82	1.33
1988	4.41	4.67	2.39	2.82	3.36	3.74	2.45	2.94	4.18	2.97	2.4	4	3.5	2.94	1.14
1989	4.9	3.57	2.83	2.12	3.05	3.23	2.53	2.53	3.7	3.36	1.95	3.68	3.79	2.13	1.02
1990	3.97	3.65	2.22	1.88	2.82	2.65	1.89	1.99	3.24	2.46	1.22	2.02	2.86	1.86	1.09
1991	4.16	2.97	2.41	1.85	2.84	2.29	1.63	1.76	2.8	2.06	0.98	1	2.31	1.72	0.99
1992	3.09	2.07	1.66	1.25	2.5	1.89	1.58	1.79	2.97	2.46	0.97	1.31	2.14	1.22	0.68
1993	3.66	2.53	2.89	2.94	3.24	2.37	1.91	2.54	3.23	2.59	1.48	1.72	3.06	1.51	0.83
1994	2.81	2.78	2.72	2.46	2.9	2.04	1.73	1.87	3	1.72	1.65	1.57	3.01	1.9	0.69
1995	2.59	2.67	2.89	2.12	3.57	2.32	1.62	1.53	2.82	2.25	1.79	1.38	2.53	1.81	0.63
1996	2.86	2.7	4.42	2.5	4.08	3.01	1.96	1.89	3.24	3.23	1.73	1.61	2.58	2.16	1.03
1997	2.42	3.28	3.34	2.41	3.54	3.13	2.31	2.66	2.71	2.91	1.81	2.17	1.39	2.91	1.02
1998	2	2.41	2.45	1.92	3.05	2.49	1.85	2	2.08	2.3	1.66	1.36	1.33	1.62	0.86
1999	2.02	2.76	2.65	2.54	3.53	2.51	1.67	2.47	2.71	2.03	1.92	1.64	1.47	2.08	1.09
2000	2.06	2.43	2.5	2.82	3.76	2.21	2.18	2.17	2.37	2.02	1.85	1.7	1.76	2.24	0.9
2001	2.73	2.69	2.85	3.36	4.1	2.62	3.3	2.61	2.65	2.32	2.51	2.15	2.51	2.87	1.45
2002	2.57	2.38	2.98	2.96	4.53	2.27	3.81	2.7	2.34	2.87	2.61	2.05	2.94	1.76	1.31
2003	0.93	0.82	0.93	0.94	1.72	0.82	1.81	1.11	1.23	1.46	1.36	1.35	1.39	1.38	0.9
2004	1.35	1.66	2	1.86	2.31	1.09	2.32	1.69	2.04	1.98	1.59	1.65	1.61	1.97	1.15
2005	0.97	1.76	2.3	1.63	2.26	1.04	2.24	2.02	2.23	1.58	1.51	1.62	1.53	1.86	1.09
2006	1.26	2.39	1.35	1.18	2.89	0.71	1.69	1.65	2.3	1.04	1.05	0.99	0.85	1.56	0.87
2007	1.43	6.8	1.67	1.69	4.72	2.02	2.41	3.64	4.06	3.36	1.69	1.11	1.3	1.51	1.01
2008	1.21	5.72	2.23	2.11	4.11	2.09	2.1	3.34	4.19	2.23	1.47	1.06	1.86	1.64	1.15
2009	1.27	3.72	1.68	1.61	3.8	2.25	1.58	2.82	2.94	2.74	1.15	0.94	1.64	1.89	0.55
2010	1.21	3.74	1.42	1.83	3.9	1.94	1.58	2.7	2.46	2.13	1.11	0.56	1.72	1.82	0.48
