# Lévesque - Neuhaus - LADE - ITRDB CHE535
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41789
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41789.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che535-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che535.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che535.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Neuhaus - LADE - ITRDB CHE535
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Neuhaus
#   Location: Switzerland
#   Northernmost_Latitude: 46.68277778
#   Southernmost_Latitude: 46.68277778
#   Easternmost_Longitude: 7.808888889
#   Westernmost_Longitude: 7.808888889
#   Elevation_m: 620
#--------------------
# Data_Collection
#   Collection_Name: CHE535
#   First_Year: 1865
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NL01_raw	NL02_raw	NL03_raw	NL04_raw	NL05_raw	NL06_raw	NL07_raw	NL08_raw	NL09_raw	NL10_raw	NL13_raw
1926	1.46	2.59	3.77	2.25	2.09	1.38	1.35	1.73	1.58	3.46	1.32
1927	2.11	2.83	3.89	2.36	1.84	1.67	1.72	1.8	2.69	3.26	1.31
1928	1.75	2.96	3.91	2.3	1.83	2.03	1.19	1.74	2.41	3.25	1.43
1929	1.92	1.87	3.24	2.27	1.52	1.95	1.58	1.62	1.8	2.72	1.27
1930	1.94	2.03	3.71	2.28	1.57	1.77	1.29	1.91	1.94	3.24	1.58
1931	2.17	3.23	4.52	2.61	2.05	1.21	1.65	1.96	2.19	3.91	1.58
1932	1.82	2.71	3.68	2.43	2.47	1.54	1.42	1.45	1.54	4.17	1.78
1933	0.98	1.94	2.13	1.02	1.72	0.49	0.14	0.08	0.6	1.46	1.34
1934	1.12	2.07	2.31	1.28	1.38	0.73	0.81	0.72	0.46	2.28	1.24
1935	1	1.89	2.83	1.52	1.55	0.94	0.98	0.87	0.61	2.33	1.27
1936	1.2	1.9	2.55	1.6	1.24	0.59	0.51	0.9	1.23	2.81	1.3
1937	1.34	2.3	3.62	1.62	1.78	0.96	1.15	1.49	1.8	2.89	1.66
1938	1.19	1.55	2.5	1.67	1.31	0.62	0.95	1.16	1.72	2.09	1.03
1939	1.6	2.33	3.76	2.01	2.15	1.18	1.43	1.36	1.68	3.06	1.35
1940	2.19	2.76	4.31	2.43	2.45	1.69	2.03	1.89	2.29	4.11	1.76
1941	1.58	2.35	3.21	2.14	1.9	1.25	1.86	1.71	2.25	3.95	1.58
1942	1	2.08	2.32	1.8	0.77	0.97	1.23	1.3	3.2	3.58	1.24
1943	0.94	2.33	2.33	1.75	0.95	0.88	1.47	1.66	3.42	2.86	0.94
1944	0.82	2.04	1.95	2.04	0.87	0.96	0.89	1.7	2.78	2.06	0.76
1945	0.57	1.83	1.92	1.8	0.63	0.81	0.91	1.45	2.05	1.94	0.74
1946	0.75	1.98	2.79	2.08	0.88	1.04	1.6	1.45	1.46	1.6	1.15
1947	0.63	1.77	2.86	1.85	1.05	1.15	1.9	1.66	1.79	1.53	0.93
1948	0.37	1.2	1.84	1.09	0.35	0.43	0.39	1.55	0.74	0.85	0.44
1949	0.6	1.68	1.66	1.35	1.03	1.07	0.84	1.93	1.13	1.08	0.55
1950	0.61	1.66	1.87	1.81	0.88	0.69	0.7	1.9	1.25	1.46	0.49
1951	0.65	1.85	2.87	1.91	1.17	1.03	1.26	1.8	0.75	2.01	0.77
1952	0.75	2.22	4.11	2.02	1.11	1.08	1.19	1.72	1.33	2.01	0.72
1953	0.55	2.07	4.34	2.03	0.66	0.5	0.51	1.77	1.61	2.14	0.69
1954	0.56	1.34	2.42	1.64	0.97	0.91	0.73	1.6	1.09	1.74	0.72
1955	1.17	3.81	3.87	2.42	2.15	1.27	1.64	2.66	2.23	3.09	1.32
1956	1.73	5.96	5.27	2.95	3.45	1.36	2.15	2.38	2.45	4.38	2.02
1957	1.69	5.87	5.02	3.03	3.18	1.45	2.56	2.6	2.69	5.62	1.95
1958	2.34	4.15	3.89	3.52	2.29	1.37	2.03	2.24	2.77	4.36	1.87
1959	1.13	3.31	2.69	2.51	1.65	1.1	1.51	1.79	2.52	3.09	1.51
1960	0.9	2.85	2.69	2.61	1.12	0.87	0.9	1.58	2.24	2.62	1.39
1961	1	4.06	2.86	2.57	1.57	1.27	1.89	1.36	3.35	2.82	1.65
1962	0.96	2.8	1.67	2.64	1.26	1.3	1.62	1.58	2.29	2.07	1.37
1963	0.79	1.87	2.29	2.59	1.02	1.4	1.48	1.47	1.8	2.04	1.02
1964	0.78	2.14	2.46	2.46	1.01	1.49	2.22	1.83	2.36	2.29	1.24
1965	0.48	2.64	2.37	2.79	0.97	1.34	1.67	1.69	3.4	2.3	1.4
1966	0.82	2.43	3.39	2.55	1.37	1.62	2.98	2.44	3.42	3.18	1.92
1967	0.8	1.34	2.09	1.98	1.05	0.9	1.44	1.43	2.48	2.35	1.74
1968	0.83	1.3	2.21	1.97	1.2	1.03	2.32	1.97	2.74	1.92	1.54
1969	1.63	2.1	2.4	2.44	1.55	1.08	1.4	1.94	3.76	2.74	2.52
1970	2.03	2.51	2.03	2.2	1.86	1.93	3	2	3.71	2.48	2.78
1971	2.43	2.58	2.27	2.24	1.93	2.11	1.36	1.72	3.71	3.72	2.94
1972	1.35	2.08	1.58	1.93	1.55	1.54	1.65	2.04	1.83	2.86	1.06
1973	1.5	1.64	2.09	2.14	1.96	1.41	1.38	1.59	1.68	2.34	0.85
1974	0.65	0.55	0.58	0.91	1	1.08	0.26	0.64	0.52	1.06	0.3
1975	1.31	0.93	1.49	1.34	1.76	1.14	1.25	0.93	1.04	1.93	0.87
1976	0.85	0.73	0.88	1.12	1.1	0.87	0.76	0.87	1.27	1.79	0.49
1977	0.75	0.48	0.78	1.22	0.85	0.94	0.73	0.9	2.08	1.38	0.53
1978	1.09	0.83	1.15	1.47	1.23	0.96	0.72	1.22	1.92	1.77	0.8
1979	1.43	0.95	1.51	1.56	1.53	1.31	1.39	1.52	2.88	2.92	0.75
1980	0.97	0.83	1.63	1.46	0.99	1.13	0.28	1.91	3.51	3.3	0.68
1981	1.22	1.12	2.13	1.95	1.67	1.31	1.23	2.76	3.96	3.11	0.74
1982	0.93	0.75	1.38	1.51	1.14	1.01	0.83	2.75	3.76	3.35	0.56
1983	0.81	0.89	1.19	1.29	0.89	1.1	1	2.4	2.39	1.86	0.59
1984	0.53	0.67	0.61	1	0.78	0.88	0.86	1.69	1.61	1.4	0.36
1985	0.53	0.72	1.3	1.09	0.5	1.01	0.82	1.15	2.23	1.75	0.7
1986	0.75	1.17	1.73	1.43	0.78	1.61	1.54	1.42	2.18	1.86	0.77
1987	0.3	0.57	0.94	1.15	0.58	0.85	0.41	0.71	0.43	0.98	0.52
1988	0.53	1.12	1.19	1.1	0.56	1.03	1.16	0.94	1.26	1.28	0.67
1989	0.34	0.82	0.65	1.05	0.33	0.59	0.32	0.81	1.25	0.95	0.52
1990	0.45	1.02	1.37	1.66	0.65	0.77	0.96	0.9	1.85	1.35	0.85
1991	0.53	1.14	1.17	1.92	0.55	0.81	0.53	0.98	1.88	1.26	0.98
1992	0.38	0.99	0.59	1.37	0.43	0.63	1.31	1.01	1.27	1.12	0.69
1993	0.52	1.61	2.06	1.59	0.84	0.88	1.31	1.36	1.78	1.22	1.19
1994	0.34	1.09	1.68	1.63	0.53	0.53	0.38	1.28	2.14	1.18	0.95
1995	0.39	1.43	1.62	1.59	0.76	0.75	1.05	1.13	1.61	1.1	1.01
1996	0.44	1.86	1.31	1.14	0.72	0.62	0.53	1.03	1.34	0.92	1
1997	0.44	1.97	1.67	1.13	0.73	0.93	0.92	0.81	1.31	0.73	1.06
1998	0.66	1.57	1.48	1.24	0.55	0.73	0.5	0.65	0.98	0.9	1.16
1999	0.43	0.91	0.84	0.67	0.54	0.76	0.7	0.56	0.8	0.55	0.92
2000	0.31	1.44	0.79	0.53	0.36	0.52	0.77	0.53	0.53	0.55	0.77
2001	0.36	1.13	0.65	0.95	0.55	0.65	0.31	0.45	0.81	0.34	0.88
2002	0.45	2.17	1.38	1.46	0.61	0.93	1.22	0.65	1.25	0.4	0.9
2003	0.34	1.16	1.01	1.26	0.62	0.76	0.4	0.7	0.65	0.4	0.65
2004	0.34	2.07	1.79	1.1	0.4	1.04	1.15	0.64	0.95	0.6	0.77
2005	0.37	1.46	1.28	1.23	0.51	1.03	0.88	0.61	0.75	0.53	0.85
2006	0.17	0.1	0.2	0.93	0.21	0.35	0.39	0.6	0.48	0.41	0.26
2007	0.41	1.51	0.81	1.12	0.37	0.65	1.03	0.62	1.2	0.45	0.79
2008	0.23	1.36	0.72	0.65	0.35	0.69	1.37	0.71	0.88	0.33	0.63
2009	0.22	0.82	0.58	0.48	0.17	0.56	1.13	1.03	1.41	0.31	0.52
2010	0.19	0.98	0.79	0.4	0.41	0.62	1.04	0.75	0.53	0.26	0.55
2011	0.25	0.83	0.4	0.34	0.27	0.47	0.58	0.79	0.77	0.28	0.46
