# Weber - EPT - PCAB - ITRDB CHE519
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41773
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41773.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che519-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che519.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che519.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - EPT - PCAB - ITRDB CHE519
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders, Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: EPT
#   Location: Switzerland
#   Northernmost_Latitude: 47.64541
#   Southernmost_Latitude: 47.64541
#   Easternmost_Longitude: 9.09039
#   Westernmost_Longitude: 9.09039
#   Elevation_m: 550
#--------------------
# Data_Collection
#   Collection_Name: CHE519
#   First_Year: 1864
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EPT01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EPT10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EPT10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	EPT01a_raw	EPT02a_raw	EPT03a_raw	EPT04a_raw	EPT05a_raw	EPT06a_raw	EPT07a_raw	EPT08a_raw	EPT09a_raw	EPT10a_raw
1935	4.05	2.33	1.53	0.94	1.8	1.5	1.74	1.34	0.44	0.85
1936	4.31	1.45	1.14	0.67	0.98	1.83	1.02	1.54	0.39	0.42
1937	5.66	2.49	1.98	0.99	1.46	2.5	1.19	0.93	0.57	0.63
1938	4.02	2.5	2.49	0.7	1.35	1.94	1.52	1.29	0.6	0.53
1939	4.23	3.63	4.6	0.86	2.02	3.24	1.99	1.64	0.66	0.54
1940	3.17	3.31	3.33	1.06	2.61	2.43	2.24	1.64	0.68	0.92
1941	3.66	2.86	1.78	1.05	1.76	1.56	2.34	1.39	0.66	1.68
1942	2.95	1.76	1.23	0.56	1.08	0.96	2.13	1.22	0.53	1.23
1943	3.7	2.12	2.2	0.57	1.25	0.89	2.68	1.26	1.06	1.48
1944	2.86	2.34	1.75	0.97	1.26	0.92	2.07	1.44	1.11	1.04
1945	2.49	2.87	2.07	0.82	1.28	1.09	1.97	1.14	0.91	1
1946	2.87	1.93	1.73	0.37	0.98	0.97	1.27	0.96	0.78	0.67
1947	3.38	2.85	1.56	0.54	0.87	1.48	1.41	1.01	1.18	0.82
1948	3.54	2.86	2.44	0.48	1.14	1.11	1.16	0.76	0.74	0.41
1949	3.57	2.67	2.66	0.66	1.17	0.94	1.65	1.03	1.13	0.56
1950	4.11	2.58	2.56	0.79	1.25	1.79	1.99	1.11	1.83	0.56
1951	5.49	1.23	2.86	0.59	0.97	1.82	1.58	1.2	1.06	0.81
1952	5.06	1.68	2.88	0.66	1.53	2.02	1.58	1.6	1.49	0.64
1953	4.46	2	4.08	1.09	1.82	2.03	2.15	1.72	1.42	0.6
1954	3.82	2.28	3.25	1.24	2.57	1.91	2	2.08	1.6	0.88
1955	4.49	2.81	4.34	1.39	3.37	2.23	3.44	2.5	2.54	0.82
1956	2.56	2.71	3.2	1.67	2.96	1.61	2.93	3.31	2.34	0.97
1957	3.44	2.88	2.84	2.04	3.25	1.68	2.94	3.33	2.84	0.75
1958	3.58	2.17	1.5	0.92	1.75	1.38	2.39	2.97	2.21	0.85
1959	3.55	2.6	1.73	0.94	2.66	1.21	2.68	2.45	2.12	1.07
1960	2.58	3.02	1.89	0.81	3.55	0.99	1.87	2.49	1.91	0.94
1961	3.39	2.68	2.45	0.95	3.72	0.63	2.67	1.98	2.46	0.95
1962	2.28	1.9	1.72	0.87	2.08	0.95	2.01	2.12	1.68	1.2
1963	2.16	2.59	1.47	1.07	2.5	1.46	2.04	3.74	2.19	1.53
1964	2.43	2.1	1.66	1.17	1.97	1.95	2.21	3.05	1.44	1.64
1965	1.51	2.6	1.85	0.52	1.53	3.7	2.63	2.89	1.35	1.56
1966	1.68	2.31	1.48	0.61	1.04	4.61	1.63	3.06	1.1	1.19
1967	1.65	2.25	1.58	0.58	0.84	5.42	2.32	2.86	1.32	1.51
1968	2.03	2.16	1.38	0.61	0.88	4.11	2.27	1.9	1.15	1.29
1969	3.05	1.84	1.61	0.54	0.89	3.76	1.78	2.04	1.65	1.35
1970	2.57	1.89	1.33	0.54	0.64	4.25	1.87	1.96	1.36	1.48
1971	2.57	1.28	1.02	0.24	0.5	4.41	1.38	1.68	1.32	1.08
1972	2.72	1.1	1.04	0.4	0.73	4.31	2.21	2.04	1.64	2.1
1973	2.63	0.99	1.02	0.57	0.94	3.2	1.9	1.68	1.24	2.1
1974	1.68	0.53	0.53	0.22	0.4	1.76	1.45	1.75	0.83	1.25
1975	3.09	0.79	0.78	0.55	0.7	3.25	2.54	1.98	1.4	2.16
1976	2.39	0.38	0.53	0.66	0.78	1.77	2.01	1.87	1.37	2.47
1977	2.53	0.38	0.6	0.66	0.89	2	2.17	3.31	1.4	1.97
1978	3.18	0.53	0.91	0.63	1.32	2.51	2.55	3.22	0.77	2.26
1979	1.92	0.6	0.98	0.75	1.42	1.51	2.16	2.27	0.61	2.45
1980	1.4	0.43	1.09	0.59	1.58	1.28	2.97	3.07	0.88	2.13
1981	0.49	0.41	1.09	0.44	1.38	1.06	4.42	2.98	1.19	2.78
1982	0.9	0.47	0.87	0.54	1.39	0.92	3.24	3.25	1.25	2.03
1983	1.04	0.52	0.9	0.87	1.7	0.77	3.31	2.74	1.14	2.38
1984	0.9	0.33	0.56	0.33	1.05	0.51	1.68	2.36	1.34	1.45
1985	2.02	0.34	0.87	0.37	1.23	0.59	2.12	2.73	1.74	1.49
1986	1.56	0.28	0.77	0.43	0.8	0.39	1.22	1.55	1.27	1.38
1987	2.55	0.25	0.94	0.3	0.95	0.53	1.98	2.17	1.29	1.01
1988	3.05	0.16	0.96	0.33	1.25	0.31	1.97	2.35	2	1.43
1989	2.96	0.28	1.2	0.55	1.48	0.6	1.67	1.95	2.24	1.36
1990	3.32	0.31	1.09	0.76	2.03	0.68	1.37	2.81	2.81	1.28
1991	2.22	0.39	1.09	0.83	1.33	0.69	1.57	2.68	1.98	1.26
1992	2.18	0.16	0.85	0.31	0.82	0.38	0.82	1.64	0.89	0.9
1993	3.82	0.33	1.2	0.95	1.27	0.6	1.01	2.21	1.93	1.16
1994	3.34	0.38	1.35	1.62	1.8	0.58	1.01	2.21	2.23	0.84
1995	2.8	0.45	0.9	0.58	0.92	0.68	0.75	1.38	1	0.49
1996	3.1	0.48	1.3	1.09	1.37	1.33	1.17	2.11	2.15	0.76
1997	2.78	0.58	1.92	1.59	2.08	1.96	1.2	2.36	2.74	0.8
1998	2.38	0.56	1.45	1.21	1.54	2.41	1.02	2.09	2.18	1.02
1999	4.05	0.59	2.65	1.42	2.03	3.48	1.34	4.24	2.85	1.28
2000	3.16	0.49	1.42	1.39	1.79	3.2	1.11	2.8	2.14	0.83
2001	2.59	0.83	1.24	1.29	1.67	3.58	0.97	2.63	2.83	0.78
2002	2	0.83	0.99	0.94	2.11	3.5	1.16	3.25	3.63	1.01
2003	1.67	0.5	0.7	0.6	1.42	1.35	1.02	1.67	1.19	0.62
2004	1.51	0.85	0.66	0.63	1.37	1.81	0.76	1.89	1.56	0.62
2005	2.66	1.04	1.03	1.03	3.03	2.91	1.17	1.91	1.17	0.95
2006	1.87	0.67	0.66	0.63	1.82	1.36	1.02	1.15	0.96	0.6
2007	3.59	0.95	1.15	0.84	3.09	2.94	1.45	2.26	2.92	0.89
2008	3.75	1.28	1.16	1.5	3.19	2.84	0.85	2.39	3.9	1.03
2009	4.24	1.04	0.86	0.92	4.12	3.61	1.24	2.22	3.45	0.78
2010	4.25	1.08	0.74	1.03	3.61	3.89	1.26	1.58	3.85	0.85
