# Weber - REI - FASY - ITRDB CHE571
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41825
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41825.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che571-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che571.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che571.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - REI - FASY - ITRDB CHE571
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: REI
#   Location: Switzerland
#   Northernmost_Latitude: 47.14957
#   Southernmost_Latitude: 47.14957
#   Easternmost_Longitude: 7.84269
#   Westernmost_Longitude: 7.84269
#   Elevation_m: 680
#--------------------
# Data_Collection
#   Collection_Name: CHE571
#   First_Year: 1911
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## rei03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei25a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei25a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei30a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei30a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	rei03a_raw	rei05a_raw	rei10a_raw	rei11a_raw	rei15a_raw	rei20a_raw	rei22a_raw	rei25a_raw	rei26a_raw	rei30a_raw
1980	0.39	3.98	2.62	3.08	2.79	2.59	0.78	2.84	3.71	1.48
1981	0.32	4.6	2.7	3.13	2.07	2.38	1.1	3.55	5.71	1.12
1982	1.13	4.72	2.82	2.07	2.53	2.56	1.71	2.83	5.06	1.77
1983	1.33	5.16	1.92	3.42	2.82	2.93	2.03	3.52	4.55	2.36
1984	1.19	4.54	1.51	2.87	2.68	2.26	1.5	2.69	2.56	1.45
1985	1.83	4.97	1.81	2.56	3.09	3.45	1.24	3.36	2.21	2.15
1986	1.75	4.19	1.08	3.07	2.77	3.69	1.72	2.98	3.22	2.51
1987	1.19	3.16	1.21	1.89	3.11	4.23	1.84	2.16	3.73	2.01
1988	2.15	3.72	1.39	2.64	4.06	4.78	2.89	2.81	4.12	3.37
1989	1.55	2.77	1.2	2.31	3.21	4.41	2.61	2.15	4.25	2.64
1990	1.83	3.29	1.57	3.32	3.69	3.83	2.29	1.89	3.42	1.78
1991	1.91	2.33	1.62	2.94	2.67	2.9	2.11	0.79	3.66	1.22
1992	1.77	2.87	0.66	2.55	2.88	3.12	2.16	0.79	3	1.5
1993	1.27	1.65	0.63	1.74	1.74	2.28	2.11	1.09	3.28	0.96
1994	2.68	1.92	0.57	2.53	3.3	3.15	3.1	1.5	3.51	1.24
1995	2.07	1.65	0.43	1.94	2.99	3.04	2.78	1.53	3.15	0.64
1996	0.49	1.35	0.31	1.91	1.12	2.14	1.17	1.45	2.78	0.32
1997	0.6	1.25	0.54	3.6	1.79	2.96	1.47	2.02	3.76	0.34
1998	1.06	1.39	0.33	3.44	2.22	2.51	1.15	1.83	3.58	0.46
1999	0.39	0.57	0.22	1.9	0.95	3.06	0.75	0.37	1.07	0.07
2000	0.98	1.58	0.6	3.09	1.69	3.2	1.19	1.51	1.49	0.42
2001	2.36	2.09	1.12	3.77	3.57	3.47	1.71	2.29	2.68	0.88
2002	2.46	2.02	1.19	2.55	3.58	2.58	1.52	1.16	2.53	0.61
2003	2.72	2.32	1.01	3.48	3.2	2.63	1.97	1.28	1.85	0.38
2004	3.34	2.25	1.84	2.99	3.9	2.94	2.39	0.44	3.17	0.19
2005	2.67	2.91	1.39	2.45	3.33	2.77	2.19	1.76	2.11	0.54
2006	3.25	2.67	1.29	1.56	2.2	2.65	2.32	1.82	1.34	0.34
2007	3.35	3.09	1.97	2.08	2.53	3.45	2.58	3.21	2.61	0.19
2008	2.83	2.67	1.9	1.69	1.85	3.48	2.71	2.62	2.16	0.17
