# Dannenberg - Niobrara Valley Preserve Update - PIPO - ITRDB NE010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44570
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44570.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ne010l-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ne010l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2026-03-27
#--------------------
# File_Last_Modified_Date
#   Date: 2026-03-27
#--------------------
# Title
#   Study_Name: Dannenberg - Niobrara Valley Preserve Update - PIPO - ITRDB NE010
#--------------------
# Investigators
#   Investigators: Dannenberg, M.P.; Kraus, E.; Griffin, M.; Wise, E.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: this is an update of ne004
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 2001753
#--------------------
# Site_Information
#   Site_Name: Niobrara Valley Preserve
#   Location: Nebraska
#   Northernmost_Latitude: 42.80370233333333
#   Southernmost_Latitude: 42.80370233333333
#   Easternmost_Longitude: -100.01150424999999
#   Westernmost_Longitude: -100.01150424999999
#   Elevation_m: 758
#--------------------
# Data_Collection
#   Collection_Name: NE010
#   First_Year: 1898
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NVP001A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP001B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP003A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP003B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP004B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP005B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP006A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP006B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP007A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP007B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP008A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP008B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP010A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP010B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP012A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP012A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP011A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP011B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP011B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP009A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP009B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP004A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NVP012B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: NVP012B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NVP001A_raw	NVP001B_raw	NVP003A_raw	NVP003B_raw	NVP004B_raw	NVP005B_raw	NVP006A_raw	NVP006B_raw	NVP007A_raw	NVP007B_raw	NVP008A_raw	NVP008B_raw	NVP010A_raw	NVP010B_raw	NVP012A_raw	NVP011A_raw	NVP011B_raw	NVP009A_raw	NVP009B_raw	NVP004A_raw	NVP012B_raw
1946	0.123	0.184	0.285	0.304	0.413	0.313	0.525	NA	0.229	0.259	0.343	0.26	0.158	0.24	0.8	0.143	0.189	NA	NA	0.571	0.449
1947	0.599	0.264	0.278	0.245	0.444	0.656	0.764	NA	0.269	0.356	0.301	0.396	0.168	0.317	1.069	0.192	0.161	NA	NA	0.554	0.394
1948	0.805	0.273	0.322	0.231	0.32	1.455	0.419	0.486	0.435	0.591	0.499	1.114	0.557	0.34	1.244	0.7	0.753	NA	NA	1.036	0.574
1949	0.642	0.286	0.309	0.244	0.218	0.414	0.303	0.501	0.504	0.538	0.43	0.505	0.562	0.688	0.975	0.344	0.408	0.658	0.894	0.465	0.366
1950	0.459	0.353	0.396	0.209	0.452	0.783	0.394	0.563	1.083	0.899	0.806	0.438	0.935	1.001	1.371	1.095	0.768	0.65	1.691	0.691	0.552
1951	0.87	0.275	0.306	0.198	0.526	0.449	0.364	0.596	1.075	1.009	0.995	1.33	0.816	1.058	0.704	0.7	1.018	1.482	2.105	0.688	0.359
1952	0.54	0.263	0.355	0.305	0.268	0.802	0.424	0.311	0.615	0.346	0.599	0.26	0.363	0.703	1.556	0.57	0.679	1.962	0.74	0.528	0.623
1953	0.365	0.281	0.249	0.188	0.137	0.411	0.36	0.098	0.598	0.447	0.438	0.491	0.274	0.666	0.698	0.548	0.392	2.457	0.73	0.23	0.349
1954	0.345	0.398	0.245	0.277	0.296	0.567	0.46	0.58	1.157	1.025	0.72	1.012	0.611	0.623	0.597	0.494	0.437	1.628	0.455	0.323	0.532
1955	0.12	0.147	0.168	0.241	0.136	0.525	0.201	0.265	0.361	0.329	0.172	0.487	0.296	0.323	0.171	0.368	0.248	0.454	0.234	0.45	0.22
1956	0.111	0.064	0.171	0.114	0.129	0.289	0.158	0.119	0.231	0.387	0.127	0.231	0.21	0.368	0.163	0.216	0.21	0.698	0.336	0.156	0.181
1957	0.126	0.241	0.229	0.185	0.304	0.666	0.4	0.348	0.452	0.636	0.305	0.389	0.424	0.362	0.271	0.66	0.539	0.45	0.479	0.24	0.319
1958	0.162	0.403	0.269	0.158	0.351	0.707	0.39	0.498	0.985	0.719	0.449	0.489	0.959	0.654	0.375	0.678	0.565	0.947	0.733	0.49	0.511
1959	0.051	0.056	0.099	0.13	0.075	0.252	0.102	0.11	0.35	0.343	0.099	0.246	0.218	0.418	0.104	0.203	0.194	0.454	0.558	0.08	0.169
1960	0.094	0.187	0.306	0.155	0.258	0.501	0.185	0.165	0.363	0.258	0.186	0.459	0.236	0.574	0.25	0.472	0.169	0.361	0.696	0.204	0.165
1961	0.095	0.173	0.263	0.218	0.234	0.52	0.099	0.157	0.205	0.164	0.142	0.295	0.219	0.429	0.207	0.288	0.164	0.427	0.2	0.294	0.151
1962	0.183	0.167	0.222	0.207	0.484	0.439	0.33	0.441	0.905	0.758	0.458	0.886	0.609	0.535	0.423	0.774	0.414	1.499	0.922	0.452	0.35
1963	0.286	0.095	0.359	0.196	0.378	0.667	0.152	0.227	0.222	0.59	0.17	0.209	0.39	0.444	0.675	0.416	0.356	0.809	0.751	0.631	0.457
1964	0.353	0.174	0.093	0.074	0.1	0.579	0.132	0.088	0.227	0.263	0.232	0.263	0.122	0.227	0.415	0.243	0.261	0.298	0.182	0.143	0.288
1965	0.493	0.428	0.18	0.337	0.327	0.352	0.139	0.115	0.261	0.255	0.15	0.164	0.183	0.187	0.501	0.373	0.212	0.489	0.25	0.377	0.202
1966	0.384	0.493	0.323	0.455	0.342	0.719	0.143	0.195	0.192	0.28	0.129	0.126	0.091	0.131	0.326	0.198	0.122	0.324	0.194	0.532	0.118
1967	0.15	0.133	0.253	0.368	0.126	0.204	0.259	0.165	0.265	0.29	0.183	0.248	0.188	0.19	0.103	0.209	0.181	0.201	0.197	0.265	0.076
1968	0.166	0.217	0.15	0.35	0.222	0.524	0.35	0.236	0.256	0.302	0.269	0.355	0.148	0.286	0.184	0.336	0.368	0.494	0.376	0.306	0.197
1969	0.192	0.189	0.196	0.443	0.201	0.467	0.177	0.214	0.545	0.553	0.256	0.509	0.148	0.341	0.232	0.559	0.453	1.02	0.416	0.291	0.366
1970	0.113	0.144	0.213	0.187	0.27	0.193	0.201	0.108	0.264	0.286	0.232	0.33	0.135	0.242	0.16	0.501	0.159	0.76	0.331	0.353	0.094
1971	0.147	0.077	0.169	0.116	0.244	0.2	0.135	0.123	0.446	0.34	0.147	0.171	0.176	0.295	0.253	0.348	0.234	0.532	0.296	0.383	0.165
1972	0.353	0.124	0.26	0.064	0.45	0.36	0.361	0.616	0.449	0.601	0.289	0.543	0.714	1.069	1.004	1.214	0.637	1.245	0.578	0.323	0.342
1973	0.219	0.135	0.389	0.294	0.548	0.482	0.399	0.483	0.253	0.247	0.162	0.145	0.319	0.42	1.091	0.644	0.155	0.706	0.276	0.411	0.544
1974	0.082	0.065	0.154	0.096	0.092	0.153	0.144	0.207	0.211	0.193	0.135	0.107	0.149	0.211	1.103	0.302	0.106	0.145	0.107	0.229	0.884
1975	0.19	0.243	0.179	0.079	0.098	0.165	0.094	0.063	0.161	0.424	0.167	0.15	0.155	0.157	0.601	0.207	0.193	0.276	0.095	0.288	0.536
1976	0.08	0.054	0.086	0.071	0.197	0.135	0.09	0.212	0.3	0.617	0.175	0.2	0.085	0.243	0.312	0.282	0.149	0.274	0.158	0.127	0.241
1977	0.101	0.052	0.192	0.205	0.315	0.172	0.335	0.641	0.383	0.709	0.292	1.112	0.29	0.542	0.505	0.728	0.46	1.366	0.704	0.225	0.861
1978	0.132	0.235	0.129	0.234	0.21	0.325	0.411	0.591	0.497	0.828	0.273	1.17	0.169	0.514	0.503	1.15	0.426	1.162	0.96	0.302	0.55
1979	0.176	0.257	0.118	0.148	0.256	0.187	0.292	0.144	0.268	0.655	0.124	0.206	0.151	0.265	0.473	0.472	0.148	0.214	0.249	0.227	0.469
1980	0.394	0.262	0.085	0.211	0.482	0.136	0.135	0.2	0.169	0.238	0.097	0.167	0.184	0.112	0.869	0.28	0.109	0.106	0.118	0.154	0.621
1981	0.321	0.203	0.101	0.066	0.561	0.111	0.237	0.405	0.54	0.956	0.299	0.451	0.345	0.353	0.578	0.537	0.351	0.287	0.45	0.401	0.421
1982	0.302	0.333	0.212	0.207	0.585	0.288	0.583	0.532	0.322	0.711	0.183	0.264	0.413	0.291	0.651	0.491	0.299	0.387	0.397	0.641	0.37
1983	0.571	0.172	0.287	0.29	0.526	0.363	0.577	0.507	0.62	0.836	0.407	0.556	0.381	0.371	1.072	0.561	0.378	0.584	0.48	0.322	0.78
1984	0.909	0.297	0.381	0.49	0.569	0.495	0.429	0.273	0.541	0.469	0.344	0.493	0.304	0.423	1.055	0.886	0.414	0.679	0.519	0.206	0.679
1985	1.138	1.237	0.41	0.385	0.434	0.817	0.574	0.513	0.637	0.456	0.224	0.254	0.221	0.311	1.23	0.673	0.395	0.681	0.259	0.334	1.007
1986	0.524	0.421	0.464	0.333	0.444	0.67	0.568	0.214	0.49	0.511	0.217	0.187	0.172	0.241	0.722	0.825	0.444	0.353	0.152	0.424	0.752
1987	0.267	0.497	0.269	0.19	0.073	0.23	0.232	0.229	0.486	0.409	0.291	0.255	0.065	0.173	0.584	0.301	0.234	0.611	0.291	0.188	0.643
1988	0.27	0.537	0.253	0.23	0.097	0.26	0.579	0.434	0.382	0.389	0.283	0.38	0.248	0.252	0.79	0.499	0.398	0.525	0.422	0.068	0.691
1989	0.14	0.293	0.209	0.289	0.147	0.101	0.331	0.156	0.176	0.277	0.137	0.183	0.133	0.156	0.851	0.271	0.146	0.234	0.085	0.134	0.728
1990	1.077	0.324	0.251	0.341	0.256	0.132	0.41	0.398	0.453	0.879	0.36	0.604	0.449	0.436	0.657	0.892	0.454	0.727	0.468	0.623	0.652
1991	0.162	0.13	0.111	0.143	0.54	0.138	0.385	0.323	0.2	0.421	0.137	0.486	0.161	0.212	0.621	0.488	0.295	0.357	0.487	0.426	0.947
1992	0.502	0.293	0.257	0.32	0.331	0.173	0.324	0.245	0.257	0.396	0.15	0.38	0.238	0.288	0.602	0.55	0.41	0.434	0.525	0.311	0.731
1993	0.226	0.361	0.156	0.315	0.284	0.181	0.255	0.312	0.223	0.352	0.107	0.373	0.097	0.155	0.648	0.404	0.193	0.181	0.258	0.227	0.696
1994	0.134	0.127	0.322	0.381	0.374	0.137	0.354	0.451	0.356	0.391	0.177	0.369	0.208	0.114	0.73	0.374	0.32	0.203	0.197	0.174	0.947
1995	0.131	0.104	0.374	0.386	0.318	0.173	0.501	0.265	0.485	0.537	0.278	0.322	0.358	0.315	0.854	0.628	0.424	0.495	0.424	0.384	0.705
1996	0.293	0.315	0.258	0.263	0.447	0.244	0.304	0.253	0.284	0.354	0.232	0.291	0.306	0.364	0.771	0.617	0.236	0.292	0.226	0.318	0.684
1997	0.293	0.211	0.152	0.268	0.439	0.299	0.446	0.393	0.366	0.511	0.208	0.307	0.342	0.519	0.421	0.733	0.368	0.497	0.325	0.195	0.431
1998	0.288	0.177	0.133	0.198	0.488	0.208	0.519	0.358	0.224	0.294	0.151	0.241	0.147	0.171	0.71	0.411	0.427	0.305	0.112	0.188	0.576
1999	0.336	0.361	0.242	0.306	0.626	0.458	0.615	0.563	0.699	0.56	0.548	0.363	0.43	0.4	0.737	1.792	0.785	0.527	0.264	0.375	1.003
2000	0.105	0.105	0.292	0.271	0.257	0.804	0.186	0.266	0.336	0.263	0.121	0.099	0.139	0.17	1.011	1.535	0.278	0.256	0.121	0.365	0.725
2001	0.153	0.134	0.089	0.088	0	0.138	0.268	0.307	0.246	0.244	0.253	0.231	0.114	0.157	0.791	1.263	0.354	0.199	0.09	0.026	0.913
2002	0.115	0.132	0.137	0.183	0.126	0	0.125	0.23	0.197	0.084	0.126	0.079	0.122	0.114	0.262	0.391	0.086	0.078	0.052	0.092	0.415
2003	0.11	0.088	0.115	0.278	0.188	0.093	0.108	0.115	0.162	0.208	0.142	0.131	0.138	0.128	0.155	0.57	0.325	0.112	0.065	0.264	0.302
2004	0.075	0.105	0.085	0.076	0.106	0.094	0.16	0.113	0.319	0.186	0.136	0.281	0.176	0.14	0.242	0.225	0.086	0.142	0.078	0.118	0.317
2005	0.263	0.206	0.107	0.332	0.096	0.096	0.516	0.499	0.111	0.477	0.373	0.482	0.242	0.304	0.46	1.39	0.524	0.434	0.162	0.111	0.618
2006	0.076	0.126	0.123	0.133	0.108	0.105	0.322	0.095	0.234	0.4	0.147	0.219	0.192	0.173	0.379	0.722	0.338	0.361	0.13	0.115	0.52
2007	0.293	0.447	0.182	0.312	0.119	0.064	0.478	0.275	0.364	0.519	0.413	0.656	0.18	0.243	0.332	1.179	0.411	1.235	0.483	0.221	0.571
2008	0.316	0.464	0.224	0.278	0.16	0.203	0.298	0.216	0.246	0.597	0.629	0.665	0.266	0.278	0.479	1.16	0.6	1.03	0.601	0.322	0.729
2009	0.416	0.483	0.257	0.19	0.168	0.236	0.235	0.238	0.336	0.599	0.392	0.547	0.218	0.295	0.498	0.978	0.526	0.962	0.465	0.194	0.548
2010	0.405	0.537	0.315	0.414	0.208	0.224	0.163	0.197	0.139	0.622	0.332	0.491	0.123	0.118	0.812	0.633	0.401	0.335	0.198	0.294	0.922
2011	0.439	0.373	0.398	0.411	0.216	0.258	0.382	0.307	0.095	0.424	0.17	0.42	0.147	0.322	0.782	0.624	0.279	0.335	0.237	0.395	0.521
2012	0.155	0.141	0.283	0.08	0.257	0.652	0.171	0.166	0.067	0.139	0.08	0.105	0.085	0.13	0.632	0.191	0.083	0.095	0.043	0.365	0.373
2013	0.075	0.045	0.07	0.105	0.077	0.129	0.283	0.15	0.096	0.112	0.141	0.05	0.069	0.096	0.282	0.132	0.179	0.064	0	0.121	0.052
2014	0.072	0.06	0.249	0.175	0.171	0.134	0.413	0.123	0.217	0.246	0.264	0.196	0.089	0.106	0.326	0.06	0.163	0.093	0.085	0.202	0.171
2015	0.166	0.083	0.205	0.214	0.224	0.169	0.245	0.247	0.235	0.238	0.278	0.299	0.083	0.17	0.405	0.301	0.242	0.052	0.08	0.272	0.207
2016	0.112	0.109	0.504	0.214	0.139	0.258	0.392	0.468	0.936	0.395	0.461	0.401	0.456	0.428	0.553	0.44	0.689	0.073	0.177	0.452	0.264
2017	0.079	0.054	0.304	0.078	0.148	0.065	0.119	0.463	0.649	0.151	0.458	0.461	0.19	0.33	0.766	0.28	0.446	0.092	0.33	0.515	0.348
2018	0.119	0.126	0.369	0.226	0.388	0.248	0.241	0.293	0.554	0.609	0.42	0.372	0.461	1.464	0.398	1.345	1.765	0.22	0.62	0.328	0.502
2019	0.105	0.098	0.378	0.297	0.246	0.55	0.73	0.557	0.479	0.664	0.433	0.372	0.913	1.451	0.401	2.563	1.936	0.718	0.777	0.325	0.333
2020	0.081	0.204	0.35	0.812	0.175	0.725	0.941	0.802	0.414	0.626	0.848	0.472	0.602	0.476	0.384	1.782	0.908	0.686	0.422	0.278	1.193
