# Maxwell - Palisades Kepler State Park Update - QUAL - ITRDB IA045
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44567
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44567.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia045e-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia045e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2026-03-27
#--------------------
# File_Last_Modified_Date
#   Date: 2026-03-27
#--------------------
# Title
#   Study_Name: Maxwell - Palisades Kepler State Park Update - QUAL - ITRDB IA045
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.; Eckley, G.; Dannenberg, M.P.
#--------------------
# Description_Notes_and_Keywords
#   Description: this is an update of ia005
#--------------------
# Publication
#   Authors: Mohanbabu, Neha; Forest Isbell; Sarah E. Hobbie; Peter B. Reich
#   Published_Date_or_Year: 2024
#   Published_Title: Species interactions amplify functional group responses to elevated CO<sub>2</sub> and N enrichment in a 24‐year grassland experiment
#   Journal_Name: Global Change Biology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.17476
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: USDA National Institute of Food and Agriculture
#   Grant: 2017-67013-26193
#--------------------
# Site_Information
#   Site_Name: Palisades Kepler State Park
#   Location: Iowa
#   Northernmost_Latitude: 41.9
#   Southernmost_Latitude: 41.9
#   Easternmost_Longitude: -91.5
#   Westernmost_Longitude: -91.5
#   Elevation_m: 230
#--------------------
# Data_Collection
#   Collection_Name: IA045
#   First_Year: 1860
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PKA003B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA02A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA03A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA002B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA001B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA003A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA06B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA002A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA04B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA05A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA08A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA07A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA04A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA06A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA07B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA01A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA02B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA03B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKA08B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKA08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PKP001A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: PKP001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PKA003B_raw	PKA02A_raw	PKA03A_raw	PKA002B_raw	PKA001B_raw	PKA003A_raw	PKA06B_raw	PKA002A_raw	PKA04B_raw	PKA05A_raw	PKA08A_raw	PKA07A_raw	PKA04A_raw	PKA06A_raw	PKA07B_raw	PKA01A_raw	PKA02B_raw	PKA03B_raw	PKA08B_raw	PKP001A_raw
1913	0.711	0.631	0.784	NA	NA	NA	0.834	NA	0.582	0.636	0.4	0.548	0.575	0.773	0.502	0.706	0.485	0.756	0.564	NA
1914	0.647	0.551	0.781	NA	0.556	NA	0.712	NA	0.591	0.283	0.506	0.767	0.508	0.663	0.544	0.984	0.374	0.557	0.487	NA
1915	0.696	0.78	0.734	NA	0.574	NA	0.767	NA	0.686	0.195	0.414	0.63	0.59	0.596	0.532	0.849	0.537	0.37	0.423	NA
1916	0.573	0.811	0.503	NA	0.642	NA	0.734	NA	0.613	0.349	0.498	0.59	0.663	0.667	0.608	0.911	0.566	0.677	0.766	NA
1917	0.682	0.71	0.672	NA	0.617	NA	0.485	0.577	0.632	0.373	0.488	0.578	0.552	0.513	0.406	0.687	0.685	0.602	0.369	NA
1918	0.742	0.77	0.545	NA	0.606	NA	0.547	0.414	0.527	0.374	0.415	0.626	0.57	0.596	0.4	0.716	0.593	0.579	0.402	NA
1919	0.841	0.715	0.49	NA	0.761	NA	0.676	0.566	0.728	0.43	0.522	0.493	0.656	0.545	0.47	0.823	0.682	0.517	0.431	NA
1920	0.818	0.742	0.767	NA	0.789	0.572	0.613	0.836	0.706	0.451	0.294	0.611	0.581	0.403	0.666	0.924	0.584	0.917	0.482	NA
1921	0.681	0.835	0.811	NA	0.925	0.867	0.737	0.647	0.749	0.691	0.397	0.639	0.663	0.54	0.616	0.781	0.641	0.63	0.48	NA
1922	0.733	0.798	0.591	NA	0.862	0.867	0.537	0.621	0.851	0.643	0.302	0.597	0.681	0.383	0.46	0.884	0.794	0.549	0.52	0.854
1923	0.744	0.615	0.848	NA	0.769	0.841	0.498	0.578	0.744	0.409	0.409	0.63	0.842	0.59	0.399	0.91	0.798	0.819	0.41	0.689
1924	0.469	0.566	0.578	NA	0.761	0.725	0.385	0.408	1.168	0.452	0.35	0.487	0.755	0.421	0.62	0.925	0.53	0.772	0.493	0.675
1925	0.727	0.537	0.629	NA	0.88	0.767	0.63	0.493	0.834	0.621	0.249	0.322	0.712	0.432	0.451	1.101	0.521	0.771	0.438	0.808
1926	0.517	0.534	0.732	NA	0.618	0.64	0.432	0.422	1.078	0.615	0.271	0.426	0.644	0.569	0.34	0.69	0.452	0.561	0.37	0.531
1927	0.702	0.828	0.808	NA	0.699	0.902	0.641	0.793	0.881	0.522	0.268	0.355	0.8	0.468	0.437	0.859	0.761	0.475	0.491	1.037
1928	0.831	0.725	0.591	NA	0.748	0.819	0.566	0.593	0.933	0.534	0.226	0.401	0.833	0.444	0.346	1.013	0.674	0.557	0.424	0.929
1929	0.596	0.648	0.658	NA	0.687	0.691	0.386	0.399	0.757	0.718	0.393	0.283	0.581	0.443	0.384	0.958	0.606	0.565	0.292	1.137
1930	0.591	0.595	0.755	0.472	0.651	1.003	0.28	0.766	0.552	0.792	0.533	0.28	0.681	0.486	0.393	0.956	0.843	0.592	0.304	0.941
1931	0.543	0.55	0.866	0.429	0.562	0.547	0.227	0.447	0.739	0.651	0.353	0.538	0.532	0.353	0.309	0.696	0.489	0.578	0.308	0.659
1932	0.576	0.73	0.775	0.453	0.63	0.664	0.315	0.423	0.828	0.736	0.327	0.424	0.758	0.434	0.255	0.75	0.674	0.51	0.361	0.72
1933	0.624	0.749	0.463	0.399	0.692	0.859	0.294	0.518	0.655	0.427	0.399	0.503	0.993	0.33	0.518	0.891	0.714	0.559	0.371	0.983
1934	0.511	0.683	0.417	0.447	0.652	0.697	0.22	0.436	0.42	0.562	0.337	0.359	0.582	0.314	0.494	0.755	0.596	0.43	0.305	0.617
1935	0.582	0.741	0.466	0.441	0.714	0.697	0.264	0.635	0.805	0.441	0.267	0.377	0.631	0.497	0.419	0.921	0.663	0.422	0.483	0.767
1936	0.549	0.693	0.533	0.561	0.728	0.632	0.31	0.541	0.597	0.49	0.389	0.417	0.731	0.402	0.543	0.994	0.545	0.345	0.607	0.751
1937	0.378	0.615	0.631	0.517	0.766	0.711	0.267	0.688	0.569	0.433	0.479	0.344	0.583	0.226	0.418	1.01	0.537	0.338	0.437	1.032
1938	0.627	0.603	0.488	0.391	0.474	0.845	0.277	0.66	0.543	0.431	0.628	0.431	0.495	0.321	0.452	0.961	0.829	0.47	0.546	0.922
1939	0.594	0.625	0.504	0.496	0.624	0.902	0.377	0.623	0.563	0.283	0.423	0.378	0.561	0.4	0.366	1.002	0.544	0.528	0.632	0.847
1940	0.562	0.604	0.607	0.41	0.747	0.636	0.351	0.481	0.554	0.512	0.663	0.475	0.552	0.41	0.361	0.954	0.616	0.325	0.621	0.769
1941	0.466	0.791	0.591	0.47	0.4	0.782	0.373	0.508	0.556	0.421	0.564	0.527	0.458	0.42	0.259	0.743	0.558	0.548	0.62	0.629
1942	0.53	0.687	0.541	0.368	0.745	1.019	0.367	0.48	0.805	0.767	0.535	0.649	0.686	0.425	0.366	0.74	0.536	0.595	0.717	0.704
1943	0.543	0.575	0.517	0.501	0.792	0.758	0.536	0.585	0.688	0.71	0.457	0.398	0.606	0.453	0.483	0.661	0.694	0.562	0.779	0.719
1944	0.644	0.658	0.604	0.538	0.752	0.998	0.412	0.645	0.866	0.771	0.447	0.474	0.647	0.438	0.372	0.71	0.634	0.554	0.788	0.851
1945	0.504	0.644	0.668	0.583	0.533	1.016	0.309	0.449	0.582	0.639	0.289	0.388	0.609	0.573	0.469	0.847	0.682	0.445	0.649	0.863
1946	0.435	0.515	0.566	0.464	0.806	0.55	0.303	0.442	0.814	0.561	0.742	0.365	0.699	0.443	0.544	0.769	0.433	0.355	0.872	0.913
1947	0.701	0.684	0.594	0.414	0.778	0.768	0.348	0.624	0.95	0.745	0.584	0.5	0.813	0.389	0.573	0.851	0.57	0.367	0.845	0.868
1948	0.629	0.518	0.538	0.375	0.729	0.797	0.402	0.433	0.582	0.757	0.504	0.567	0.873	0.416	0.342	0.521	0.475	0.303	0.536	0.541
1949	0.554	0.699	0.344	0.44	0.731	0.867	0.308	0.627	0.717	0.664	0.571	0.566	0.7	0.401	0.353	0.482	0.445	0.416	0.585	0.794
1950	0.964	0.751	0.447	0.552	0.605	1.099	0.322	0.76	0.945	0.814	0.565	0.571	0.717	0.449	0.431	0.612	0.502	0.607	0.886	0.905
1951	0.77	0.483	0.476	0.43	0.393	0.868	0.471	0.528	0.803	0.635	0.736	0.427	0.766	0.678	0.374	0.788	0.656	0.435	0.724	0.602
1952	0.882	0.683	0.59	0.51	0.668	1.02	0.511	0.848	0.677	0.683	0.789	0.419	0.714	0.762	0.42	0.632	0.512	0.544	0.557	0.835
1953	0.867	0.588	0.455	0.654	0.796	0.967	0.539	0.757	0.754	0.646	0.631	0.431	0.584	0.549	0.35	0.628	0.58	0.384	0.801	0.94
1954	0.829	0.542	0.503	0.511	0.748	1.157	0.516	0.652	0.645	0.695	0.623	0.388	0.621	0.506	0.601	0.729	0.504	0.463	0.761	1.017
1955	0.444	0.528	0.543	0.466	0.566	0.605	0.475	0.712	0.695	0.524	0.632	0.366	0.59	0.509	0.38	0.668	0.538	0.485	0.517	0.918
1956	0.626	0.43	0.707	0.575	0.595	0.778	0.396	0.646	0.571	0.635	0.464	0.344	0.392	0.545	0.43	0.836	0.554	0.637	0.567	0.854
1957	0.731	0.398	0.552	0.651	0.568	0.855	0.44	0.807	0.54	0.564	0.649	0.294	0.346	0.542	0.623	1.101	0.572	0.455	0.731	0.681
1958	0.47	0.446	0.347	0.6	0.419	0.738	0.452	0.727	0.448	0.598	0.502	0.391	0.367	0.586	0.429	0.799	0.616	0.628	0.508	0.633
1959	0.56	0.564	0.397	0.553	0.652	1.008	0.417	0.702	0.491	0.795	0.435	0.372	0.455	0.624	0.343	0.725	0.504	0.318	0.577	0.745
1960	0.566	0.576	0.373	0.605	0.499	0.661	0.474	0.54	0.375	0.666	0.503	0.359	0.415	0.615	0.424	0.635	0.721	0.361	0.519	0.754
1961	0.667	0.655	0.812	0.685	0.56	1.167	0.505	0.577	0.587	0.86	0.702	0.558	0.518	0.804	0.375	0.532	0.718	0.42	0.383	0.774
1962	0.582	0.802	0.433	0.538	0.611	1.041	0.596	0.492	0.479	0.797	0.767	0.526	0.548	0.576	0.403	0.742	0.586	0.421	0.576	0.872
1963	0.496	0.469	0.54	0.75	0.658	0.671	0.614	0.504	0.637	0.616	0.592	0.419	0.56	0.735	0.396	0.854	0.449	0.522	0.786	0.689
1964	0.432	0.592	0.713	0.576	0.542	0.956	0.59	0.667	0.717	0.749	0.56	0.469	0.714	0.641	0.509	1.11	0.526	0.755	0.841	0.959
1965	0.438	0.47	0.415	0.534	0.501	0.512	0.512	0.483	0.64	0.673	0.519	0.416	0.509	0.562	0.354	0.682	0.911	0.47	0.469	0.688
1966	0.603	0.895	0.59	0.608	0.886	0.608	0.592	0.457	0.709	0.908	0.716	0.629	0.68	0.494	0.368	0.687	0.746	0.489	0.548	0.693
1967	0.595	0.811	0.547	0.556	0.739	0.76	0.676	0.292	0.553	0.876	0.543	0.574	0.564	0.575	0.42	0.661	0.758	0.384	0.606	0.875
1968	0.54	0.721	0.439	0.608	0.62	0.777	0.591	0.616	0.522	0.668	0.621	0.424	0.607	0.633	0.461	0.705	0.981	0.343	0.66	0.88
1969	0.639	0.643	0.336	0.54	0.563	0.641	0.491	0.549	0.618	0.69	0.556	0.364	0.474	0.64	0.439	0.643	0.902	0.278	0.488	0.744
1970	0.879	1.062	0.39	0.531	0.572	0.826	0.51	0.748	0.701	0.607	0.81	0.475	0.646	0.762	0.479	0.637	1.271	0.355	0.767	0.868
1971	0.432	0.715	0.521	0.658	0.662	0.533	0.544	0.755	0.553	0.753	0.604	0.493	0.486	0.621	0.398	0.402	1.096	0.4	0.512	0.736
1972	0.505	0.724	0.476	0.583	0.735	0.774	0.6	0.487	0.669	0.654	0.676	0.51	0.602	0.887	0.461	0.715	0.947	0.808	0.671	0.762
1973	0.576	0.696	0.451	0.663	0.736	0.504	0.638	0.634	0.758	0.712	0.521	0.378	0.765	0.864	0.294	0.886	1.149	0.585	0.619	0.831
1974	0.582	0.65	0.581	0.451	0.617	0.672	0.585	0.536	0.738	0.599	0.447	0.489	0.454	0.598	0.325	0.652	0.931	0.529	0.646	0.707
1975	0.697	0.877	0.505	0.826	0.526	0.924	0.67	0.761	0.521	0.691	0.561	0.433	0.571	0.76	0.29	0.724	0.959	0.352	0.534	0.702
1976	0.543	0.843	0.44	0.567	0.527	0.62	0.567	0.732	0.657	0.562	0.442	0.452	0.441	0.639	0.349	0.622	1.165	0.437	0.738	0.892
1977	0.505	0.86	0.477	0.512	0.574	0.775	0.465	0.66	0.693	0.472	0.461	0.473	0.618	0.535	0.413	0.776	0.684	0.291	0.52	0.654
1978	0.628	0.922	0.466	0.693	0.654	0.737	0.545	0.897	0.951	0.586	0.527	0.31	0.713	0.409	0.505	0.809	0.891	0.223	0.535	0.786
1979	0.627	1.069	0.547	0.592	0.513	0.799	0.329	0.71	0.996	0.715	0.578	0.441	0.483	0.506	0.416	0.661	0.858	0.252	0.454	0.766
1980	0.731	1.145	0.477	0.854	0.629	0.773	0.432	0.768	0.965	0.759	0.441	0.397	0.801	0.75	0.324	0.514	1.087	0.264	0.651	0.737
1981	0.765	1.087	0.347	0.714	0.533	0.77	0.341	0.802	0.965	0.637	0.556	0.505	0.889	0.463	0.594	0.592	0.522	0.309	0.67	0.653
1982	0.632	1.043	0.502	0.553	0.523	0.962	0.292	0.856	0.832	0.837	0.749	0.441	0.654	0.529	0.574	0.715	0.953	0.283	0.653	0.825
1983	0.889	1.038	0.634	0.528	0.497	0.907	0.387	0.61	0.647	0.727	0.51	0.431	0.807	0.552	0.453	0.63	0.908	0.415	0.507	0.608
1984	0.569	0.817	0.412	0.576	0.551	0.825	0.3	0.663	0.855	0.704	0.586	0.464	0.779	0.496	0.318	0.578	0.747	0.304	0.565	0.654
1985	0.659	1.153	0.368	0.571	0.354	1.055	0.29	0.871	0.875	0.606	0.435	0.41	0.95	0.417	0.301	0.634	0.966	0.334	0.582	0.584
1986	0.721	0.884	0.341	0.643	0.371	0.851	0.299	0.757	0.783	0.571	0.548	0.373	0.63	0.434	0.334	0.495	0.975	0.23	0.653	0.796
1987	0.989	1.03	0.287	0.555	0.342	0.674	0.362	0.828	0.794	0.758	0.523	0.371	0.992	0.511	0.322	0.495	0.767	0.33	0.744	0.699
1988	0.671	1.008	0.39	0.559	0.466	0.6	0.247	0.554	0.79	0.662	0.407	0.423	0.568	0.476	0.355	0.396	0.941	0.374	0.578	0.667
1989	0.592	0.79	0.286	0.652	0.552	0.579	0.301	0.824	0.752	0.511	0.374	0.384	0.662	0.522	0.319	0.324	0.781	0.33	0.707	0.667
1990	0.9	0.749	0.23	0.69	0.537	0.87	0.318	0.765	0.939	0.542	0.426	0.297	0.888	0.582	0.431	0.44	1.227	0.319	0.621	0.852
1991	0.786	0.724	0.422	0.389	0.5	1.287	0.294	0.848	0.714	0.602	0.863	0.311	0.809	0.505	0.358	0.332	0.897	0.322	0.496	0.822
1992	0.711	0.725	0.481	0.715	0.802	0.808	0.408	0.567	1.227	0.76	0.529	0.426	0.692	0.591	0.373	0.431	0.928	0.389	0.696	0.628
1993	0.795	1.073	0.367	0.813	0.773	0.971	0.353	0.728	1.13	0.642	0.538	0.382	0.953	0.572	0.403	0.65	1.106	0.27	0.923	0.63
1994	0.659	0.793	0.453	0.925	0.799	0.858	0.347	0.722	0.992	0.83	0.556	0.389	1.199	0.831	0.492	0.637	1.023	0.275	0.566	1.058
1995	0.733	0.609	0.334	0.635	0.633	0.819	0.385	0.695	0.967	0.541	0.558	0.443	1.02	0.619	0.371	0.551	0.673	0.417	0.697	0.803
1996	0.699	0.676	0.359	0.65	0.725	0.641	0.452	0.906	0.826	0.826	0.645	0.522	0.899	0.457	0.403	0.439	0.789	0.366	0.755	0.81
1997	0.733	0.866	0.356	0.911	0.638	0.981	0.449	0.81	1.154	0.614	0.765	0.467	0.988	0.469	0.67	0.598	0.998	0.33	0.662	0.746
1998	0.637	0.713	0.438	0.719	0.586	0.913	0.348	0.741	0.945	0.454	0.451	0.415	1.055	0.477	0.343	0.448	1.069	0.356	0.754	0.771
1999	0.773	0.76	0.466	0.826	0.543	0.885	0.383	0.965	0.891	0.792	0.391	0.37	1.108	0.449	0.45	0.536	0.974	0.417	0.509	0.904
2000	0.855	0.835	0.469	0.763	0.569	0.902	0.59	0.665	0.868	0.587	0.499	0.41	0.919	0.463	0.725	0.828	0.766	0.37	0.453	0.868
2001	0.663	0.845	0.339	0.689	0.626	0.775	0.557	0.874	1.187	0.856	0.661	0.356	0.99	0.527	0.701	0.757	0.593	0.351	0.415	0.816
2002	1.097	0.791	0.428	0.739	0.52	1.134	0.479	0.947	1.265	0.818	0.535	0.386	1.026	0.596	0.511	0.6	0.749	0.264	0.451	0.85
2003	0.467	0.971	0.461	0.632	0.497	0.575	0.399	0.588	0.617	0.474	0.52	0.53	0.863	0.397	0.563	0.345	0.675	0.338	0.483	0.982
2004	0.597	0.813	0.508	0.676	0.545	0.815	0.381	0.78	0.833	0.644	0.434	0.483	1.001	0.466	0.623	0.52	0.657	0.446	0.5	0.659
2005	0.696	1.025	0.493	0.711	0.506	1.057	0.628	0.819	1.244	0.819	0.689	0.633	0.992	0.437	0.642	0.476	0.842	0.321	0.407	1.116
2006	0.415	0.75	0.441	0.4	0.429	0.366	0.434	0.656	0.973	0.624	0.341	0.43	0.71	0.366	0.415	0.424	0.623	0.303	0.436	1.007
2007	0.795	0.865	0.479	0.613	0.584	0.673	0.41	0.764	1.094	0.712	0.496	0.42	0.899	0.511	0.571	0.371	0.794	0.281	0.446	1.137
2008	0.785	0.744	0.413	0.95	0.661	1.062	0.429	0.833	1.075	0.799	0.695	0.496	1.034	0.578	0.718	0.52	0.695	0.304	0.689	0.855
2009	0.567	0.773	0.589	0.648	0.662	0.868	0.509	0.981	0.825	0.731	0.499	0.411	0.75	0.485	0.451	0.697	0.708	0.256	0.41	0.831
2010	0.544	0.803	0.448	0.543	0.677	1.037	0.385	0.87	1.036	0.548	0.635	0.577	1.039	0.564	0.596	0.542	0.656	0.345	0.381	0.951
2011	0.758	0.811	0.544	0.807	0.573	0.626	0.505	0.837	0.907	0.631	0.651	0.445	0.924	0.442	0.404	0.436	0.735	0.485	0.398	1.008
2012	0.56	0.558	0.429	0.737	0.54	0.508	0.425	0.673	0.787	0.476	0.601	0.705	0.932	0.39	0.53	0.598	0.607	0.306	0.341	0.8
2013	0.615	0.769	0.349	0.524	0.52	0.654	0.367	0.596	0.87	0.647	0.817	0.511	0.794	0.282	0.52	0.331	0.742	0.258	0.462	0.675
2014	0.527	0.928	0.35	0.621	0.384	0.541	0.438	0.737	0.555	0.596	0.777	0.643	0.991	0.432	0.664	0.409	0.806	0.189	0.525	0.746
2015	0.646	0.791	0.39	0.459	0.567	0.81	0.31	0.627	0.644	0.46	0.698	0.612	0.872	0.339	0.712	0.546	0.664	0.272	0.41	0.831
2016	0.588	0.762	0.363	0.658	0.537	0.495	0.404	0.306	0.663	0.572	0.74	0.517	0.78	0.417	0.436	0.525	0.677	0.299	0.471	0.776
2017	0.526	0.655	0.441	0.601	0.668	0.578	0.553	NA	0.773	0.555	0.814	0.493	0.916	0.395	0.388	0.52	0.548	0.435	0.493	1.101
2018	NA	0.741	0.505	NA	NA	NA	0.509	NA	0.948	0.7	0.743	0.412	0.693	0.389	0.598	0.55	0.731	0.363	0.368	NA
